cflo,mmus,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011263789.1,XP_006515874.1,5.00E-92,293,4.00E-93,295
XP_011263789.1,XP_017170534.1,4.00E-92,294,6.00E-93,295
XP_011263789.1,XP_030102545.1,2.00E-92,294,3.00E-93,295
XP_011263789.1,XP_030102546.1,3.00E-92,294,3.00E-93,295
XP_011263789.1,XP_030102547.1,3.00E-92,294,3.00E-93,295
XP_011263789.1,XP_030102548.1,2.00E-92,294,3.00E-93,295
XP_011263789.1,XP_030102549.1,1.00E-92,294,2.00E-93,294
XP_011263789.1,XP_030102550.1,1.00E-92,294,2.00E-93,294
XP_011263789.1,XP_030102551.1,1.00E-92,294,2.00E-93,294
XP_011263789.1,XP_030102552.1,2.00E-92,293,2.00E-93,294
XP_011263790.1,NP_001025014.1,3.00E-92,294,3.00E-93,295
XP_011263790.1,NP_001025015.1,1.00E-92,294,2.00E-93,294
XP_011263790.1,NP_001351294.1,1.00E-92,294,2.00E-93,294
XP_011263790.1,NP_001351296.1,5.00E-92,293,4.00E-93,295
XP_011263790.1,NP_001351297.1,1.00E-89,286,2.00E-90,287
XP_011263790.1,NP_035835.1,5.00E-92,293,4.00E-93,295
XP_011263790.1,XP_006515872.1,5.00E-92,293,4.00E-93,295
XP_011263790.1,XP_006515873.1,5.00E-92,293,4.00E-93,295
XP_011263790.1,XP_006515874.1,5.00E-92,293,4.00E-93,295
XP_011263790.1,XP_017170534.1,4.00E-92,294,6.00E-93,295
XP_011263790.1,XP_030102545.1,2.00E-92,294,3.00E-93,295
XP_011263790.1,XP_030102546.1,3.00E-92,294,3.00E-93,295
XP_011263790.1,XP_030102547.1,3.00E-92,294,3.00E-93,295
XP_011263790.1,XP_030102548.1,2.00E-92,294,3.00E-93,295
XP_011263790.1,XP_030102549.1,1.00E-92,294,2.00E-93,294
XP_011263790.1,XP_030102550.1,1.00E-92,294,2.00E-93,294
XP_011263790.1,XP_030102551.1,1.00E-92,294,2.00E-93,294
XP_011263790.1,XP_030102552.1,2.00E-92,293,2.00E-93,294
XP_011263793.1,NP_001277274.1,0,934,0,926
XP_011263793.1,XP_006524255.1,0,936,0,932
XP_011263793.1,XP_006524257.1,0,936,0,932
XP_011263795.1,XP_006524257.1,0,937,0,932
XP_011263795.1,XP_006524259.1,0,936,0,927
XP_011263796.1,NP_001277274.1,0,941,0,936
XP_011263796.1,NP_001347207.1,0,936,0,932
XP_011263796.1,XP_006524255.1,0,939,0,934
XP_011263796.1,XP_006524257.1,0,938,0,933
XP_011263796.1,XP_006524259.1,0,940,0,935
XP_011263796.1,XP_006524260.1,0,936,0,933
XP_011263796.1,XP_006524261.1,0,936,0,933
XP_011263797.1,XP_006524259.1,0,932,0,924
XP_011263798.1,NP_001277274.1,0,932,0,932
XP_011263798.1,XP_006524257.1,0,938,0,934
XP_011263798.1,XP_006524259.1,0,940,0,936
XP_011263798.1,XP_006524261.1,0,937,0,934
XP_011263799.1,NP_958927.2,0,949,0,941
XP_011263799.1,XP_006516117.1,0,954,0,946
XP_011263801.1,NP_001035866.1,1.00E-28,115,5.00E-31,120
XP_011263803.1,NP_852071.2,1.00E-114,358,4.00E-115,358
XP_011263803.1,XP_030108933.1,7.00E-115,358,2.00E-115,358
XP_011263806.1,NP_001349111.1,3.00E-124,385,2.00E-125,387
XP_011263806.1,NP_081125.2,1.00E-123,386,5.00E-125,388
XP_011263806.1,XP_006506887.1,8.00E-124,383,5.00E-125,384
XP_011263806.1,XP_006506889.1,3.00E-124,382,2.00E-125,384
XP_011263807.1,NP_001349111.1,3.00E-124,385,2.00E-125,387
XP_011263807.1,NP_081125.2,1.00E-123,386,5.00E-125,388
XP_011263807.1,XP_006506887.1,8.00E-124,383,5.00E-125,384
XP_011263807.1,XP_006506889.1,3.00E-124,382,2.00E-125,384
XP_011263808.1,NP_001349111.1,3.00E-124,385,2.00E-125,387
XP_011263808.1,NP_081125.2,1.00E-123,386,5.00E-125,388
XP_011263808.1,XP_006506887.1,8.00E-124,383,5.00E-125,384
XP_011263808.1,XP_006506889.1,3.00E-124,382,2.00E-125,384
XP_011263810.1,NP_001349111.1,3.00E-124,385,2.00E-125,387
XP_011263810.1,NP_081125.2,1.00E-123,386,5.00E-125,388
XP_011263810.1,XP_006506887.1,8.00E-124,383,5.00E-125,384
XP_011263810.1,XP_006506889.1,3.00E-124,382,2.00E-125,384
XP_011263812.1,NP_001349111.1,7.00E-122,378,5.00E-123,380
XP_011263812.1,NP_081125.2,2.00E-121,379,9.00E-123,381
XP_011263812.1,XP_006506887.1,1.00E-121,376,9.00E-123,377
XP_011263812.1,XP_006506889.1,4.00E-122,375,3.00E-123,377
XP_011263819.2,NP_001033790.1,5.00E-151,445,1.00E-149,440
XP_011263819.2,NP_001334243.1,8.00E-145,431,5.00E-144,427
XP_011263819.2,NP_001349575.1,1.00E-145,431,5.00E-149,438
XP_011263819.2,NP_001349576.1,1.00E-145,431,5.00E-149,438
XP_011263819.2,NP_001349578.1,2.00E-146,432,7.00E-150,439
XP_011263819.2,NP_001357897.1,3.00E-149,439,3.00E-147,432
XP_011263819.2,NP_032095.1,8.00E-149,439,1.00E-146,432
XP_011263819.2,NP_032096.1,1.00E-145,431,5.00E-149,438
XP_011263819.2,NP_032097.1,7.00E-151,444,1.00E-149,440
XP_011263819.2,XP_030101420.1,8.00E-145,431,5.00E-144,427
XP_011263820.1,NP_666097.3,0,647,0,630
XP_011263821.1,NP_033453.2,1.00E-62,213,1.00E-64,216
XP_011263821.1,XP_030101781.1,1.00E-62,213,1.00E-64,216
XP_011263822.1,NP_033453.2,1.00E-62,213,1.00E-64,216
XP_011263822.1,XP_030101781.1,1.00E-62,213,1.00E-64,216
XP_011263824.1,NP_001157225.1,1.00E-103,307,3.00E-104,307
XP_011263825.1,NP_001157225.1,1.00E-103,307,3.00E-104,307
XP_011263826.1,NP_001157225.1,1.00E-103,307,3.00E-104,307
XP_011263827.1,NP_001157225.1,1.00E-103,307,3.00E-104,307
XP_011263830.2,NP_067386.3,6.00E-103,305,2.00E-103,305
XP_011263830.2,NP_796349.1,8.00E-105,311,3.00E-102,303
XP_011263830.2,XP_006533919.1,2.00E-101,302,6.00E-102,302
XP_011263831.2,NP_067386.3,6.00E-103,305,2.00E-103,305
XP_011263831.2,NP_796349.1,8.00E-105,311,3.00E-102,303
XP_011263831.2,XP_006533919.1,2.00E-101,302,6.00E-102,302
XP_011263832.2,NP_067386.3,6.00E-103,305,2.00E-103,305
XP_011263832.2,NP_796349.1,8.00E-105,311,3.00E-102,303
XP_011263832.2,XP_006533919.1,2.00E-101,302,6.00E-102,302
XP_011263836.1,NP_598645.2,2.00E-105,315,6.00E-106,315
XP_011263837.1,NP_598645.2,2.00E-105,315,6.00E-106,315
XP_011263838.1,NP_598645.2,2.00E-105,315,6.00E-106,315
XP_011263839.2,NP_001087228.1,1.00E-159,462,3.00E-160,462
XP_011263839.2,NP_001087229.1,2.00E-160,463,5.00E-161,463
XP_011263839.2,NP_001347707.1,5.00E-162,467,2.00E-162,467
XP_011263839.2,NP_080155.3,2.00E-158,458,8.00E-159,458
XP_011263856.2,NP_032157.2,0,535,0,535
XP_011263858.1,NP_038705.2,7.00E-75,237,1.00E-76,240
XP_011263858.1,XP_006497884.1,1.00E-74,236,8.00E-76,237
XP_011263858.1,XP_006497886.1,3.00E-75,236,2.00E-76,238
XP_011263858.1,XP_006497887.1,2.00E-75,236,2.00E-76,238
XP_011263858.1,XP_006497888.1,2.00E-75,236,2.00E-76,238
XP_011263858.1,XP_030104977.1,2.00E-75,236,2.00E-76,238
XP_011263859.1,NP_080626.1,1.00E-92,285,3.00E-89,275
XP_011263859.1,XP_006531378.1,1.00E-92,285,3.00E-89,275
XP_011263860.1,NP_001074577.1,1.00E-18,77.8,3.00E-19,77.8
XP_011263863.1,NP_001297449.1,3.00E-92,327,6.00E-88,312
XP_011263863.1,NP_201584.2,4.00E-92,328,2.00E-88,315
XP_011263863.1,NP_663467.1,4.00E-89,318,1.00E-83,300
XP_011263863.1,XP_006531602.1,3.00E-92,327,6.00E-88,312
XP_011263863.1,XP_011246862.1,5.00E-92,327,2.00E-88,314
XP_011263863.1,XP_011246863.1,3.00E-92,327,6.00E-88,312
XP_011263863.1,XP_017168522.1,2.00E-92,328,2.00E-88,314
XP_011263863.1,XP_030099736.1,2.00E-92,328,2.00E-88,315
XP_011263863.1,XP_030099737.1,6.00E-92,327,2.00E-88,314
XP_011263863.1,XP_030099738.1,3.00E-92,327,6.00E-88,312
XP_011263863.1,XP_030099739.1,3.00E-92,327,6.00E-88,312
XP_011263864.2,NP_083350.2,2.00E-51,166,3.00E-52,166
XP_011263865.1,NP_083350.2,1.00E-53,169,3.00E-54,169
XP_011263866.1,NP_001278063.1,4.00E-113,337,2.00E-112,333
XP_011263866.1,NP_081710.1,3.00E-112,335,2.00E-111,331
XP_011263867.1,NP_001278063.1,4.00E-113,337,2.00E-112,333
XP_011263867.1,NP_081710.1,3.00E-112,335,2.00E-111,331
XP_011263868.1,NP_001278063.1,4.00E-113,337,2.00E-112,333
XP_011263868.1,NP_081710.1,3.00E-112,335,2.00E-111,331
XP_011263869.1,NP_001357719.1,2.00E-146,442,3.00E-149,448
XP_011263869.1,NP_067325.2,5.00E-142,431,1.00E-142,431
XP_011263873.1,NP_666144.3,6.00E-151,453,6.00E-144,434
XP_011263878.1,NP_064359.2,0,652,0,600
XP_011263879.1,NP_001025066.1,2.00E-142,425,1.00E-145,432
XP_011263879.1,NP_001129526.1,2.00E-134,405,2.00E-137,411
XP_011263879.1,NP_001258272.1,2.00E-134,405,2.00E-137,410
XP_011263879.1,NP_038827.2,2.00E-142,425,2.00E-145,432
XP_011263879.1,XP_006507327.1,5.00E-134,405,9.00E-132,398
XP_011263879.1,XP_006507328.1,5.00E-134,405,6.00E-132,398
XP_011263880.1,NP_001025066.1,2.00E-142,425,1.00E-145,432
XP_011263880.1,NP_001129526.1,2.00E-134,405,2.00E-137,411
XP_011263880.1,NP_001258272.1,2.00E-134,405,2.00E-137,410
XP_011263880.1,NP_038827.2,2.00E-142,425,2.00E-145,432
XP_011263880.1,XP_006507327.1,5.00E-134,405,9.00E-132,398
XP_011263880.1,XP_006507328.1,5.00E-134,405,6.00E-132,398
XP_011263882.1,NP_001343430.1,1.00E-54,186,4.00E-55,186
XP_011263882.1,NP_598598.1,3.00E-54,185,9.00E-55,185
XP_011263883.1,NP_001025066.1,1.00E-136,410,9.00E-140,417
XP_011263883.1,NP_001129526.1,2.00E-135,407,2.00E-138,413
XP_011263883.1,NP_001258272.1,2.00E-135,407,2.00E-138,414
XP_011263883.1,NP_038827.2,1.00E-136,410,8.00E-140,417
XP_011263883.1,XP_006507327.1,1.00E-130,397,6.00E-133,401
XP_011263883.1,XP_006507328.1,9.00E-131,396,3.00E-133,401
XP_011263884.1,NP_001028618.1,6.00E-18,78.6,3.00E-18,77.8
XP_011263884.1,XP_006526129.1,6.00E-18,78.6,3.00E-18,77.8
XP_011263885.1,NP_001019645.1,3.00E-103,301,2.00E-94,277
XP_011263885.1,XP_006517013.1,3.00E-103,301,2.00E-94,277
XP_011263887.1,NP_666103.1,0,647,0,647
XP_011263888.2,NP_031536.2,4.00E-97,288,1.00E-97,288
XP_011263889.2,NP_659107.2,0,601,0,593
XP_011263894.1,NP_001346511.1,0,621,0,627
XP_011263894.1,NP_058562.1,0,617,0,618
XP_011263894.1,NP_598746.2,0,621,0,627
XP_011263894.1,XP_017174617.1,0,593,0,592
XP_011263894.1,XP_017174619.1,0,592,0,591
XP_011263894.1,XP_030107736.1,0,612,0,615
XP_011263896.1,NP_001346511.1,0,621,0,626
XP_011263896.1,NP_058562.1,0,617,0,619
XP_011263896.1,NP_598746.2,0,621,0,626
XP_011263896.1,XP_017174617.1,0,593,0,592
XP_011263896.1,XP_017174619.1,0,592,0,590
XP_011263896.1,XP_030107736.1,0,613,0,615
XP_011263898.1,NP_536693.1,2.00E-88,273,5.00E-92,281
XP_011263899.1,NP_001355624.1,4.00E-101,300,1.00E-99,295
XP_011263899.1,NP_079730.1,2.00E-101,300,5.00E-98,290
XP_011263899.1,NP_579923.1,3.00E-102,303,1.00E-100,298
XP_011263899.1,XP_006529855.1,8.00E-101,299,2.00E-98,291
XP_011263900.1,NP_062635.2,1.00E-77,236,2.00E-86,257
XP_011263901.1,NP_077159.1,7.00E-52,182,2.00E-52,182
XP_011263902.1,NP_032124.1,4.00E-34,119,1.00E-34,119
XP_011263903.2,NP_001307649.1,2.00E-81,284,9.00E-80,277
XP_011263903.2,NP_001307650.1,1.00E-81,284,2.00E-81,281
XP_011263906.1,NP_001297695.1,4.00E-86,270,1.00E-86,270
XP_011263906.1,NP_077218.1,1.00E-82,261,2.00E-83,261
XP_011263906.1,NP_084068.1,2.00E-86,271,4.00E-87,271
XP_011263906.1,XP_006510737.1,2.00E-86,271,4.00E-87,271
XP_011263906.1,XP_030100573.1,1.00E-87,271,2.00E-88,271
XP_011263917.2,NP_001093111.1,1.00E-103,325,3.00E-104,324
XP_011263917.2,NP_001345964.1,3.00E-98,310,9.00E-105,326
XP_011263917.2,NP_001345978.1,3.00E-101,318,2.00E-104,325
XP_011263917.2,NP_034380.1,3.00E-98,310,9.00E-105,326
XP_011263917.2,XP_006532258.1,8.00E-97,310,1.00E-103,326
XP_011263917.2,XP_017169748.1,3.00E-98,310,9.00E-105,326
XP_011263919.1,NP_598754.2,3.00E-93,296,1.00E-98,309
XP_011263921.2,NP_077151.3,7.00E-36,127,5.00E-32,116
XP_011263925.1,NP_081467.2,2.00E-85,265,7.00E-86,265
XP_011263925.1,NP_082610.1,2.00E-85,265,7.00E-86,265
XP_011263926.1,NP_081467.2,2.00E-85,265,7.00E-86,265
XP_011263926.1,NP_082610.1,2.00E-85,265,7.00E-86,265
XP_011263927.1,NP_081467.2,2.00E-85,265,7.00E-86,265
XP_011263927.1,NP_082610.1,2.00E-85,265,7.00E-86,265
XP_011263931.1,NP_663481.2,8.00E-172,516,6.00E-172,515
XP_011263931.1,XP_006529460.1,8.00E-172,516,6.00E-172,515
XP_011263931.1,XP_006529461.1,8.00E-172,516,6.00E-172,515
XP_011263931.1,XP_006529462.1,7.00E-172,516,5.00E-172,515
XP_011263932.1,NP_001106887.1,2.00E-174,510,7.00E-175,509
XP_011263932.1,XP_006529463.1,2.00E-174,510,7.00E-175,509
XP_011263937.1,NP_034922.1,1.00E-119,347,4.00E-120,347
XP_011263937.1,XP_006513375.1,2.00E-119,349,7.00E-120,349
XP_011263940.2,NP_001074847.1,0,1077,0,1082
XP_011263940.2,XP_006515312.1,0,1073,0,1079
XP_011263940.2,XP_006515313.1,0,1073,0,1079
XP_011263940.2,XP_006515314.1,0,1073,0,1079
XP_011263940.2,XP_006515315.1,0,1073,0,1078
XP_011263940.2,XP_006515316.1,0,1075,0,1081
XP_011263940.2,XP_006515317.1,0,1077,0,1083
XP_011263940.2,XP_006515318.1,0,1080,0,1083
XP_011263940.2,XP_006515319.1,0,1079,0,1083
XP_011263940.2,XP_006515320.1,0,1083,0,1087
XP_011263940.2,XP_006515321.1,0,1086,0,1090
XP_011263940.2,XP_006515322.1,0,1066,0,1072
XP_011263940.2,XP_006515323.1,0,1072,0,1077
XP_011263940.2,XP_017170732.1,0,1071,0,1077
XP_011263940.2,XP_017170733.1,0,1074,0,1079
XP_011263940.2,XP_030102839.1,0,1077,0,1082
XP_011263940.2,XP_030102840.1,0,1077,0,1082
XP_011263940.2,XP_030102841.1,0,1083,0,1087
XP_011263942.1,NP_001074847.1,0,1077,0,1083
XP_011263942.1,XP_006515312.1,0,1074,0,1079
XP_011263942.1,XP_006515313.1,0,1074,0,1079
XP_011263942.1,XP_006515314.1,0,1074,0,1079
XP_011263942.1,XP_006515315.1,0,1072,0,1078
XP_011263942.1,XP_006515316.1,0,1077,0,1081
XP_011263942.1,XP_006515317.1,0,1080,0,1084
XP_011263942.1,XP_006515318.1,0,1080,0,1086
XP_011263942.1,XP_006515319.1,0,1079,0,1084
XP_011263942.1,XP_006515320.1,0,1083,0,1088
XP_011263942.1,XP_006515321.1,0,1085,0,1091
XP_011263942.1,XP_006515322.1,0,1066,0,1072
XP_011263942.1,XP_006515323.1,0,1071,0,1078
XP_011263942.1,XP_017170732.1,0,1070,0,1077
XP_011263942.1,XP_017170733.1,0,1075,0,1079
XP_011263942.1,XP_030102839.1,0,1077,0,1083
XP_011263942.1,XP_030102840.1,0,1077,0,1083
XP_011263942.1,XP_030102841.1,0,1083,0,1089
XP_011263943.1,NP_001074847.1,0,1077,0,1084
XP_011263943.1,XP_006515312.1,0,1074,0,1080
XP_011263943.1,XP_006515313.1,0,1074,0,1080
XP_011263943.1,XP_006515314.1,0,1074,0,1080
XP_011263943.1,XP_006515315.1,0,1073,0,1080
XP_011263943.1,XP_006515316.1,0,1077,0,1081
XP_011263943.1,XP_006515317.1,0,1080,0,1084
XP_011263943.1,XP_006515318.1,0,1081,0,1085
XP_011263943.1,XP_006515319.1,0,1081,0,1085
XP_011263943.1,XP_006515320.1,0,1083,0,1089
XP_011263943.1,XP_006515321.1,0,1087,0,1092
XP_011263943.1,XP_006515322.1,0,1066,0,1073
XP_011263943.1,XP_006515323.1,0,1073,0,1078
XP_011263943.1,XP_017170732.1,0,1072,0,1077
XP_011263943.1,XP_017170733.1,0,1075,0,1080
XP_011263943.1,XP_030102839.1,0,1077,0,1084
XP_011263943.1,XP_030102840.1,0,1077,0,1084
XP_011263943.1,XP_030102841.1,0,1083,0,1088
XP_011263944.1,NP_001074847.1,0,1078,0,1083
XP_011263944.1,XP_006515312.1,0,1074,0,1080
XP_011263944.1,XP_006515313.1,0,1074,0,1080
XP_011263944.1,XP_006515314.1,0,1074,0,1080
XP_011263944.1,XP_006515315.1,0,1072,0,1078
XP_011263944.1,XP_006515316.1,0,1076,0,1080
XP_011263944.1,XP_006515317.1,0,1079,0,1083
XP_011263944.1,XP_006515318.1,0,1080,0,1085
XP_011263944.1,XP_006515319.1,0,1079,0,1083
XP_011263944.1,XP_006515320.1,0,1083,0,1087
XP_011263944.1,XP_006515321.1,0,1086,0,1090
XP_011263944.1,XP_006515322.1,0,1066,0,1072
XP_011263944.1,XP_006515323.1,0,1071,0,1077
XP_011263944.1,XP_017170732.1,0,1071,0,1077
XP_011263944.1,XP_017170733.1,0,1075,0,1078
XP_011263944.1,XP_030102839.1,0,1078,0,1083
XP_011263944.1,XP_030102840.1,0,1078,0,1083
XP_011263944.1,XP_030102841.1,0,1083,0,1088
XP_011263945.3,NP_001074847.1,0,1075,0,1083
XP_011263945.3,XP_006515312.1,0,1072,0,1079
XP_011263945.3,XP_006515313.1,0,1072,0,1079
XP_011263945.3,XP_006515314.1,0,1072,0,1079
XP_011263945.3,XP_006515315.1,0,1071,0,1077
XP_011263945.3,XP_006515316.1,0,1075,0,1080
XP_011263945.3,XP_006515317.1,0,1078,0,1083
XP_011263945.3,XP_006515318.1,0,1079,0,1084
XP_011263945.3,XP_006515319.1,0,1077,0,1084
XP_011263945.3,XP_006515320.1,0,1082,0,1088
XP_011263945.3,XP_006515321.1,0,1085,0,1091
XP_011263945.3,XP_006515322.1,0,1065,0,1071
XP_011263945.3,XP_006515323.1,0,1071,0,1077
XP_011263945.3,XP_017170732.1,0,1070,0,1076
XP_011263945.3,XP_017170733.1,0,1074,0,1080
XP_011263945.3,XP_030102839.1,0,1075,0,1083
XP_011263945.3,XP_030102840.1,0,1075,0,1083
XP_011263945.3,XP_030102841.1,0,1082,0,1087
XP_011263947.1,NP_001074847.1,0,1075,0,1083
XP_011263947.1,XP_006515312.1,0,1072,0,1079
XP_011263947.1,XP_006515313.1,0,1072,0,1079
XP_011263947.1,XP_006515314.1,0,1072,0,1079
XP_011263947.1,XP_006515315.1,0,1071,0,1077
XP_011263947.1,XP_006515316.1,0,1075,0,1080
XP_011263947.1,XP_006515317.1,0,1078,0,1083
XP_011263947.1,XP_006515318.1,0,1079,0,1084
XP_011263947.1,XP_006515319.1,0,1077,0,1084
XP_011263947.1,XP_006515320.1,0,1082,0,1088
XP_011263947.1,XP_006515321.1,0,1085,0,1091
XP_011263947.1,XP_006515322.1,0,1065,0,1071
XP_011263947.1,XP_006515323.1,0,1071,0,1077
XP_011263947.1,XP_017170732.1,0,1070,0,1076
XP_011263947.1,XP_017170733.1,0,1074,0,1080
XP_011263947.1,XP_030102839.1,0,1075,0,1083
XP_011263947.1,XP_030102840.1,0,1075,0,1083
XP_011263947.1,XP_030102841.1,0,1082,0,1087
XP_011263948.1,NP_001074847.1,0,1075,0,1083
XP_011263948.1,XP_006515312.1,0,1072,0,1079
XP_011263948.1,XP_006515313.1,0,1072,0,1079
XP_011263948.1,XP_006515314.1,0,1072,0,1079
XP_011263948.1,XP_006515315.1,0,1071,0,1077
XP_011263948.1,XP_006515316.1,0,1075,0,1080
XP_011263948.1,XP_006515317.1,0,1078,0,1083
XP_011263948.1,XP_006515318.1,0,1079,0,1084
XP_011263948.1,XP_006515319.1,0,1077,0,1084
XP_011263948.1,XP_006515320.1,0,1082,0,1088
XP_011263948.1,XP_006515321.1,0,1085,0,1091
XP_011263948.1,XP_006515322.1,0,1065,0,1071
XP_011263948.1,XP_006515323.1,0,1071,0,1077
XP_011263948.1,XP_017170732.1,0,1070,0,1076
XP_011263948.1,XP_017170733.1,0,1074,0,1080
XP_011263948.1,XP_030102839.1,0,1075,0,1083
XP_011263948.1,XP_030102840.1,0,1075,0,1083
XP_011263948.1,XP_030102841.1,0,1082,0,1087
XP_011263949.1,NP_001074847.1,0,1075,0,1083
XP_011263949.1,XP_006515312.1,0,1072,0,1079
XP_011263949.1,XP_006515313.1,0,1072,0,1079
XP_011263949.1,XP_006515314.1,0,1072,0,1079
XP_011263949.1,XP_006515315.1,0,1071,0,1077
XP_011263949.1,XP_006515316.1,0,1075,0,1080
XP_011263949.1,XP_006515317.1,0,1078,0,1083
XP_011263949.1,XP_006515318.1,0,1079,0,1084
XP_011263949.1,XP_006515319.1,0,1077,0,1084
XP_011263949.1,XP_006515320.1,0,1082,0,1088
XP_011263949.1,XP_006515321.1,0,1085,0,1091
XP_011263949.1,XP_006515322.1,0,1065,0,1071
XP_011263949.1,XP_006515323.1,0,1071,0,1077
XP_011263949.1,XP_017170732.1,0,1070,0,1076
XP_011263949.1,XP_017170733.1,0,1074,0,1080
XP_011263949.1,XP_030102839.1,0,1075,0,1083
XP_011263949.1,XP_030102840.1,0,1075,0,1083
XP_011263949.1,XP_030102841.1,0,1082,0,1087
XP_011263956.1,NP_700465.2,2.00E-60,212,7.00E-61,212
XP_011263957.1,NP_700465.2,2.00E-60,212,7.00E-61,212
XP_011263961.1,NP_001290461.1,8.00E-57,188,4.00E-62,200
XP_011263961.1,NP_032342.1,5.00E-55,184,1.00E-60,196
XP_011263962.1,NP_001075137.1,1.00E-42,155,3.00E-43,155
XP_011263962.1,XP_006528624.2,1.00E-42,155,3.00E-43,155
XP_011263962.1,XP_006528625.2,1.00E-42,155,3.00E-43,155
XP_011263962.1,XP_006528626.2,1.00E-42,155,3.00E-43,155
XP_011263962.1,XP_006528628.1,1.00E-42,155,3.00E-43,155
XP_011263962.1,XP_006528629.1,1.00E-42,155,3.00E-43,155
XP_011263962.1,XP_006528630.1,1.00E-42,155,3.00E-43,155
XP_011263963.1,NP_001075137.1,8.00E-43,155,3.00E-43,154
XP_011263963.1,XP_006528624.2,8.00E-43,155,3.00E-43,154
XP_011263963.1,XP_006528625.2,8.00E-43,155,3.00E-43,154
XP_011263963.1,XP_006528626.2,8.00E-43,155,3.00E-43,154
XP_011263963.1,XP_006528628.1,8.00E-43,155,3.00E-43,154
XP_011263963.1,XP_006528629.1,8.00E-43,155,3.00E-43,154
XP_011263963.1,XP_006528630.1,8.00E-43,155,3.00E-43,154
XP_011263966.1,XP_006498939.1,8.00E-08,57.8,2.00E-08,57.8
XP_011263968.1,NP_080833.1,1.00E-93,286,3.00E-94,286
XP_011263969.1,NP_080833.1,7.00E-93,284,1.00E-93,284
XP_011263970.1,NP_079720.1,5.00E-59,183,9.00E-63,191
XP_011263971.1,NP_032937.1,2.00E-94,299,2.00E-94,297
XP_011263971.1,XP_006496770.1,2.00E-94,299,2.00E-94,297
XP_011263985.1,NP_062275.1,8.00E-75,234,3.00E-85,259
XP_011263991.2,NP_796048.2,1.00E-123,374,1.00E-122,370
XP_011263993.1,NP_660112.1,6.00E-133,399,2.00E-133,399
XP_011264002.1,NP_001344098.1,7.00E-168,483,2.00E-168,483
XP_011264002.1,NP_001344099.1,7.00E-168,483,2.00E-168,483
XP_011264002.1,NP_001344100.1,3.00E-166,479,8.00E-167,479
XP_011264002.1,NP_598469.1,7.00E-168,483,2.00E-168,483
XP_011264002.1,XP_006496594.1,3.00E-166,479,8.00E-167,479
XP_011264002.1,XP_006496595.1,3.00E-166,479,8.00E-167,479
XP_011264002.1,XP_006496598.1,3.00E-166,479,8.00E-167,479
XP_011264002.1,XP_006496601.1,7.00E-168,483,2.00E-168,483
XP_011264002.1,XP_011237010.1,3.00E-166,479,8.00E-167,479
XP_011264002.1,XP_030098600.1,3.00E-166,479,8.00E-167,479
XP_011264002.1,XP_030098602.1,3.00E-166,479,8.00E-167,479
XP_011264002.1,XP_030098613.1,7.00E-168,483,2.00E-168,483
XP_011264002.1,XP_030098616.1,7.00E-168,483,2.00E-168,483
XP_011264004.1,NP_001289134.1,8.00E-72,221,2.00E-72,221
XP_011264004.1,NP_001289135.1,4.00E-71,218,9.00E-72,218
XP_011264004.1,NP_001343234.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,NP_001343235.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,NP_001343236.1,6.00E-70,216,1.00E-70,216
XP_011264004.1,NP_476514.1,6.00E-72,221,1.00E-72,221
XP_011264004.1,NP_997105.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,XP_006505403.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,XP_006505404.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,XP_006505405.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,XP_006507258.1,6.00E-72,221,1.00E-72,221
XP_011264004.1,XP_011239433.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,XP_011239434.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,XP_011239435.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,XP_017176802.1,1.00E-69,214,2.00E-70,214
XP_011264004.1,XP_030110947.1,1.00E-69,214,2.00E-70,214
XP_011264009.1,NP_079565.2,2.00E-62,209,1.00E-62,208
XP_011264011.1,NP_001186423.2,1.00E-88,274,9.00E-92,281
XP_011264011.1,NP_031941.2,1.00E-88,274,9.00E-92,281
XP_011264012.1,NP_033492.1,0,701,0,701
XP_011264012.1,XP_006503925.1,0,701,0,701
XP_011264013.1,NP_033492.1,0,701,0,701
XP_011264013.1,XP_006503925.1,0,701,0,701
XP_011264014.1,NP_001299797.1,0,609,0,609
XP_011264014.1,NP_033396.1,0,611,0,611
XP_011264015.1,NP_001299797.1,0,613,0,613
XP_011264015.1,NP_033396.1,0,615,0,615
XP_011264016.1,NP_001299797.1,0,622,0,620
XP_011264016.1,NP_033396.1,0,623,0,619
XP_011264017.1,NP_001299797.1,0,621,0,621
XP_011264017.1,NP_033396.1,0,624,0,624
XP_011264030.1,NP_082161.2,4.00E-82,255,4.00E-87,266
XP_011264030.1,XP_006521478.1,4.00E-82,255,4.00E-87,266
XP_011264030.1,XP_011244033.1,4.00E-82,255,4.00E-87,266
XP_011264030.1,XP_011244034.1,4.00E-82,255,4.00E-87,266
XP_011264030.1,XP_011244035.1,4.00E-82,255,4.00E-87,266
XP_011264030.1,XP_017172241.1,4.00E-82,255,4.00E-87,266
