cflo,sinv,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_019884508.1,XP_011165933.1,9.00E-126,385,2.00E-114,355
XP_019884508.1,XP_025993804.1,9.00E-126,385,2.00E-114,355
XP_019884509.1,XP_011165933.1,1.00E-123,380,2.00E-112,350
XP_019884509.1,XP_025993804.1,1.00E-123,380,2.00E-112,350
XP_019884511.2,XP_011161057.1,0,620,0,617
XP_019884514.1,XP_011161898.1,2.00E-43,137,2.00E-43,137
XP_019884515.1,XP_011161898.1,2.00E-43,137,2.00E-43,137
XP_019884533.1,XP_011175942.1,0,4682,0,4682
XP_019884533.1,XP_011175945.1,0,4695,0,4695
XP_019884533.1,XP_011175946.1,0,4621,0,4683
XP_019884533.1,XP_011175947.1,0,4582,0,4582
XP_019884534.1,XP_025985885.1,0,933,0,940
XP_019884537.1,XP_011165115.2,0,2919,0,2904
XP_019884537.1,XP_025990370.1,0,2924,0,2908
XP_019884537.1,XP_025990371.1,0,2910,0,2893
XP_019884537.1,XP_025990372.1,0,2927,0,2907
XP_019884538.1,XP_011165115.2,0,2914,0,2897
XP_019884538.1,XP_025990370.1,0,2919,0,2902
XP_019884538.1,XP_025990371.1,0,2906,0,2887
XP_019884538.1,XP_025990372.1,0,2902,0,2884
XP_019884546.2,XP_025988902.1,2.00E-142,410,3.00E-142,410
XP_019884546.2,XP_025988903.1,2.00E-142,410,3.00E-142,410
XP_019884546.2,XP_025988904.1,2.00E-142,410,3.00E-142,410
XP_019884546.2,XP_025988905.1,2.00E-142,410,3.00E-142,410
XP_019884546.2,XP_025988906.1,2.00E-142,410,3.00E-142,410
XP_019884546.2,XP_025988907.1,2.00E-143,410,2.00E-143,410
XP_019884549.1,XP_011162731.1,1.00E-164,462,2.00E-156,441
XP_019884549.1,XP_011162732.1,4.00E-160,450,1.00E-151,429
XP_019884555.1,XP_025993222.1,0,1837,0,1834
XP_019884558.1,XP_011162501.1,0,867,0,879
XP_019884558.1,XP_025987461.1,0,867,0,879
XP_019884558.1,XP_025987462.1,0,867,0,879
XP_019884559.2,XP_011175801.1,4.00E-48,157,4.00E-45,150
XP_019884560.1,XP_011163763.1,0,594,0,615
XP_019884562.1,XP_025989036.1,0,1109,0,1109
XP_019884562.1,XP_025989037.1,0,1101,0,1101
XP_019884567.1,XP_025991359.1,0,2159,0,2142
XP_019884568.2,XP_011161217.1,0,1127,0,1135
XP_019884568.2,XP_011161218.1,0,1122,0,1130
XP_019884568.2,XP_025991389.1,0,1127,0,1135
XP_019884568.2,XP_025991390.1,0,1127,0,1135
XP_019884574.1,XP_011166094.1,0,3175,0,3195
XP_019884574.1,XP_011166095.2,0,3165,0,3185
XP_019884574.1,XP_025995855.1,0,3147,0,3167
XP_019884574.1,XP_025995857.1,0,3137,0,3157
XP_019884576.1,XP_011156183.1,0,1478,0,1478
XP_019884576.1,XP_011156184.1,0,1478,0,1478
XP_019884576.1,XP_011156185.1,0,1478,0,1478
XP_019884576.1,XP_011156186.1,0,1435,0,1435
XP_019884578.2,XP_025992507.1,1.00E-115,341,8.00E-116,341
XP_019884579.1,XP_011175565.1,0,1145,0,1145
XP_019884580.1,XP_011156209.1,0,939,0,954
XP_019884580.1,XP_025991710.1,0,927,0,943
XP_019884581.1,XP_011156209.1,0,939,0,954
XP_019884581.1,XP_025991710.1,0,927,0,943
XP_019884582.1,XP_011156212.1,1.00E-77,229,2.00E-77,229
XP_019884582.1,XP_011156213.1,1.00E-77,229,2.00E-77,229
XP_019884582.1,XP_025991711.1,2.00E-81,239,3.00E-81,239
XP_019884601.1,XP_011167329.1,0,882,0,882
XP_019884601.1,XP_025988663.1,0,876,0,876
XP_019884602.2,XP_011167345.1,0,572,0,572
XP_019884602.2,XP_025988643.1,0,572,0,572
XP_019884602.2,XP_025988644.1,0,550,0,550
XP_019884603.2,XP_025990251.1,0,1822,0,1856
XP_019884603.2,XP_025990253.1,0,1806,0,1840
XP_019884603.2,XP_025990254.1,0,1806,0,1838
XP_019884603.2,XP_025990260.1,0,1831,0,1864
XP_019884605.1,XP_011167346.1,0,2871,0,2912
XP_019884605.1,XP_011167348.1,0,2813,0,2859
XP_019884605.1,XP_025988638.1,0,2857,0,2898
XP_019884608.2,XP_011167373.1,0,547,0,546
XP_019884609.1,XP_011167335.1,0,618,0,618
XP_019884610.1,XP_011173376.2,8.00E-140,398,2.00E-140,400
XP_019884616.1,XP_025994355.1,0,1375,0,1387
XP_019884619.1,XP_011160800.1,0,1274,0,1274
XP_019884620.1,XP_011160836.1,0,842,0,826
XP_019884620.1,XP_011160838.1,0,833,0,818
XP_019884620.1,XP_025994239.1,0,842,0,826
XP_019884623.1,XP_011165293.1,0,588,0,597
XP_019884623.1,XP_011165302.1,0,593,0,602
XP_019884628.1,XP_011166255.1,7.00E-140,396,7.00E-143,404
XP_019884631.1,XP_011155461.1,5.00E-157,442,5.00E-157,442
XP_019884632.1,XP_025986852.1,0,3345,0,3345
XP_019884633.1,XP_025986914.1,0,2657,0,2679
XP_019884633.1,XP_025986915.1,0,2751,0,2771
XP_019884633.1,XP_025986916.1,0,2658,0,2679
XP_019884633.1,XP_025986917.1,0,2756,0,2780
XP_019884633.1,XP_025986918.1,0,2663,0,2684
XP_019884633.1,XP_025986919.1,0,2759,0,2781
XP_019884633.1,XP_025986920.1,0,2671,0,2693
XP_019884633.1,XP_025986921.1,0,2665,0,2685
XP_019884636.1,XP_025993000.1,0,687,0,687
XP_019884651.1,XP_011157948.1,0,1396,0,1417
XP_019884651.1,XP_011157949.1,0,1396,0,1417
XP_019884655.1,XP_011162064.1,0,997,0,997
XP_019884656.1,XP_011162064.1,0,997,0,997
XP_019884659.2,XP_025991031.1,1.00E-102,307,2.00E-102,307
XP_019884661.1,XP_011164454.1,0,1146,0,1129
XP_019884661.1,XP_011164455.1,0,1146,0,1129
XP_019884661.1,XP_011164456.1,0,1146,0,1129
XP_019884661.1,XP_011164457.1,0,1146,0,1129
XP_019884661.1,XP_011164458.1,0,1146,0,1129
XP_019884661.1,XP_011164460.1,0,1146,0,1129
XP_019884661.1,XP_025996460.1,0,1146,0,1129
XP_019884662.1,XP_011164454.1,0,1146,0,1129
XP_019884662.1,XP_011164455.1,0,1146,0,1129
XP_019884662.1,XP_011164456.1,0,1146,0,1129
XP_019884662.1,XP_011164457.1,0,1146,0,1129
XP_019884662.1,XP_011164458.1,0,1146,0,1129
XP_019884662.1,XP_011164460.1,0,1146,0,1129
XP_019884662.1,XP_025996460.1,0,1146,0,1129
XP_019884663.1,XP_025991304.1,0,890,0,889
XP_019884663.1,XP_025991305.1,0,890,0,889
XP_019884663.1,XP_025991306.1,0,890,0,889
XP_019884663.1,XP_025991307.1,0,890,0,889
XP_019884670.2,XP_011172277.1,0,1510,0,1505
XP_019884672.2,XP_025993269.1,0,1056,0,1053
XP_019884672.2,XP_025993270.1,0,1020,0,1016
XP_019884672.2,XP_025993271.1,0,1019,0,1017
XP_019884675.2,XP_011172305.1,0,788,0,788
XP_019884676.1,XP_011171033.1,1.00E-135,386,2.00E-135,386
XP_019884677.2,XP_025986324.1,0,1738,0,1776
XP_019884678.2,XP_025986324.1,0,1740,0,1799
XP_019884680.1,XP_011168619.1,0,1689,0,1699
XP_019884680.1,XP_011168620.1,0,1687,0,1697
XP_019884680.1,XP_011168621.1,0,1687,0,1697
XP_019884680.1,XP_011168622.1,0,1687,0,1697
XP_019884680.1,XP_011168623.1,0,1706,0,1716
XP_019884680.1,XP_011168625.1,0,1688,0,1698
XP_019884680.1,XP_025988175.1,0,1687,0,1697
XP_019884680.1,XP_025988176.1,0,1695,0,1704
XP_019884680.1,XP_025988177.1,0,1670,0,1679
XP_019884680.1,XP_025988178.1,0,1670,0,1679
XP_019884681.1,XP_011168619.1,0,1689,0,1697
XP_019884681.1,XP_011168620.1,0,1688,0,1698
XP_019884681.1,XP_011168621.1,0,1688,0,1698
XP_019884681.1,XP_011168622.1,0,1688,0,1698
XP_019884681.1,XP_011168623.1,0,1684,0,1695
XP_019884681.1,XP_011168625.1,0,1687,0,1696
XP_019884681.1,XP_025988175.1,0,1688,0,1698
XP_019884681.1,XP_025988176.1,0,1672,0,1682
XP_019884681.1,XP_025988177.1,0,1686,0,1694
XP_019884681.1,XP_025988178.1,0,1686,0,1694
XP_019884682.1,XP_011171932.1,5.00E-131,369,5.00E-131,369
XP_019884685.1,XP_025995417.1,2.00E-86,251,2.00E-86,251
XP_019884689.1,XP_011166237.1,5.00E-38,124,5.00E-38,124
XP_019884691.1,XP_011162297.1,0,1074,0,1078
XP_019884691.1,XP_011162298.1,0,1074,0,1078
XP_019884701.1,XP_011159520.1,0,1012,0,1015
XP_019884707.1,XP_025994841.1,0,715,0,715
XP_019884710.1,XP_025994135.1,0,1237,0,1243
XP_019884710.1,XP_025994136.1,0,1236,0,1245
XP_019884710.1,XP_025994137.1,0,1217,0,1225
XP_019884710.1,XP_025994138.1,0,1201,0,1209
XP_019884711.1,XP_025994135.1,0,1237,0,1243
XP_019884711.1,XP_025994136.1,0,1236,0,1244
XP_019884711.1,XP_025994137.1,0,1219,0,1226
XP_019884711.1,XP_025994138.1,0,1202,0,1209
XP_019884712.1,XP_025990108.1,0,573,0,573
XP_019884712.1,XP_025990110.1,0,572,0,572
XP_019884712.1,XP_025990111.1,0,582,0,582
XP_019884714.2,XP_025987557.1,0,15474,0,15493
XP_019884714.2,XP_025987558.1,0,15480,0,15500
XP_019884716.2,XP_025987557.1,0,15451,0,15471
XP_019884716.2,XP_025987558.1,0,15458,0,15477
XP_019884717.2,XP_025987557.1,0,15428,0,15449
XP_019884717.2,XP_025987558.1,0,15435,0,15455
XP_019884718.2,XP_025987557.1,0,15402,0,15412
XP_019884718.2,XP_025987558.1,0,15409,0,15418
XP_019884719.2,XP_025987557.1,0,15370,0,15390
XP_019884719.2,XP_025987558.1,0,15376,0,15396
XP_019884720.1,XP_011173558.1,0,991,0,1018
XP_019884726.1,XP_025991490.1,0,7281,0,7255
XP_019884726.1,XP_025991491.1,0,7286,0,7260
XP_019884726.1,XP_025991492.1,0,7289,0,7267
XP_019884727.1,XP_011158551.2,0,2691,0,2693
XP_019884727.1,XP_011158552.1,0,2690,0,2695
XP_019884727.1,XP_011158553.1,0,2690,0,2695
XP_019884727.1,XP_025986316.1,0,2685,0,2693
XP_019884728.1,XP_011175670.1,1.00E-61,191,8.00E-67,204
XP_019884729.1,XP_011158551.2,0,2691,0,2693
XP_019884729.1,XP_011158552.1,0,2690,0,2695
XP_019884729.1,XP_011158553.1,0,2690,0,2695
XP_019884729.1,XP_025986316.1,0,2685,0,2693
XP_019884730.2,XP_025989788.1,0,3880,0,3904
XP_019884735.1,XP_025994772.1,0,1378,0,1378
XP_019884735.1,XP_025994773.1,0,1369,0,1369
XP_019884735.1,XP_025994774.1,0,1323,0,1323
XP_019884735.1,XP_025994775.1,0,1323,0,1323
XP_019884735.1,XP_025994776.1,0,1323,0,1323
XP_019884736.1,XP_025986173.1,0,1724,0,1739
XP_019884740.1,XP_011156317.1,0,726,0,726
XP_019884741.1,XP_011166372.1,0,1179,0,1179
XP_019884747.1,XP_011156524.1,0,831,0,831
XP_019884748.2,XP_025986174.1,1.00E-143,412,1.00E-143,412
XP_019884749.1,XP_011160385.1,2.00E-166,465,2.00E-166,465
XP_019884752.1,XP_025986500.1,0,1367,0,1382
XP_019884752.1,XP_025986501.1,0,1367,0,1382
XP_019884752.1,XP_025986503.1,0,1367,0,1382
XP_019884757.1,XP_025989703.1,0,981,0,981
XP_019884757.1,XP_025989704.1,0,981,0,981
XP_019884757.1,XP_025989705.1,0,981,0,981
XP_019884758.1,XP_025989706.1,0,927,0,927
XP_019884761.1,XP_011158929.1,0,2267,0,2291
XP_019884761.1,XP_025986702.1,0,2267,0,2291
XP_019884761.1,XP_025986703.1,0,2267,0,2291
XP_019884761.1,XP_025986704.1,0,2267,0,2291
XP_019884761.1,XP_025986705.1,0,2267,0,2291
XP_019884762.1,XP_011158929.1,0,2267,0,2291
XP_019884762.1,XP_025986702.1,0,2267,0,2291
XP_019884762.1,XP_025986703.1,0,2267,0,2291
XP_019884762.1,XP_025986704.1,0,2267,0,2291
XP_019884762.1,XP_025986705.1,0,2267,0,2291
XP_019884763.1,XP_011158929.1,0,2157,0,2185
XP_019884763.1,XP_025986702.1,0,2157,0,2185
XP_019884763.1,XP_025986703.1,0,2157,0,2185
XP_019884763.1,XP_025986704.1,0,2157,0,2185
XP_019884763.1,XP_025986705.1,0,2157,0,2185
XP_019884764.2,XP_025986840.1,0,846,0,784
XP_019884764.2,XP_025986841.1,0,823,0,760
XP_019884768.1,XP_011161681.1,0,1713,0,1686
XP_019884768.1,XP_011161682.1,0,1700,0,1672
XP_019884768.1,XP_025991547.1,0,1713,0,1686
XP_019884768.1,XP_025991549.1,0,1676,0,1650
XP_019884769.1,XP_011161681.1,0,1709,0,1679
XP_019884769.1,XP_011161682.1,0,1687,0,1657
XP_019884769.1,XP_025991547.1,0,1709,0,1679
XP_019884769.1,XP_025991549.1,0,1717,0,1692
XP_019884770.1,XP_011161681.1,0,1694,0,1667
XP_019884770.1,XP_011161682.1,0,1696,0,1669
XP_019884770.1,XP_025991547.1,0,1694,0,1667
XP_019884770.1,XP_025991549.1,0,1658,0,1632
XP_019884771.1,XP_025991556.1,0,1337,0,1337
XP_019884771.1,XP_025991557.1,0,1344,0,1344
XP_019884771.1,XP_025991558.1,0,1399,0,1399
XP_019884772.2,XP_025991548.1,0,1213,0,1213
XP_019884772.2,XP_025991550.1,0,1194,0,1194
XP_019884773.1,XP_025991553.1,0,1452,0,1452
XP_019884774.1,XP_025991553.1,0,1452,0,1452
XP_019884775.1,XP_025991554.1,0,1422,0,1422
XP_019884775.1,XP_025991555.1,0,1422,0,1422
XP_019884776.1,XP_025991554.1,0,1422,0,1422
XP_019884776.1,XP_025991555.1,0,1422,0,1422
XP_019884777.1,XP_025991552.1,0,1344,0,1344
XP_019884777.1,XP_025991556.1,0,1336,0,1336
XP_019884777.1,XP_025991557.1,0,1395,0,1395
XP_019884777.1,XP_025991558.1,0,1343,0,1343
XP_019884778.2,XP_025991548.1,0,1213,0,1213
XP_019884778.2,XP_025991550.1,0,1194,0,1194
XP_019884779.1,XP_025991556.1,0,1335,0,1335
XP_019884779.1,XP_025991557.1,0,1343,0,1343
XP_019884779.1,XP_025991558.1,0,1399,0,1399
XP_019884780.1,XP_025991559.1,0,1264,0,1283
XP_019884781.1,XP_025991559.1,0,1264,0,1283
XP_019884782.1,XP_025991559.1,0,1264,0,1283
XP_019884783.1,XP_025991560.1,0,1019,0,1016
XP_019884785.1,XP_025991581.1,0,5891,0,5746
XP_019884786.1,XP_025991581.1,0,5875,0,5727
XP_019884787.1,XP_025991581.1,0,5891,0,5744
XP_019884788.1,XP_025991581.1,0,5896,0,5742
XP_019884789.1,XP_025991581.1,0,5898,0,5754
XP_019884790.1,XP_025991581.1,0,5796,0,5750
XP_019884792.1,XP_025991581.1,0,5889,0,5754
XP_019884793.1,XP_025991581.1,0,5960,0,5732
XP_019884794.1,XP_025991581.1,0,5673,0,5759
XP_019884796.1,XP_025991581.1,0,5811,0,5766
XP_019884798.1,XP_025991581.1,0,5673,0,5737
XP_019884800.1,XP_025991581.1,0,5786,0,5745
XP_019884801.1,XP_025991581.1,0,5727,0,5736
XP_019884802.1,XP_025991581.1,0,5726,0,5722
XP_019884803.1,XP_025991581.1,0,5880,0,5808
XP_019884806.1,XP_025991561.1,0,1106,0,1106
XP_019884806.1,XP_025991562.1,0,1112,0,1112
XP_019884807.1,XP_025991561.1,0,1106,0,1106
XP_019884807.1,XP_025991562.1,0,1112,0,1112
XP_019884808.1,XP_011161675.1,0,607,0,607
XP_019884808.1,XP_011161677.1,0,607,0,607
XP_019884808.1,XP_025991546.1,0,607,0,607
XP_019884810.1,XP_025988437.1,1.00E-177,501,2.00E-177,501
XP_019884813.1,XP_025987610.1,0,1493,0,1493
XP_019884815.1,XP_025990465.1,5.00E-33,110,7.00E-33,110
XP_019884816.1,XP_025990488.1,0,1744,0,1756
XP_019884816.1,XP_025990489.1,0,1744,0,1756
XP_019884816.1,XP_025990490.1,0,1738,0,1750
XP_019884816.1,XP_025990491.1,0,1711,0,1723
XP_019884816.1,XP_025990492.1,0,1753,0,1764
XP_019884816.1,XP_025990493.1,0,1682,0,1693
XP_019884817.1,XP_025990492.1,0,1682,0,1693
XP_019884817.1,XP_025990493.1,0,1720,0,1729
XP_019884818.1,XP_025990494.1,0,1632,0,1641
XP_019884824.1,XP_011162279.1,0,924,0,902
XP_019884825.1,XP_025994016.1,1.00E-164,471,1.00E-164,471
XP_019884830.1,XP_011160274.1,0,633,0,633
XP_019884830.1,XP_011160275.1,0,632,0,632
XP_019884832.2,XP_025991408.1,0,897,0,944
XP_019884835.2,XP_025991328.1,1.00E-178,500,0,530
XP_019884836.1,XP_025991331.1,4.00E-105,305,4.00E-91,270
XP_019884843.1,XP_011158493.1,0,1093,0,1070
XP_019884843.1,XP_011158494.1,0,1093,0,1070
XP_019884843.1,XP_011158495.1,0,1076,0,1054
XP_019884843.1,XP_025991334.1,0,1109,0,1088
XP_019884850.1,NP_001291526.1,0,868,0,892
XP_019884850.1,XP_025988373.1,0,874,0,898
XP_019884850.1,XP_025988374.1,0,874,0,898
XP_019884850.1,XP_025988375.1,0,874,0,898
XP_019884850.1,XP_025988376.1,0,868,0,892
XP_019884855.1,XP_011168529.1,0,814,0,814
XP_019884858.2,XP_011164136.2,4.00E-76,243,6.00E-72,232
XP_019884858.2,XP_025997301.1,2.00E-72,234,1.00E-76,245
XP_019884862.2,XP_011169864.1,1.00E-154,445,5.00E-149,431
XP_019884862.2,XP_011169871.1,1.00E-155,446,6.00E-150,431
XP_019884862.2,XP_011169876.1,8.00E-148,425,4.00E-142,411
XP_019884862.2,XP_011169882.1,8.00E-148,425,4.00E-142,411
XP_019884863.1,XP_011169864.1,5.00E-147,425,3.00E-141,411
XP_019884863.1,XP_011169871.1,6.00E-148,426,2.00E-142,412
XP_019884863.1,XP_011169876.1,2.00E-148,426,2.00E-142,411
XP_019884863.1,XP_011169882.1,2.00E-148,426,2.00E-142,411
XP_019884867.1,XP_025987033.1,0,1388,0,1416
XP_019884868.1,XP_025987035.1,0,1253,0,1300
XP_019884872.2,XP_011170907.1,9.00E-26,99.4,3.00E-12,62.4
XP_019884874.1,XP_025987207.1,0,3200,0,3219
XP_019884875.1,XP_011170906.1,0,1438,0,1444
XP_019884876.1,XP_011170906.1,0,1446,0,1452
XP_019884877.1,XP_011170906.1,0,1409,0,1418
XP_019884879.1,XP_011168318.2,4.00E-167,466,4.00E-167,466
XP_019884879.1,XP_011168319.1,4.00E-168,470,4.00E-168,470
XP_019884879.1,XP_025989076.1,1.00E-159,447,1.00E-159,447
XP_019884886.1,XP_025991456.1,1.00E-137,386,1.00E-137,386
XP_019884889.1,XP_025991504.1,0,580,0,590
XP_019884889.1,XP_025991505.1,0,580,0,590
XP_019884889.1,XP_025991506.1,0,580,0,590
XP_019884889.1,XP_025991507.1,0,580,0,590
XP_019884889.1,XP_025991508.1,0,580,0,590
XP_019884889.1,XP_025991509.1,0,580,0,590
XP_019884889.1,XP_025991510.1,0,580,0,590
XP_019884889.1,XP_025991511.1,0,555,0,562
XP_019884890.1,XP_011156257.1,0,571,0,571
XP_019884890.1,XP_011156258.1,0,571,0,571
XP_019884891.1,XP_025993677.1,0,961,0,935
XP_019884892.2,XP_011164528.1,0,973,0,973
XP_019884892.2,XP_011164537.1,0,973,0,973
XP_019884894.1,XP_025995990.1,4.00E-49,155,4.00E-49,155
XP_019884896.1,XP_011158639.1,0,1021,0,1037
XP_019884897.1,XP_011176093.1,0,551,0,551
XP_019884899.1,XP_011169147.1,0,877,0,877
XP_019884902.1,XP_025989870.1,0,932,0,979
XP_019884910.2,XP_011157370.1,0,1868,0,1868
XP_019884913.1,XP_011158000.1,0,791,0,791
XP_019884920.1,XP_025988349.1,0,1061,0,1004
XP_019884921.2,XP_011167748.1,0,1561,0,1590
XP_019884922.1,XP_025988313.1,0,837,0,837
XP_019884922.1,XP_025988314.1,0,837,0,837
XP_019884922.1,XP_025988315.1,0,837,0,837
XP_019884922.1,XP_025988316.1,0,837,0,837
XP_019884923.1,XP_025988313.1,0,837,0,837
XP_019884923.1,XP_025988314.1,0,837,0,837
XP_019884923.1,XP_025988315.1,0,837,0,837
XP_019884923.1,XP_025988316.1,0,837,0,837
XP_019884924.1,XP_025988313.1,0,837,0,837
XP_019884924.1,XP_025988314.1,0,837,0,837
XP_019884924.1,XP_025988315.1,0,837,0,837
XP_019884924.1,XP_025988316.1,0,837,0,837
XP_019884925.1,XP_025988313.1,0,837,0,837
XP_019884925.1,XP_025988314.1,0,837,0,837
XP_019884925.1,XP_025988315.1,0,837,0,837
XP_019884925.1,XP_025988316.1,0,837,0,837
XP_019884926.1,XP_025988313.1,0,837,0,837
XP_019884926.1,XP_025988314.1,0,837,0,837
XP_019884926.1,XP_025988315.1,0,837,0,837
XP_019884926.1,XP_025988316.1,0,837,0,837
XP_019884927.1,XP_011174835.1,2.00E-179,503,4.00E-172,485
XP_019884927.1,XP_011174840.1,2.00E-179,503,4.00E-172,485
XP_019884927.1,XP_011174845.1,2.00E-179,503,4.00E-172,485
XP_019884927.1,XP_025988305.1,2.00E-179,503,4.00E-172,485
XP_019884928.1,XP_011174865.1,4.00E-139,399,5.00E-139,399
XP_019884928.1,XP_011176075.1,6.00E-139,399,6.00E-139,399
XP_019884928.1,XP_011176076.1,6.00E-139,399,6.00E-139,399
XP_019884928.1,XP_011176077.1,6.00E-139,399,6.00E-139,399
XP_019884936.1,XP_025988293.1,0,569,0,569
XP_019884938.1,XP_011168521.1,8.00E-49,151,9.00E-49,151
XP_019884938.1,XP_011168522.1,8.00E-49,151,9.00E-49,151
XP_019884938.1,XP_011168523.1,8.00E-49,151,9.00E-49,151
XP_019884946.2,YP_004021110.1,2.00E-93,287,1.00E-97,298
XP_019884947.1,YP_004021114.1,2.00E-97,291,2.00E-94,284
XP_019884949.1,XP_011155812.1,0,1122,0,1122
XP_019884949.1,XP_011155814.1,0,1115,0,1115
XP_019884949.1,XP_011155815.1,0,1121,0,1121
XP_019884949.1,XP_025993165.1,0,1123,0,1123
XP_019884954.1,XP_011172869.1,0,990,0,990
XP_019884961.1,XP_011162664.1,0,658,0,658
XP_019884961.1,XP_011162665.1,0,658,0,658
XP_019884961.1,XP_025987521.1,0,658,0,658
XP_019884961.1,XP_025987522.1,0,658,0,658
XP_019884980.1,XP_011159686.1,0,1565,0,1565
XP_019884981.2,XP_025991653.1,0,789,0,788
XP_019884981.2,XP_025991654.1,0,789,0,788
XP_019884981.2,XP_025991655.1,0,789,0,788
XP_019884981.2,XP_025991656.1,0,789,0,788
XP_019884984.1,XP_011160299.1,0,1264,0,1241
XP_019884984.1,XP_011160301.1,0,1251,0,1211
XP_019884988.1,XP_011160359.1,2.00E-31,107,2.00E-31,107
XP_019884988.1,XP_025992706.1,2.00E-31,107,2.00E-31,107
XP_019884990.2,XP_011175483.2,0,939,0,967
XP_019884992.1,XP_011176314.1,3.00E-151,422,4.00E-151,422
XP_019884994.2,XP_011175472.1,0,790,0,768
XP_019884994.2,XP_025988084.1,0,778,0,756
XP_019885002.1,XP_011166561.1,0,1387,0,1374
XP_019885007.2,XP_025992526.1,0,6069,0,6069
XP_019885013.2,XP_025991348.1,0,1405,0,1413
XP_019885013.2,XP_025991349.1,0,1405,0,1413
XP_019885013.2,XP_025991350.1,0,1394,0,1401
XP_019885013.2,XP_025991351.1,0,1372,0,1379
XP_019885013.2,XP_025991352.1,0,1362,0,1370
XP_019885013.2,XP_025991353.1,0,1352,0,1360
XP_019885016.1,XP_025987192.1,0,2966,0,2966
XP_019885017.1,XP_011170932.1,0,542,0,545
XP_019885018.1,XP_011170932.1,0,542,0,545
XP_019885019.1,XP_011170932.1,0,525,0,528
XP_019885020.1,XP_025987143.1,0,660,0,660
XP_019885021.2,XP_011169083.1,0,1020,0,1024
XP_019885021.2,XP_011169084.1,0,1020,0,1024
XP_019885021.2,XP_011169085.1,0,1020,0,1024
XP_019885021.2,XP_011169086.1,0,1020,0,1024
XP_019885021.2,XP_011169087.1,0,1020,0,1024
XP_019885021.2,XP_025988450.1,0,1021,0,1025
XP_019885035.1,XP_011165233.1,0,1849,0,1860
XP_019885035.1,XP_025995323.1,0,1838,0,1848
XP_019885036.1,XP_011165233.1,0,1849,0,1860
XP_019885036.1,XP_025995323.1,0,1838,0,1848
XP_019885037.1,XP_011165233.1,0,1849,0,1860
XP_019885037.1,XP_025995323.1,0,1838,0,1848
XP_019885040.2,XP_011161770.1,6.00E-88,263,7.00E-88,263
XP_019885041.2,XP_011161756.1,0,1933,0,1933
XP_019885041.2,XP_011161757.1,0,1933,0,1933
XP_019885041.2,XP_011161758.1,0,1922,0,1922
XP_019885041.2,XP_025992615.1,0,1933,0,1933
XP_019885044.2,XP_025987819.1,0,1393,0,1408
XP_019885046.1,XP_025987738.1,0,1443,0,1454
XP_019885047.2,XP_025987811.1,0,926,0,906
XP_019885049.1,XP_011169329.1,0,1065,0,1065
XP_019885049.1,XP_011169345.1,0,1065,0,1065
XP_019885049.1,XP_011169349.1,0,1065,0,1065
XP_019885050.2,XP_011169392.1,3.00E-90,270,3.00E-90,270
XP_019885051.2,XP_011169392.1,3.00E-90,270,3.00E-90,270
XP_019885052.2,XP_025987739.1,0,742,0,725
XP_019885053.1,XP_011160084.1,2.00E-166,468,1.00E-166,468
XP_019885053.1,XP_011160085.1,3.00E-159,448,3.00E-159,448
XP_019885061.1,XP_011158922.1,8.00E-152,436,2.00E-151,434
XP_019885061.1,XP_025986712.1,8.00E-152,436,2.00E-151,434
XP_019885061.1,XP_025986713.1,8.00E-152,436,2.00E-151,434
XP_019885069.1,XP_025986558.1,7.00E-110,315,7.00E-110,315
XP_019885071.1,XP_011161451.1,0,1548,0,1564
XP_019885074.1,XP_011172380.1,0,1348,0,1348
XP_019885075.1,XP_011172369.1,0,929,0,929
XP_019885075.1,XP_011172370.1,0,929,0,929
XP_019885075.1,XP_025993062.1,0,934,0,934
XP_019885075.1,XP_025993064.1,0,929,0,929
XP_019885076.1,XP_011172381.2,1.00E-167,470,1.00E-167,470
XP_019885077.2,XP_011172404.1,0,623,0,625
XP_019885078.1,XP_011172405.1,0,895,0,898
XP_019885078.1,XP_011172406.1,0,895,0,898
XP_019885078.1,XP_011172407.1,0,885,0,888
XP_019885080.2,XP_011172392.1,0,738,0,725
XP_019885080.2,XP_011172393.1,0,742,0,730
XP_019885081.1,XP_025986447.1,0,2961,0,2961
XP_019885081.1,XP_025986448.1,0,2915,0,2915
XP_019885082.1,XP_011172396.1,1.00E-48,152,1.00E-48,152
XP_019885084.1,XP_025996997.1,0,590,0,610
XP_019885087.2,XP_011170930.1,1.00E-84,253,2.00E-84,252
XP_019885090.1,XP_011171042.1,7.00E-129,369,7.00E-129,369
XP_019885091.1,XP_011170895.1,0,576,0,579
XP_019885094.2,XP_025993683.1,0,642,0,606
XP_019885097.1,XP_025993687.1,0,2970,0,2941
XP_019885097.1,XP_025993688.1,0,2976,0,2945
XP_019885097.1,XP_025993689.1,0,2949,0,2919
XP_019885097.1,XP_025993690.1,0,2925,0,2892
XP_019885097.1,XP_025993691.1,0,2930,0,2897
XP_019885097.1,XP_025993692.1,0,2883,0,2848
XP_019885097.1,XP_025993693.1,0,2837,0,2801
XP_019885097.1,XP_025993694.1,0,2843,0,2830
XP_019885097.1,XP_025993695.1,0,2846,0,2834
XP_019885097.1,XP_025993697.1,0,2846,0,2830
XP_019885098.1,XP_025993687.1,0,2963,0,2932
XP_019885098.1,XP_025993688.1,0,2949,0,2919
