mono,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_012536041.2,XP_011256680.1,0,698,0,698
XP_012536041.2,XP_011256702.2,0,679,0,679
XP_012536041.2,XP_019883163.2,0,698,0,698
XP_012536044.1,XP_011256681.1,0,655,0,655
XP_012536047.1,XP_011254123.2,0,697,0,665
XP_012536047.1,XP_011256679.1,0,705,0,669
XP_012536052.1,XP_011250950.1,1.00E-48,153,1.00E-48,153
XP_012536052.1,XP_011250951.1,1.00E-48,152,1.00E-48,152
XP_012536053.1,XP_011256680.1,0,698,0,698
XP_012536053.1,XP_011256702.2,0,694,0,694
XP_012536053.1,XP_019883163.2,0,703,0,703
XP_012536059.1,XP_019885702.2,0,1727,0,1727
XP_012536059.1,XP_019885703.2,0,1727,0,1727
XP_012536059.1,XP_019885704.2,0,1727,0,1727
XP_012536059.1,XP_019885705.2,0,1727,0,1727
XP_012536059.1,XP_025267162.1,0,1720,0,1720
XP_012536060.1,XP_019885702.2,0,1727,0,1727
XP_012536060.1,XP_019885703.2,0,1727,0,1727
XP_012536060.1,XP_019885704.2,0,1727,0,1727
XP_012536060.1,XP_019885705.2,0,1727,0,1727
XP_012536060.1,XP_025267162.1,0,1720,0,1720
XP_012536061.1,XP_019885702.2,0,1727,0,1727
XP_012536061.1,XP_019885703.2,0,1727,0,1727
XP_012536061.1,XP_019885704.2,0,1727,0,1727
XP_012536061.1,XP_019885705.2,0,1727,0,1727
XP_012536061.1,XP_025267162.1,0,1720,0,1720
XP_012536062.1,XP_019885702.2,0,1719,0,1719
XP_012536062.1,XP_019885703.2,0,1719,0,1719
XP_012536062.1,XP_019885704.2,0,1719,0,1719
XP_012536062.1,XP_019885705.2,0,1719,0,1719
XP_012536062.1,XP_025267162.1,0,1728,0,1728
XP_012536064.1,XP_011251565.1,2.00E-156,441,2.00E-156,441
XP_012536065.1,XP_011250495.1,0,710,0,710
XP_012536066.1,XP_011250503.1,2.00E-159,445,2.00E-159,445
XP_012536067.1,XP_011250498.1,1.00E-140,394,1.00E-140,394
XP_012536067.1,XP_011250499.1,1.00E-140,394,1.00E-140,394
XP_012536069.1,XP_025270929.1,0,2345,0,2308
XP_012536069.1,XP_025270956.1,0,2250,0,2211
XP_012536069.1,XP_025270957.1,0,2250,0,2211
XP_012536069.1,XP_025270958.1,0,2250,0,2211
XP_012536069.1,XP_025270959.1,0,2250,0,2211
XP_012536069.1,XP_025270960.1,0,2250,0,2211
XP_012536069.1,XP_025270961.1,0,2250,0,2211
XP_012536071.1,XP_025270962.1,0,1924,0,1881
XP_012536074.1,XP_011250493.1,0,587,0,587
XP_012536074.1,XP_011250494.1,0,581,0,581
XP_012536075.1,XP_011250493.1,0,587,0,587
XP_012536075.1,XP_011250494.1,0,581,0,581
XP_012536076.1,XP_011250493.1,0,587,0,587
XP_012536076.1,XP_011250494.1,0,581,0,581
XP_012536078.1,XP_025267239.1,0,1209,0,1209
XP_012536078.1,XP_025267240.1,0,1205,0,1205
XP_012536079.1,XP_025267239.1,0,1205,0,1205
XP_012536079.1,XP_025267240.1,0,1210,0,1210
XP_012536080.1,XP_011259102.1,3.00E-152,430,8.00E-154,434
XP_012536082.1,XP_011267120.1,0,1369,0,1399
XP_012536083.1,XP_011255080.1,0,929,0,929
XP_012536084.1,XP_025267275.1,6.00E-84,249,5.00E-84,249
XP_012536089.1,XP_025267292.1,0,1578,0,1578
XP_012536105.1,XP_011257184.1,6.00E-148,426,6.00E-147,423
XP_012536107.1,XP_011261930.1,7.00E-95,277,5.00E-101,293
XP_012536109.1,XP_019885141.2,0,1256,0,1256
XP_012536109.1,XP_025265668.1,0,1257,0,1257
XP_012536109.1,XP_025265669.1,0,1256,0,1256
XP_012536110.1,XP_019885141.2,0,1256,0,1256
XP_012536110.1,XP_025265668.1,0,1257,0,1257
XP_012536110.1,XP_025265669.1,0,1256,0,1256
XP_012536111.1,XP_019885141.2,0,1256,0,1256
XP_012536111.1,XP_025265668.1,0,1257,0,1257
XP_012536111.1,XP_025265669.1,0,1256,0,1256
XP_012536112.1,XP_025265675.1,0,585,0,581
XP_012536113.1,XP_011269449.1,9.00E-108,308,8.00E-108,308
XP_012536118.2,XP_011255051.2,8.00E-66,209,2.00E-72,226
XP_012536118.2,XP_011255053.2,4.00E-66,209,1.00E-72,226
XP_012536118.2,XP_011255055.2,7.00E-68,213,3.00E-73,227
XP_012536120.1,XP_011255050.2,2.00E-115,340,2.00E-115,340
XP_012536120.1,XP_019882898.1,2.00E-115,338,2.00E-115,338
XP_012536121.2,XP_011255042.2,2.00E-163,463,2.00E-163,463
XP_012536122.1,XP_011254153.1,0,1154,0,1154
XP_012536123.1,XP_025264090.1,0,816,0,809
XP_012536123.1,XP_025264091.1,0,813,0,806
XP_012536123.1,XP_025264093.1,0,824,0,817
XP_012536123.1,XP_025264094.1,0,818,0,810
XP_012536124.1,XP_011255048.1,1.00E-91,290,3.00E-107,331
XP_012536126.1,XP_011255047.1,4.00E-91,275,2.00E-100,299
XP_012536127.1,XP_011255043.1,1.00E-113,325,8.00E-122,346
XP_012536127.1,XP_011255044.1,1.00E-113,325,8.00E-122,346
XP_012536128.1,XP_011255046.1,0,1002,0,996
XP_012536129.1,XP_011260215.1,0,1653,0,1694
XP_012536129.1,XP_011260225.1,0,1653,0,1694
XP_012536130.1,XP_011260215.1,0,1653,0,1694
XP_012536130.1,XP_011260225.1,0,1653,0,1694
XP_012536131.1,XP_011260215.1,0,1653,0,1694
XP_012536131.1,XP_011260225.1,0,1653,0,1694
XP_012536136.1,XP_011261163.1,0,1400,0,1395
XP_012536138.1,XP_025267986.1,0,773,0,774
XP_012536139.1,XP_011261165.1,0,586,0,586
XP_012536139.1,XP_011261166.1,0,585,0,585
XP_012536141.1,XP_011261165.1,0,599,0,599
XP_012536141.1,XP_011261166.1,0,598,0,598
XP_012536143.1,XP_011261176.2,0,1541,0,1553
XP_012536143.1,XP_011261177.2,0,1545,0,1556
XP_012536143.1,XP_011261178.2,0,1483,0,1494
XP_012536144.1,XP_011261176.2,0,1541,0,1553
XP_012536144.1,XP_011261177.2,0,1545,0,1556
XP_012536144.1,XP_011261178.2,0,1483,0,1494
XP_012536145.1,XP_011261176.2,0,1541,0,1553
XP_012536145.1,XP_011261177.2,0,1545,0,1556
XP_012536145.1,XP_011261178.2,0,1483,0,1494
XP_012536146.1,XP_011261176.2,0,1541,0,1553
XP_012536146.1,XP_011261177.2,0,1545,0,1556
XP_012536146.1,XP_011261178.2,0,1483,0,1494
XP_012536148.1,XP_011261176.2,0,1484,0,1495
XP_012536148.1,XP_011261177.2,0,1488,0,1498
XP_012536148.1,XP_011261178.2,0,1491,0,1501
XP_012536149.1,XP_011261182.1,0,871,0,859
XP_012536150.1,XP_011261182.1,0,871,0,859
XP_012536151.1,XP_011261182.1,0,871,0,859
XP_012536152.1,XP_019882942.1,0,1590,0,1589
XP_012536152.1,XP_025270005.1,0,1590,0,1589
XP_012536152.1,XP_025270006.1,0,1590,0,1589
XP_012536152.1,XP_025270007.1,0,1590,0,1589
XP_012536154.1,XP_011261173.1,2.00E-57,176,2.00E-57,176
XP_012536158.1,XP_011257625.1,0,868,0,868
XP_012536159.1,XP_011257625.1,0,836,0,836
XP_012536160.1,XP_011257626.1,0,823,0,823
XP_012536161.1,XP_011257627.1,0,760,0,760
XP_012536162.1,XP_011257627.1,0,727,0,727
XP_012536162.1,XP_011257628.1,0,706,0,706
XP_012536163.1,XP_011257628.1,0,714,0,714
XP_012536164.1,XP_011257624.1,2.00E-115,338,2.00E-106,315
XP_012536165.1,XP_011250490.1,1.00E-109,321,3.00E-99,295
XP_012536166.1,XP_025270013.1,0,729,0,715
XP_012536167.1,XP_011269654.1,0,9614,0,9604
XP_012536167.1,XP_025267113.1,0,9636,0,9626
XP_012536167.1,XP_025267114.1,0,9641,0,9634
XP_012536167.1,XP_025267115.1,0,9645,0,9632
XP_012536167.1,XP_025267116.1,0,9624,0,9613
XP_012536167.1,XP_025267117.1,0,9651,0,9640
XP_012536167.1,XP_025267118.1,0,9615,0,9604
XP_012536167.1,XP_025267120.1,0,9638,0,9627
XP_012536167.1,XP_025267121.1,0,9600,0,9589
XP_012536167.1,XP_025267122.1,0,9621,0,9610
XP_012536176.1,XP_025262042.1,0,1379,0,1379
XP_012536177.1,XP_025262042.1,0,1344,0,1344
XP_012536180.1,XP_011250994.1,0,1110,0,1092
XP_012536183.1,XP_011250994.1,0,1113,0,1095
XP_012536184.1,XP_011250999.1,0,531,6.00E-178,513
XP_012536185.1,XP_011250998.2,3.00E-114,331,3.00E-123,353
XP_012536186.1,XP_011251000.1,2.00E-119,340,2.00E-119,340
XP_012536187.1,XP_011251000.1,2.00E-119,340,2.00E-119,340
XP_012536188.1,XP_011255357.1,0,751,0,751
XP_012536193.1,XP_011251566.1,1.00E-51,162,6.00E-52,162
XP_012536195.1,XP_011251686.1,0,555,0,564
XP_012536195.1,XP_011251687.1,0,536,0,545
XP_012536196.1,XP_011251686.1,0,536,0,545
XP_012536196.1,XP_011251687.1,0,543,0,551
XP_012536197.1,XP_011256073.3,0,780,0,780
XP_012536198.1,XP_011256073.3,0,780,0,780
XP_012536199.1,XP_011256073.3,0,780,0,780
XP_012536203.1,XP_011262113.1,1.00E-149,419,1.00E-149,419
XP_012536204.1,XP_011262114.1,5.00E-136,384,4.00E-136,384
XP_012536205.1,XP_011262109.1,0,1556,0,1556
XP_012536205.1,XP_019884187.1,0,1563,0,1563
XP_012536205.1,XP_019884188.1,0,1552,0,1552
XP_012536205.1,XP_025262422.1,0,1538,0,1538
XP_012536205.1,XP_025262424.1,0,1547,0,1547
XP_012536206.1,XP_011262109.1,0,1547,0,1547
XP_012536206.1,XP_019884187.1,0,1552,0,1552
XP_012536206.1,XP_019884188.1,0,1561,0,1561
XP_012536206.1,XP_025262422.1,0,1528,0,1528
XP_012536206.1,XP_025262424.1,0,1556,0,1556
XP_012536207.1,XP_011262109.1,0,1560,0,1560
XP_012536207.1,XP_019884187.1,0,1556,0,1556
XP_012536207.1,XP_019884188.1,0,1547,0,1547
XP_012536207.1,XP_025262422.1,0,1531,0,1531
XP_012536207.1,XP_025262424.1,0,1551,0,1551
XP_012536208.1,XP_011262109.1,0,1538,0,1538
XP_012536208.1,XP_019884187.1,0,1543,0,1543
XP_012536208.1,XP_019884188.1,0,1534,0,1534
XP_012536208.1,XP_025262422.1,0,1518,0,1518
XP_012536209.1,XP_025262423.1,0,1397,0,1397
XP_012536210.1,XP_011262109.1,0,1551,0,1551
XP_012536210.1,XP_019884187.1,0,1547,0,1547
XP_012536210.1,XP_019884188.1,0,1555,0,1555
XP_012536210.1,XP_025262422.1,0,1521,0,1521
XP_012536210.1,XP_025262424.1,0,1560,0,1560
XP_012536214.1,XP_011266717.1,0,1772,0,1750
XP_012536215.1,XP_025268563.1,0,709,0,687
XP_012536216.2,XP_011257308.1,0,635,0,635
XP_012536217.1,XP_011254712.1,0,786,0,806
XP_012536218.1,XP_011254712.1,0,787,0,807
XP_012536219.1,XP_011254712.1,0,787,0,806
XP_012536221.1,XP_011254716.1,0,1016,0,1060
XP_012536222.1,XP_011254716.1,0,1016,0,1060
XP_012536224.1,XP_011254718.1,0,636,0,652
XP_012536224.1,XP_011254719.1,0,636,0,652
XP_012536225.1,XP_011254717.1,4.00E-153,429,3.00E-153,429
XP_012536226.1,XP_011254711.1,7.00E-110,317,6.00E-110,317
XP_012536227.1,XP_011254710.1,3.00E-128,362,2.00E-128,362
XP_012536228.1,XP_011260690.1,0,5077,0,5108
XP_012536230.2,XP_025265632.1,4.00E-167,484,7.00E-174,501
XP_012536231.1,XP_011260694.1,0,1034,0,1033
XP_012536232.1,XP_011260696.1,0,1533,0,1555
XP_012536232.1,XP_011260697.1,0,1533,0,1555
XP_012536232.1,XP_011260699.1,0,1534,0,1555
XP_012536232.1,XP_025265667.1,0,1533,0,1555
XP_012536233.1,XP_011260695.1,1.00E-150,426,9.00E-151,426
XP_012536234.1,XP_011260401.1,0,1439,0,1458
XP_012536236.1,XP_011260400.1,3.00E-124,359,4.00E-120,349
XP_012536237.1,XP_011257191.2,1.00E-78,230,1.00E-78,230
XP_012536238.1,XP_011257190.1,0,641,0,641
XP_012536239.1,XP_011266716.1,2.00E-173,482,1.00E-173,482
XP_012536240.1,XP_011257190.1,0,641,0,641
XP_012536242.2,XP_011257193.1,0,1152,0,1134
XP_012536242.2,XP_011257194.1,0,1140,0,1122
XP_012536242.2,XP_011257195.1,0,1130,0,1112
XP_012536242.2,XP_011257197.1,0,1130,0,1112
XP_012536242.2,XP_025268544.1,0,1130,0,1112
XP_012536243.2,XP_011257193.1,0,1140,0,1122
XP_012536243.2,XP_011257194.1,0,1145,0,1127
XP_012536243.2,XP_011257195.1,0,1130,0,1113
XP_012536243.2,XP_011257197.1,0,1130,0,1113
XP_012536243.2,XP_025268544.1,0,1130,0,1113
XP_012536244.2,XP_011257193.1,0,1131,0,1112
XP_012536244.2,XP_011257194.1,0,1132,0,1113
XP_012536244.2,XP_011257195.1,0,1131,0,1114
XP_012536244.2,XP_011257197.1,0,1131,0,1114
XP_012536244.2,XP_025268544.1,0,1131,0,1114
XP_012536246.1,XP_011256589.1,0,697,0,697
XP_012536248.2,XP_011256591.1,5.00E-92,271,5.00E-92,271
XP_012536252.1,XP_011266714.1,4.00E-178,503,3.00E-172,488
XP_012536252.1,XP_025265820.1,3.00E-177,501,3.00E-171,486
XP_012536254.1,XP_011256479.1,3.00E-134,379,3.00E-134,379
XP_012536257.1,XP_011256482.1,0,1736,0,1721
XP_012536262.1,XP_011268748.1,0,560,0,560
XP_012536262.1,XP_011268749.1,0,560,0,560
XP_012536263.1,XP_025264763.1,0,1609,0,1595
XP_012536264.2,XP_011268751.1,8.00E-86,253,6.00E-86,253
XP_012536266.2,XP_011251075.1,0,888,0,888
XP_012536266.2,XP_011251082.1,0,888,0,888
XP_012536270.1,XP_011251566.1,2.00E-49,156,8.00E-50,156
XP_012536272.1,XP_011251094.1,0,574,0,573
XP_012536273.1,XP_011251103.1,0,555,0,553
XP_012536274.1,XP_011251108.1,0,545,0,543
XP_012536283.1,XP_011264883.1,0,991,0,991
XP_012536283.1,XP_011264884.1,0,991,0,991
XP_012536283.1,XP_011264885.1,0,991,0,991
XP_012536284.1,XP_011265982.1,2.00E-61,187,1.00E-61,187
XP_012536286.1,XP_011264878.1,0,688,0,697
XP_012536286.1,XP_011264879.1,0,688,0,697
XP_012536286.1,XP_011264880.1,0,688,0,697
XP_012536286.1,XP_011264881.1,0,674,0,682
XP_012536287.1,XP_011264878.1,0,688,0,697
XP_012536287.1,XP_011264879.1,0,688,0,697
XP_012536287.1,XP_011264880.1,0,688,0,697
XP_012536287.1,XP_011264881.1,0,674,0,682
XP_012536289.1,XP_011264878.1,0,674,0,682
XP_012536289.1,XP_011264879.1,0,674,0,682
XP_012536289.1,XP_011264880.1,0,674,0,682
XP_012536289.1,XP_011264881.1,0,679,0,688
XP_012536290.1,XP_011264878.1,0,657,0,663
XP_012536290.1,XP_011264879.1,0,657,0,663
XP_012536290.1,XP_011264880.1,0,657,0,663
XP_012536291.1,XP_011265625.1,0,673,0,673
XP_012536291.1,XP_011265626.1,0,673,0,673
XP_012536292.1,XP_011265625.1,0,672,0,672
XP_012536292.1,XP_011265626.1,0,672,0,672
XP_012536293.1,XP_011265625.1,0,670,0,670
XP_012536293.1,XP_011265626.1,0,670,0,670
XP_012536294.1,XP_011265625.1,0,670,0,670
XP_012536294.1,XP_011265626.1,0,670,0,670
XP_012536295.1,XP_011264607.1,0,631,0,631
XP_012536296.1,XP_011265627.1,0,578,0,578
XP_012536296.1,XP_011265628.1,0,578,0,578
XP_012536296.1,XP_011265629.1,0,569,0,569
XP_012536297.1,XP_011265631.2,0,1533,0,1505
XP_012536298.1,XP_011265631.2,0,1533,0,1505
XP_012536299.1,XP_011265631.2,0,1533,0,1505
XP_012536300.1,XP_011265631.2,0,1533,0,1505
XP_012536303.1,XP_011265630.2,0,630,0,629
XP_012536304.1,XP_011266040.1,2.00E-136,391,3.00E-136,390
XP_012536305.1,XP_011258100.2,0,1147,0,1112
XP_012536306.1,XP_011258100.2,0,1133,0,1102
XP_012536307.1,XP_011261574.1,0,1771,0,1757
XP_012536308.1,XP_011265620.1,9.00E-126,360,8.00E-126,360
XP_012536309.1,XP_011269247.1,0,1365,0,1364
XP_012536310.1,XP_011261577.1,0,929,0,943
XP_012536314.1,XP_011269245.1,4.00E-150,420,3.00E-150,420
XP_012536315.1,XP_011258099.1,1.00E-44,145,9.00E-45,145
XP_012536316.1,XP_011269246.1,1.00E-56,174,1.00E-56,174
XP_012536317.1,XP_011269246.1,1.00E-56,174,1.00E-56,174
XP_012536318.1,XP_011259985.2,0,804,0,841
XP_012536319.2,XP_011259986.1,0,1315,0,1315
XP_012536321.1,XP_011266041.1,0,531,0,531
XP_012536322.1,XP_011266043.1,0,518,0,518
XP_012536323.1,XP_019884938.1,9.00E-49,151,8.00E-49,151
XP_012536324.1,XP_011258098.1,4.00E-168,470,4.00E-168,470
XP_012536326.1,XP_025267645.1,0,3939,0,3939
XP_012536326.1,XP_025267646.1,0,3939,0,3939
XP_012536326.1,XP_025267647.1,0,3939,0,3939
XP_012536330.1,XP_025267634.1,0,1013,0,1014
XP_012536330.1,XP_025267635.1,0,1008,0,1007
XP_012536331.1,XP_011262751.1,0,872,0,872
XP_012536331.1,XP_025267658.1,0,850,0,850
XP_012536332.1,XP_011262751.1,0,872,0,872
XP_012536332.1,XP_025267658.1,0,850,0,850
XP_012536333.1,XP_011262751.1,0,872,0,872
XP_012536333.1,XP_025267658.1,0,850,0,850
XP_012536334.1,XP_011262751.1,0,872,0,872
XP_012536334.1,XP_025267658.1,0,850,0,850
XP_012536335.1,XP_011262762.1,8.00E-89,261,7.00E-89,261
XP_012536336.1,XP_025265157.1,0,924,0,942
XP_012536336.1,XP_025265158.1,0,919,0,919
XP_012536336.1,XP_025265159.1,0,919,0,919
XP_012536336.1,XP_025265160.1,0,918,0,918
XP_012536336.1,XP_025265161.1,0,918,0,918
XP_012536337.1,XP_025265115.1,0,879,0,890
XP_012536340.1,XP_011265711.1,0,826,0,837
XP_012536340.1,XP_025265116.1,0,826,0,837
XP_012536341.1,XP_011269785.1,0,666,0,666
XP_012536341.1,XP_011269786.1,0,666,0,666
XP_012536342.1,XP_011269785.1,0,666,0,666
XP_012536342.1,XP_011269786.1,0,666,0,666
XP_012536343.1,XP_011269785.1,0,666,0,666
XP_012536343.1,XP_011269786.1,0,666,0,666
XP_012536345.1,XP_011269784.1,0,653,0,653
XP_012536350.1,XP_025268778.1,0,4100,0,4100
XP_012536353.1,XP_025268778.1,0,4112,0,4112
XP_012536356.1,XP_011257559.1,2.00E-94,275,2.00E-94,275
XP_012536359.2,XP_011269235.2,0,517,0,535
XP_012536360.1,XP_011269866.1,0,979,0,979
XP_012536360.1,XP_025267169.1,0,979,0,979
XP_012536360.1,XP_025267170.1,0,979,0,979
XP_012536360.1,XP_025267171.1,0,933,0,933
XP_012536361.1,XP_011269866.1,0,979,0,979
XP_012536361.1,XP_025267169.1,0,979,0,979
XP_012536361.1,XP_025267170.1,0,979,0,979
XP_012536361.1,XP_025267171.1,0,933,0,933
XP_012536362.1,XP_011269866.1,0,957,0,957
XP_012536362.1,XP_025267169.1,0,957,0,957
XP_012536362.1,XP_025267170.1,0,957,0,957
XP_012536362.1,XP_025267171.1,0,964,0,964
XP_012536363.1,XP_025267172.1,0,878,0,877
XP_012536364.1,XP_011269870.1,0,1163,0,1158
XP_012536364.1,XP_011269872.1,0,1124,0,1119
XP_012536365.1,XP_011269875.1,0,1305,0,1329
XP_012536365.1,XP_011269876.1,0,1305,0,1329
XP_012536365.1,XP_011269877.1,0,1305,0,1329
XP_012536365.1,XP_011269878.1,0,1305,0,1329
XP_012536368.1,XP_011251930.1,0,790,0,792
XP_012536368.1,XP_019882240.1,0,790,0,792
XP_012536368.1,XP_025264047.1,0,790,0,792
XP_012536369.1,XP_011251930.1,0,790,0,792
XP_012536369.1,XP_019882240.1,0,790,0,792
XP_012536369.1,XP_025264047.1,0,790,0,792
XP_012536370.1,XP_011251930.1,0,790,0,792
XP_012536370.1,XP_019882240.1,0,790,0,792
XP_012536370.1,XP_025264047.1,0,790,0,792
XP_012536372.1,XP_025267299.1,0,670,0,670
XP_012536373.1,XP_019883701.2,0,2037,0,2192
XP_012536375.1,XP_011266636.1,0,1887,0,1890
XP_012536375.1,XP_019885035.1,0,1940,0,1943
XP_012536375.1,XP_019885036.1,0,1940,0,1943
XP_012536375.1,XP_019885037.1,0,1940,0,1943
XP_012536375.1,XP_025271261.1,0,1922,0,1924
XP_012536376.1,XP_011266636.1,0,1900,0,1900
XP_012536376.1,XP_019885035.1,0,1888,0,1890
XP_012536376.1,XP_019885036.1,0,1888,0,1890
XP_012536376.1,XP_019885037.1,0,1888,0,1890
XP_012536376.1,XP_025271261.1,0,1890,0,1890
XP_012536377.1,XP_011261963.1,0,695,0,695
XP_012536378.1,XP_011261961.1,0,572,0,572
XP_012536379.1,XP_011255137.1,0,649,0,657
XP_012536383.1,XP_011257315.1,4.00E-97,281,4.00E-97,281
XP_012536383.1,XP_019883302.1,4.00E-97,281,4.00E-97,281
XP_012536385.1,XP_011254507.1,6.00E-177,495,1.00E-174,489
XP_012536388.1,XP_011266294.1,0,587,0,609
XP_012536390.1,XP_011256992.1,0,2469,0,2491
XP_012536390.1,XP_011256993.1,0,2454,0,2475
XP_012536393.1,XP_011256992.1,0,2454,0,2475
XP_012536393.1,XP_011256993.1,0,2460,0,2480
XP_012536394.1,XP_011256992.1,0,2440,0,2464
XP_012536394.1,XP_011256993.1,0,2425,0,2448
XP_012536396.1,XP_011256992.1,0,2360,0,2380
XP_012536396.1,XP_011256993.1,0,2345,0,2365
XP_012536397.1,XP_011256992.1,0,2367,0,2367
XP_012536398.1,XP_019883211.2,0,857,0,834
XP_012536399.2,XP_019883415.1,0,840,0,861
XP_012536399.2,XP_025266905.1,0,846,0,867
XP_012536400.1,XP_011257002.1,8.00E-78,251,8.00E-76,246
XP_012536401.1,XP_011257002.1,8.00E-78,251,8.00E-76,246
XP_012536405.2,XP_025262057.1,3.00E-68,212,2.00E-68,212
XP_012536406.1,XP_011257900.1,2.00E-113,323,2.00E-113,323
XP_012536408.1,XP_011256996.1,0,1285,0,1285
XP_012536409.1,XP_011256996.1,0,1285,0,1285
XP_012536410.1,XP_011257000.1,2.00E-169,471,2.00E-169,471
XP_012536411.1,XP_011256997.1,8.00E-149,419,8.00E-149,419
XP_012536411.1,XP_011256998.1,3.00E-154,432,2.00E-154,432
XP_012536412.1,XP_011266292.1,0,1651,0,1683
XP_012536413.1,XP_011266289.2,0,833,0,822
XP_012536413.1,XP_011266290.2,0,833,0,822
XP_012536413.1,XP_011266291.2,0,833,0,822
XP_012536413.1,XP_025265244.1,0,833,0,822
XP_012536414.1,XP_011266289.2,0,833,0,822
XP_012536414.1,XP_011266290.2,0,833,0,822
XP_012536414.1,XP_011266291.2,0,833,0,822
XP_012536414.1,XP_025265244.1,0,833,0,822
XP_012536415.1,XP_011266289.2,0,833,0,822
XP_012536415.1,XP_011266290.2,0,833,0,822
XP_012536415.1,XP_011266291.2,0,833,0,822
XP_012536415.1,XP_025265244.1,0,833,0,822
XP_012536421.1,XP_011257144.1,1.00E-75,228,9.00E-76,228
XP_012536422.1,XP_011257140.2,0,3109,0,3179
XP_012536422.1,XP_011257141.2,0,3109,0,3179
XP_012536422.1,XP_011257142.2,0,3101,0,3167
XP_012536422.1,XP_011257143.2,0,3054,0,3132
XP_012536425.1,XP_011257136.1,0,517,0,517
XP_012536427.1,XP_011257137.1,3.00E-179,499,2.00E-179,499
XP_012536428.1,XP_011257145.2,0,2294,0,2290
XP_012536428.1,XP_011257149.2,0,2238,0,2256
XP_012536428.1,XP_025267225.1,0,2276,0,2285
XP_012536428.1,XP_025267226.1,0,2276,0,2285
XP_012536428.1,XP_025267227.1,0,2261,0,2269
XP_012536428.1,XP_025267228.1,0,2251,0,2259
XP_012536428.1,XP_025267230.1,0,2199,0,2215
XP_012536429.1,XP_011257145.2,0,2294,0,2290
XP_012536429.1,XP_011257149.2,0,2238,0,2256
XP_012536429.1,XP_025267225.1,0,2276,0,2285
XP_012536429.1,XP_025267226.1,0,2276,0,2285
XP_012536429.1,XP_025267227.1,0,2261,0,2269
XP_012536429.1,XP_025267228.1,0,2251,0,2259
XP_012536429.1,XP_025267230.1,0,2199,0,2215
XP_012536430.1,XP_011257145.2,0,2294,0,2290
XP_012536430.1,XP_011257149.2,0,2238,0,2256
XP_012536430.1,XP_025267225.1,0,2276,0,2285
XP_012536430.1,XP_025267226.1,0,2276,0,2285
XP_012536430.1,XP_025267227.1,0,2261,0,2269
XP_012536430.1,XP_025267228.1,0,2251,0,2259
XP_012536430.1,XP_025267230.1,0,2199,0,2215
XP_012536431.1,XP_011257145.2,0,2285,0,2280
XP_012536431.1,XP_011257149.2,0,2229,0,2246
XP_012536431.1,XP_025267225.1,0,2266,0,2275
XP_012536431.1,XP_025267226.1,0,2266,0,2275
XP_012536431.1,XP_025267227.1,0,2251,0,2259
XP_012536431.1,XP_025267228.1,0,2243,0,2249
XP_012536431.1,XP_025267230.1,0,2188,0,2205
XP_012536432.1,XP_011257145.2,0,2278,0,2274
XP_012536432.1,XP_011257149.2,0,2223,0,2239
XP_012536432.1,XP_025267225.1,0,2259,0,2269
XP_012536432.1,XP_025267226.1,0,2259,0,2269
XP_012536432.1,XP_025267227.1,0,2266,0,2273
XP_012536432.1,XP_025267228.1,0,2235,0,2243
XP_012536432.1,XP_025267230.1,0,2202,0,2220
XP_012536433.1,XP_011257145.2,0,2268,0,2264
XP_012536433.1,XP_011257149.2,0,2212,0,2230
XP_012536433.1,XP_025267225.1,0,2251,0,2259
XP_012536433.1,XP_025267226.1,0,2251,0,2259
XP_012536433.1,XP_025267227.1,0,2234,0,2243
XP_012536433.1,XP_025267228.1,0,2258,0,2266
XP_012536433.1,XP_025267230.1,0,2204,0,2222
XP_012536434.1,XP_011257145.2,0,2263,0,2252
XP_012536434.1,XP_011257149.2,0,2246,0,2252
XP_012536434.1,XP_025267225.1,0,2246,0,2246
XP_012536434.1,XP_025267226.1,0,2246,0,2246
XP_012536434.1,XP_025267227.1,0,2231,0,2228
XP_012536434.1,XP_025267228.1,0,2222,0,2222
XP_012536434.1,XP_025267230.1,0,2203,0,2212
XP_012536435.1,XP_011257145.2,0,2196,0,2192
XP_012536435.1,XP_011257149.2,0,2140,0,2157
XP_012536435.1,XP_025267225.1,0,2177,0,2187
XP_012536435.1,XP_025267226.1,0,2177,0,2187
XP_012536435.1,XP_025267227.1,0,2163,0,2171
XP_012536435.1,XP_025267228.1,0,2152,0,2160
XP_012536435.1,XP_025267230.1,0,2100,0,2118
XP_012536436.1,XP_019883276.1,0,2102,0,2107
XP_012536436.1,XP_025267229.1,0,2179,0,2190
XP_012536438.1,XP_011257145.2,0,2224,0,2212
XP_012536438.1,XP_011257149.2,0,2203,0,2212
XP_012536438.1,XP_025267225.1,0,2206,0,2206
XP_012536438.1,XP_025267226.1,0,2206,0,2206
XP_012536438.1,XP_025267227.1,0,2212,0,2211
XP_012536438.1,XP_025267228.1,0,2212,0,2214
XP_012536438.1,XP_025267230.1,0,2216,0,2223
XP_012536440.1,XP_011254444.1,0,619,0,620
XP_012536441.1,XP_025265944.1,0,914,0,914
XP_012536442.1,XP_011263878.1,0,993,0,998
XP_012536443.1,XP_011263876.1,0,857,0,869
XP_012536443.1,XP_011263877.1,0,873,0,884
XP_012536446.1,XP_011263884.1,5.00E-73,218,1.00E-67,205
XP_012536447.1,XP_011263884.1,5.00E-73,218,1.00E-67,205
