temno,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
TGZ49865.1,XP_025269861.1,8.00E-169,496,3.00E-176,514
TGZ49867.1,XP_011252409.1,3.00E-91,274,2.00E-91,274
TGZ49871.1,XP_019883053.2,0,1957,0,1957
TGZ49871.1,XP_025269696.1,0,1899,0,1899
TGZ49871.1,XP_025269697.1,0,1890,0,1890
TGZ49872.1,XP_011256149.1,0,1844,0,1823
TGZ49872.1,XP_011256158.1,0,1850,0,1831
TGZ49873.1,XP_011256137.1,0,1003,0,1003
TGZ49874.1,XP_025269693.1,0,2308,0,2281
TGZ49874.1,XP_025269694.1,0,2305,0,2278
TGZ49874.1,XP_025269695.1,0,2246,0,2220
TGZ49876.1,XP_011260943.1,0,1895,0,1880
TGZ49876.1,XP_011260944.1,0,1885,0,1876
TGZ49877.1,XP_025267338.1,2.00E-99,314,2.00E-102,321
TGZ49878.1,XP_011254586.1,0,587,0,587
TGZ49879.1,XP_011254613.1,2.00E-91,276,2.00E-91,274
TGZ49881.1,XP_011254579.1,6.00E-112,327,7.00E-113,328
TGZ49885.1,XP_011256114.1,0,1408,0,1368
TGZ49885.1,XP_011256124.1,0,1408,0,1368
TGZ49887.1,XP_011256068.1,0,550,0,550
TGZ49890.1,XP_011260938.1,0,1918,0,1909
TGZ49890.1,XP_011260939.1,0,1918,0,1909
TGZ49890.1,XP_025269687.1,0,1918,0,1909
TGZ49891.1,XP_011260941.1,0,581,0,581
TGZ49891.1,XP_011260942.1,0,581,0,581
TGZ49892.1,XP_011260936.1,0,847,0,840
TGZ49896.1,XP_011256240.1,0,781,0,783
TGZ49898.1,XP_025269705.1,0,1717,0,1736
TGZ49900.1,XP_011257115.1,0,575,0,575
TGZ49901.1,XP_011257113.1,2.00E-161,451,7.00E-162,451
TGZ49902.1,XP_011266857.1,0,1604,0,1618
TGZ49902.1,XP_011266858.1,0,1604,0,1618
TGZ49903.1,XP_011266867.1,0,1014,0,1014
TGZ49904.1,XP_019885415.1,0,1184,0,1184
TGZ49905.1,XP_011260945.2,0,1438,0,1440
TGZ49907.1,XP_011260946.1,3.00E-152,425,1.00E-152,425
TGZ49908.1,XP_011254589.1,0,665,0,653
TGZ49909.1,XP_011256579.2,0,2843,0,2837
TGZ49910.1,XP_011261876.2,0,639,0,639
TGZ49910.1,XP_011261877.2,0,639,0,639
TGZ49913.1,XP_025270275.1,7.00E-170,504,5.00E-170,504
TGZ49914.1,XP_025267145.1,4.00E-47,162,3.00E-47,162
TGZ49914.1,XP_025267146.1,4.00E-47,162,3.00E-47,162
TGZ49928.1,XP_011254147.2,1.00E-36,127,5.00E-37,127
TGZ49930.1,XP_025268270.1,0,826,0,827
TGZ49931.1,XP_011257450.2,7.00E-129,389,1.00E-132,397
TGZ49943.1,XP_011255861.1,0,675,0,655
TGZ49943.1,XP_011255864.1,0,658,0,639
TGZ49948.1,XP_011255856.1,7.00E-162,460,1.00E-164,466
TGZ49951.1,XP_011255860.1,5.00E-132,381,4.00E-132,381
TGZ49953.1,XP_025269741.1,0,904,0,900
TGZ49954.1,XP_019883003.1,0,1184,0,1184
TGZ49958.1,XP_011263283.1,3.00E-129,374,2.00E-129,374
TGZ49959.1,XP_011267294.2,2.00E-06,49.7,1.00E-06,48.9
TGZ49962.1,XP_011260221.1,0,1369,0,1333
TGZ49963.1,XP_011260175.1,0,776,0,776
TGZ49964.1,XP_011260174.1,0,1454,0,1461
TGZ49965.1,XP_011260173.1,0,916,0,916
TGZ49966.1,XP_011261192.1,0,1154,0,1298
TGZ49966.1,XP_011261193.1,0,1154,0,1298
TGZ49968.1,XP_011261206.1,0,2165,0,2224
TGZ49969.1,XP_011260210.1,2.00E-145,421,1.00E-142,412
TGZ49969.1,XP_011260211.1,2.00E-145,421,1.00E-142,412
TGZ49969.1,XP_011260212.1,5.00E-142,410,1.00E-142,410
TGZ49971.1,XP_011261215.1,0,1366,0,1285
TGZ49971.1,XP_011261216.1,0,1360,0,1278
TGZ49971.1,XP_011261218.1,0,1357,0,1278
TGZ49971.1,XP_011261219.1,0,1349,0,1249
TGZ49971.1,XP_011261220.1,0,1324,0,1242
TGZ49971.1,XP_011261221.1,0,1344,0,1244
TGZ49971.1,XP_011261222.1,0,1321,0,1253
TGZ49971.1,XP_011261223.1,0,1310,0,1211
TGZ49971.1,XP_011261225.1,0,1306,0,1206
TGZ49971.1,XP_019884021.1,0,1364,0,1285
TGZ49973.1,XP_011261232.1,0,1177,0,1177
TGZ49973.1,XP_011261233.1,0,1167,0,1167
TGZ49973.1,XP_011261235.1,0,1184,0,1184
TGZ49974.1,XP_011261230.1,8.00E-104,297,3.00E-104,297
TGZ49977.1,XP_011257417.2,0,747,0,748
TGZ49977.1,XP_011257418.2,0,743,0,744
TGZ49978.1,XP_025263329.1,0,964,0,964
TGZ49979.1,XP_025263407.1,0,993,0,980
TGZ49980.1,XP_011260216.1,0,2011,0,2021
TGZ49980.1,XP_011260217.1,0,2022,0,2035
TGZ49980.1,XP_011260220.1,0,1964,0,1972
TGZ49980.1,XP_025263290.1,0,2012,0,2023
TGZ49988.1,XP_011266389.2,0,1113,0,1107
TGZ49988.1,XP_011266390.2,0,1113,0,1107
TGZ49988.1,XP_011266391.2,0,1088,0,1083
TGZ49988.1,XP_011266392.2,0,1075,0,1070
TGZ49990.1,XP_011266388.1,7.00E-09,49.3,6.00E-10,51.2
TGZ49990.1,XP_019884988.1,1.00E-08,48.5,2.00E-09,49.3
TGZ49991.1,XP_011266365.1,0,917,0,916
TGZ49991.1,XP_011266366.1,0,917,0,916
TGZ49991.1,XP_011266367.1,0,917,0,916
TGZ49991.1,XP_011266368.1,0,917,0,917
TGZ49991.1,XP_011266369.1,0,917,0,916
TGZ49995.1,XP_011251743.1,0,570,0,570
TGZ49995.1,XP_011251744.1,0,570,0,570
TGZ49996.1,XP_011251746.1,0,1405,0,1428
TGZ49996.1,XP_011251747.1,0,1405,0,1428
TGZ49996.1,XP_025269862.1,0,1405,0,1428
TGZ49996.1,XP_025269863.1,0,1405,0,1428
TGZ49999.1,XP_025269841.1,0,578,0,578
TGZ50004.1,XP_011253520.1,3.00E-123,370,1.00E-136,404
TGZ50010.1,XP_011269281.2,0,1510,0,1488
TGZ50010.1,XP_011269282.2,0,1510,0,1488
TGZ50010.1,XP_011269283.2,0,1510,0,1488
TGZ50012.1,XP_011268258.1,2.00E-104,300,9.00E-105,300
TGZ50012.1,XP_011268261.1,2.00E-104,300,9.00E-105,300
TGZ50012.1,XP_011268263.1,6.00E-107,306,3.00E-107,306
TGZ50012.1,XP_025262360.1,2.00E-104,300,9.00E-105,300
TGZ50012.1,XP_025262361.1,2.00E-104,300,9.00E-105,300
TGZ50012.1,XP_025262362.1,6.00E-107,306,3.00E-107,306
TGZ50012.1,XP_025262363.1,6.00E-107,306,3.00E-107,306
TGZ50014.1,XP_019883568.1,0,617,0,622
TGZ50040.1,XP_011254711.1,2.00E-103,301,7.00E-104,301
TGZ50041.1,XP_011254716.1,0,1039,0,1080
TGZ50043.1,XP_011264704.2,0,890,0,915
TGZ50043.1,XP_011264708.2,0,890,0,915
TGZ50043.1,XP_011264710.2,0,890,0,915
TGZ50043.1,XP_025262727.1,0,890,0,915
TGZ50043.1,XP_025262730.1,0,890,0,915
TGZ50043.1,XP_025262734.1,0,890,0,915
TGZ50043.1,XP_025262736.1,0,890,0,915
TGZ50043.1,XP_025262738.1,0,890,0,915
TGZ50043.1,XP_025262739.1,0,890,0,915
TGZ50043.1,XP_025262742.1,0,890,0,915
TGZ50043.1,XP_025262746.1,0,890,0,915
TGZ50043.1,XP_025262747.1,0,890,0,915
TGZ50043.1,XP_025262752.1,0,904,0,930
TGZ50044.1,XP_011264701.2,0,1430,0,1430
TGZ50046.1,XP_025262029.1,0,516,1.00E-180,513
TGZ50046.1,XP_025262032.1,0,516,1.00E-180,513
TGZ50046.1,XP_025262034.1,0,514,3.00E-180,511
TGZ50046.1,XP_025262039.1,0,514,3.00E-180,511
TGZ50048.1,XP_011264698.1,5.00E-94,274,2.00E-94,274
TGZ50048.1,XP_011264699.1,2.00E-94,275,1.00E-94,275
TGZ50049.1,XP_025263523.1,0,767,0,782
TGZ50050.1,XP_025262904.1,1.00E-132,402,2.00E-133,402
TGZ50050.1,XP_025262907.1,1.00E-132,401,2.00E-133,401
TGZ50051.1,XP_011251586.2,0,1117,0,1117
TGZ50052.1,XP_011254755.1,0,2221,0,2257
TGZ50052.1,XP_011254756.1,0,2229,0,2263
TGZ50053.1,XP_011254751.1,0,706,0,707
TGZ50053.1,XP_025265872.1,0,706,0,707
TGZ50053.1,XP_025265936.1,0,706,0,707
TGZ50053.1,XP_025265976.1,0,702,0,703
TGZ50058.1,XP_011264737.1,0,653,0,664
TGZ50058.1,XP_011264738.1,0,643,0,653
TGZ50059.1,XP_011264735.1,0,758,0,756
TGZ50060.1,XP_011264734.1,1.00E-152,427,6.00E-153,427
TGZ50063.1,XP_011264731.1,3.00E-134,381,2.00E-124,355
TGZ50063.1,XP_025262233.1,3.00E-134,381,2.00E-124,355
TGZ50064.1,XP_011264753.1,3.00E-40,137,1.00E-40,137
TGZ50066.1,XP_025266897.1,0,2277,0,2350
TGZ50067.1,XP_011264757.1,0,692,0,692
TGZ50069.1,XP_011262283.1,5.00E-75,226,1.00E-75,227
TGZ50070.1,XP_011262287.2,0,1234,0,1234
TGZ50071.1,XP_011262286.1,3.00E-95,279,1.00E-95,279
TGZ50072.1,XP_011262291.1,0,993,0,993
TGZ50073.1,XP_011262288.1,3.00E-72,216,1.00E-72,216
TGZ50074.1,XP_011254710.1,2.00E-125,357,6.00E-126,357
TGZ50075.1,XP_011260690.1,0,5149,0,5109
TGZ50076.1,XP_011260694.1,0,1025,0,993
TGZ50077.1,XP_011260695.1,2.00E-59,191,1.00E-59,191
TGZ50078.1,XP_011260696.1,0,1396,0,1418
TGZ50078.1,XP_011260697.1,0,1396,0,1418
TGZ50078.1,XP_011260699.1,0,1397,0,1419
TGZ50078.1,XP_025265667.1,0,1396,0,1418
TGZ50079.1,XP_011261750.1,0,701,0,729
TGZ50079.1,XP_011261751.1,0,692,0,720
TGZ50079.1,XP_011261752.1,0,687,0,715
TGZ50081.1,XP_019884117.2,0,624,0,624
TGZ50082.1,XP_011254737.1,0,1425,0,1425
TGZ50083.1,XP_011254731.1,0,667,0,672
TGZ50083.1,XP_019882846.1,0,667,0,672
TGZ50084.1,XP_011254738.1,0,1101,0,1112
TGZ50084.1,XP_011254739.1,0,1094,0,1105
TGZ50086.1,XP_011254744.1,6.00E-161,453,2.00E-161,453
TGZ50087.1,XP_025264446.1,0,634,0,648
TGZ50088.1,XP_011254742.1,0,899,0,899
TGZ50088.1,XP_019882847.1,0,903,0,905
TGZ50091.1,XP_025264346.1,1.00E-106,324,5.00E-107,324
TGZ50092.1,XP_011251581.1,0,1587,0,1602
TGZ50093.1,XP_011251584.1,0,601,0,588
TGZ50093.1,XP_025262366.1,0,574,0,560
TGZ50093.1,XP_025262369.1,0,571,0,558
TGZ50094.1,XP_025263515.1,0,624,0,624
TGZ50095.1,XP_011251577.1,0,1445,0,1426
TGZ50095.1,XP_011251578.1,0,1396,0,1379
TGZ50096.1,XP_011251571.1,0,1387,0,1358
TGZ50096.1,XP_011251572.1,0,1341,0,1311
TGZ50097.1,XP_011251576.1,5.00E-150,433,2.00E-150,433
TGZ50098.1,XP_011251565.1,3.00E-139,397,1.00E-139,397
TGZ50099.1,XP_011251568.1,0,560,0,560
TGZ50100.1,XP_011251566.1,1.00E-50,157,5.00E-51,157
TGZ50101.1,XP_011264712.1,0,726,0,725
TGZ50101.1,XP_011264713.1,0,726,0,725
TGZ50101.1,XP_011264714.1,0,726,0,725
TGZ50101.1,XP_011264715.1,0,726,0,725
TGZ50101.1,XP_011264717.1,0,719,0,717
TGZ50101.1,XP_019884701.1,0,726,0,726
TGZ50101.1,XP_025262699.1,0,726,0,725
TGZ50105.1,XP_011264724.1,0,1214,0,1205
TGZ50106.1,XP_011264725.2,0,1040,0,1041
TGZ50111.1,XP_025262246.1,2.00E-30,113,1.00E-30,113
TGZ50113.1,XP_011254718.1,0,637,0,654
TGZ50113.1,XP_011254719.1,0,637,0,654
TGZ50115.1,XP_019882842.1,0,691,0,677
TGZ50115.1,XP_019882843.1,0,696,0,681
TGZ50115.1,XP_025264216.1,0,691,0,677
TGZ50116.1,XP_011254726.1,3.00E-144,408,3.00E-145,410
TGZ50117.1,XP_025263354.1,0,1863,0,1826
TGZ50118.1,XP_011254722.2,0,768,0,749
TGZ50118.1,XP_011254723.2,0,746,0,727
TGZ50118.1,XP_011254724.2,0,746,0,727
TGZ50119.1,XP_025262115.1,1.00E-30,124,6.00E-35,135
TGZ50126.1,XP_011255812.1,9.00E-151,427,4.00E-161,452
TGZ50127.1,XP_011255811.1,0,751,0,751
TGZ50128.1,XP_019884115.1,3.00E-45,142,1.00E-45,142
TGZ50128.1,XP_019884116.1,3.00E-45,142,1.00E-45,142
TGZ50129.1,XP_011261756.2,0,940,0,940
TGZ50129.1,XP_011261757.2,0,944,0,944
TGZ50130.1,XP_025265662.1,0,2053,0,2055
TGZ50131.1,XP_019884232.1,8.00E-173,486,2.00E-167,471
TGZ50131.1,XP_025265658.1,8.00E-173,486,2.00E-167,471
TGZ50133.1,XP_011254748.1,6.00E-122,351,3.00E-122,351
TGZ50135.1,XP_011254754.1,0,906,0,929
TGZ50138.1,XP_025263562.1,0,2510,0,2510
TGZ50139.1,XP_025262202.1,0,606,0,589
TGZ50139.1,XP_025262207.1,0,606,0,589
TGZ50139.1,XP_025262211.1,0,606,0,589
TGZ50139.1,XP_025262215.1,0,598,0,581
TGZ50140.1,XP_025263553.1,0,861,0,859
TGZ50141.1,XP_011264740.1,0,1251,0,1251
TGZ50143.1,XP_011264749.2,0,1981,0,1965
TGZ50143.1,XP_025262153.1,0,1981,0,1965
TGZ50144.1,XP_011264744.1,2.00E-58,182,3.00E-70,211
TGZ50144.1,XP_011264745.1,2.00E-58,182,3.00E-70,211
TGZ50157.1,XP_011260441.1,0,2310,0,2310
TGZ50158.1,XP_011260445.2,0,534,8.00E-175,501
TGZ50159.1,XP_011260485.2,0,573,0,573
TGZ50160.1,XP_011260484.1,1.00E-132,392,5.00E-128,379
TGZ50161.1,XP_011260442.1,0,1704,0,1707
TGZ50161.1,XP_011260443.1,0,1705,0,1707
TGZ50161.1,XP_011260444.1,0,1712,0,1715
TGZ50164.1,XP_011258158.1,0,2340,0,2318
TGZ50165.1,XP_011267273.1,0,561,0,562
TGZ50166.1,XP_011267272.3,0,734,0,734
TGZ50167.1,XP_011254173.1,0,2422,0,2422
TGZ50168.1,XP_011254174.1,0,627,0,627
TGZ50169.1,XP_011252478.1,0,750,0,686
TGZ50169.1,XP_025262909.1,0,750,0,686
TGZ50170.1,XP_025262881.1,0,2212,0,2232
TGZ50170.1,XP_025262882.1,0,2212,0,2232
TGZ50170.1,XP_025262883.1,0,2212,0,2231
TGZ50170.1,XP_025262884.1,0,2227,0,2246
TGZ50170.1,XP_025262888.1,0,2216,0,2234
TGZ50170.1,XP_025262889.1,0,2216,0,2234
TGZ50170.1,XP_025262890.1,0,2217,0,2235
TGZ50170.1,XP_025262891.1,0,2217,0,2235
TGZ50172.1,XP_011262829.1,1.00E-121,352,1.00E-120,348
TGZ50174.1,XP_011266697.1,0,1049,0,1031
TGZ50174.1,XP_011266698.1,0,1049,0,1031
TGZ50174.1,XP_025270050.1,0,1048,0,1030
TGZ50174.1,XP_025270056.1,0,1052,0,1036
TGZ50181.1,XP_011260426.1,0,764,0,764
TGZ50185.1,XP_025268478.1,0,798,0,815
TGZ50186.1,XP_019883836.1,3.00E-79,236,7.00E-80,237
TGZ50186.1,XP_025268492.1,1.00E-79,238,2.00E-80,239
TGZ50186.1,XP_025268493.1,1.00E-79,238,2.00E-80,239
TGZ50186.1,XP_025268494.1,2.00E-78,233,6.00E-79,233
TGZ50188.1,XP_025268490.1,7.00E-171,484,6.00E-173,489
TGZ50189.1,XP_011258954.1,3.00E-152,425,1.00E-152,425
TGZ50190.1,XP_025268479.1,1.00E-152,436,9.00E-153,436
TGZ50191.1,XP_025268487.1,0,528,0,512
TGZ50192.1,XP_011260455.1,0,2991,0,3035
TGZ50194.1,XP_011260462.1,0,884,0,884
TGZ50197.1,XP_025268484.1,4.00E-83,244,2.00E-83,244
TGZ50198.1,XP_011260477.1,0,752,0,726
TGZ50199.1,XP_019883843.1,0,896,0,920
TGZ50199.1,XP_025268480.1,0,896,0,920
TGZ50200.1,XP_011260473.1,1.00E-91,273,1.00E-102,300
TGZ50201.1,XP_011260468.1,0,816,0,832
TGZ50202.1,XP_011260472.1,0,697,0,697
TGZ50202.1,XP_019883838.1,0,697,0,697
TGZ50204.1,XP_025264993.1,0,3142,0,3142
TGZ50204.1,XP_025264994.1,0,3132,0,3132
TGZ50205.1,XP_011265764.2,1.00E-63,201,8.00E-64,201
TGZ50206.1,XP_011252804.1,3.00E-119,362,9.00E-120,362
TGZ50206.1,XP_011252805.1,1.00E-120,366,4.00E-121,366
TGZ50207.1,XP_011263156.2,0,747,0,747
TGZ50207.1,XP_011263161.2,0,756,0,756
TGZ50207.1,XP_011263162.2,0,757,0,757
TGZ50209.1,XP_025262339.1,2.00E-69,211,1.00E-64,197
TGZ50209.1,XP_025262921.1,2.00E-69,210,9.00E-65,197
TGZ50213.1,XP_011253237.1,4.00E-89,265,2.00E-89,265
TGZ50214.1,XP_011256428.1,0,3993,0,3972
TGZ50214.1,XP_011256429.1,0,3970,0,3947
TGZ50214.1,XP_025264173.1,0,3995,0,3976
TGZ50215.1,XP_011256421.1,7.00E-79,236,2.00E-79,236
TGZ50216.1,XP_011256422.1,0,1517,0,1516
TGZ50216.1,XP_011256423.1,0,1508,0,1508
TGZ50216.1,XP_019883147.1,0,1509,0,1508
TGZ50219.1,XP_011259785.1,0,858,0,858
TGZ50219.1,XP_011259786.1,0,858,0,858
TGZ50219.1,XP_025266978.1,0,858,0,858
TGZ50219.1,XP_025266979.1,0,858,0,858
TGZ50220.1,XP_025267753.1,0,579,0,579
TGZ50221.1,XP_011255208.1,3.00E-116,340,2.00E-81,249
TGZ50222.1,XP_011255189.2,9.00E-28,99.4,5.00E-28,99.4
TGZ50223.1,XP_011255188.1,0,1046,0,1046
TGZ50225.1,XP_025268048.1,4.00E-155,433,2.00E-155,433
TGZ50227.1,XP_011261601.1,0,1702,0,1702
TGZ50227.1,XP_011261602.1,0,1631,0,1631
TGZ50227.1,XP_011261603.1,0,1677,0,1677
TGZ50227.1,XP_011261604.1,0,1617,0,1617
TGZ50227.1,XP_019884096.1,0,1631,0,1631
TGZ50228.1,XP_011250537.1,0,3349,0,3349
TGZ50231.1,XP_025266649.1,0,683,0,691
TGZ50232.1,XP_011263397.1,2.00E-95,282,9.00E-96,282
TGZ50233.1,XP_011263398.1,0,904,0,902
TGZ50233.1,XP_011263399.1,0,904,0,902
TGZ50236.1,XP_011263393.1,1.00E-86,264,8.00E-88,266
TGZ50238.1,XP_011263392.1,1.00E-70,214,4.00E-61,189
TGZ50239.1,XP_011263394.1,2.00E-45,144,7.00E-46,144
TGZ50239.1,XP_025266588.1,2.00E-45,144,7.00E-46,144
TGZ50240.1,XP_025269786.1,0,2207,0,2188
TGZ50240.1,XP_025269787.1,0,2207,0,2188
TGZ50241.1,XP_011264226.1,8.00E-158,441,3.00E-158,441
TGZ50242.1,XP_011264223.1,7.00E-103,295,3.00E-103,295
TGZ50243.1,XP_011264224.1,4.00E-132,372,2.00E-132,372
TGZ50244.1,XP_011251686.1,0,523,0,513
TGZ50244.1,XP_011251687.1,6.00E-180,508,3.00E-176,497
TGZ50248.1,XP_011252565.2,0,988,0,1010
TGZ50248.1,XP_011252566.2,0,995,0,1016
TGZ50249.1,XP_011252567.1,0,681,0,681
TGZ50251.1,XP_011252569.1,0,548,6.00E-149,457
TGZ50252.1,XP_011264197.1,0,2362,0,2333
TGZ50252.1,XP_011264198.1,0,2350,0,2320
TGZ50253.1,XP_011264202.1,3.00E-137,389,1.00E-137,389
TGZ50255.1,XP_011255190.1,0,961,0,960
TGZ50255.1,XP_011255191.1,0,961,0,960
TGZ50255.1,XP_011255192.1,0,961,0,960
TGZ50255.1,XP_025267570.1,0,961,0,960
TGZ50256.1,XP_025268092.1,0,1470,0,1438
TGZ50256.1,XP_025268098.1,0,1476,0,1444
TGZ50257.1,XP_011264523.1,2.00E-118,345,1.00E-121,352
TGZ50258.1,XP_011255195.1,3.00E-12,62,1.00E-12,62
TGZ50258.1,XP_011255196.1,3.00E-12,62,1.00E-12,62
TGZ50258.1,XP_011255197.1,2.00E-12,62.4,8.00E-13,62.4
TGZ50260.1,XP_025267849.1,0,840,0,818
TGZ50264.1,XP_011263395.2,0,7430,0,7428
TGZ50264.1,XP_011263396.2,0,7430,0,7428
TGZ50265.1,XP_011263425.1,0,655,0,649
TGZ50266.1,XP_011263388.2,0,1525,0,1493
TGZ50266.1,XP_011263390.2,0,1525,0,1493
TGZ50266.1,XP_011263391.2,0,1525,0,1494
TGZ50266.1,XP_025266627.1,0,1525,0,1493
TGZ50267.1,XP_011263385.1,0,1791,0,1791
TGZ50267.1,XP_011263386.1,0,1791,0,1791
TGZ50267.1,XP_011263387.1,0,1753,0,1753
TGZ50267.1,XP_019884477.1,0,1791,0,1791
TGZ50268.1,XP_011263383.1,1.00E-117,352,6.00E-116,346
TGZ50270.1,XP_011250547.1,0,4600,0,4607
TGZ50270.1,XP_011250548.1,0,4605,0,4613
TGZ50271.1,XP_011264216.1,0,952,0,966
TGZ50271.1,XP_025269788.1,0,952,0,966
TGZ50272.1,XP_011264209.1,0,2144,0,2149
TGZ50272.1,XP_011264210.1,0,2131,0,2136
TGZ50272.1,XP_011264212.1,0,2160,0,2164
TGZ50272.1,XP_011264213.1,0,2157,0,2164
TGZ50272.1,XP_011264215.1,0,2099,0,2105
TGZ50272.1,XP_025269784.1,0,2111,0,2117
TGZ50273.1,XP_011264218.1,0,802,0,795
TGZ50273.1,XP_019884620.1,0,802,0,795
TGZ50274.1,XP_011264217.1,1.00E-91,269,6.00E-92,269
TGZ50275.1,XP_011264203.1,0,538,0,538
TGZ50277.1,XP_011264206.1,0,1220,0,1201
TGZ50277.1,XP_011264208.1,0,1160,0,1141
TGZ50278.1,XP_011264204.1,0,857,0,852
TGZ50278.1,XP_011264205.1,0,857,0,852
TGZ50279.1,XP_011264221.2,0,1923,0,1946
TGZ50280.1,XP_011264219.1,0,1817,0,1806
TGZ50281.1,XP_025267873.1,0,1105,0,1107
TGZ50281.1,XP_025267874.1,0,1091,0,1091
TGZ50282.1,XP_011251688.1,0,932,0,957
TGZ50284.1,XP_011251689.1,3.00E-78,233,2.00E-78,233
TGZ50284.1,XP_025266623.1,2.00E-78,233,1.00E-78,233
TGZ50285.1,XP_011251693.2,0,1501,0,1483
TGZ50285.1,XP_025266589.1,0,1503,0,1481
TGZ50286.1,XP_011263419.2,0,1026,0,1034
TGZ50286.1,XP_011263420.2,0,1026,0,1035
TGZ50287.1,XP_011263410.1,8.00E-100,288,2.00E-100,289
TGZ50288.1,XP_011263418.1,0,897,0,897
TGZ50289.1,XP_011263407.2,0,530,0,530
TGZ50289.1,XP_011263408.2,0,530,0,530
TGZ50289.1,XP_011263409.2,0,530,0,530
TGZ50290.1,XP_011263404.1,0,4125,0,4119
TGZ50290.1,XP_011263406.1,0,4143,0,4137
TGZ50290.1,XP_025266609.1,0,4125,0,4119
TGZ50298.1,XP_011263369.1,0,1545,0,1550
TGZ50300.1,XP_011255174.1,3.00E-82,242,1.00E-82,242
TGZ50300.1,XP_011255175.1,3.00E-82,242,1.00E-82,242
TGZ50300.1,XP_011255176.1,3.00E-82,242,1.00E-82,242
TGZ50300.1,XP_011255177.1,3.00E-82,242,1.00E-82,242
TGZ50301.1,XP_011255164.1,0,1183,0,1180
TGZ50302.1,XP_011263374.1,6.00E-164,457,3.00E-164,457
TGZ50303.1,XP_025266580.1,0,915,0,889
TGZ50307.1,XP_011250555.1,0,621,0,602
TGZ50308.1,XP_011251090.2,0,3524,0,3515
TGZ50308.1,XP_011251092.2,0,3527,0,3513
TGZ50308.1,XP_019882077.2,0,3526,0,3515
TGZ50308.1,XP_019882078.2,0,3528,0,3514
TGZ50308.1,XP_025264910.1,0,3524,0,3509
TGZ50309.1,XP_011251451.1,2.00E-118,339,9.00E-119,339
TGZ50311.1,XP_011263368.1,0,524,0,523
TGZ50312.1,XP_025264901.1,0,639,0,645
TGZ50312.1,XP_025264902.1,0,639,0,645
TGZ50313.1,XP_011267263.1,2.00E-146,410,7.00E-147,410
TGZ50313.1,XP_011267264.1,2.00E-146,410,7.00E-147,410
TGZ50315.1,XP_025268065.1,0,728,0,745
TGZ50317.1,XP_011251455.1,0,1942,0,1932
TGZ50319.1,XP_011262254.1,4.00E-83,243,2.00E-83,243
TGZ50320.1,XP_025265107.1,0,564,0,564
TGZ50320.1,XP_025265108.1,0,561,0,561
TGZ50322.1,XP_025266587.1,0,3121,0,3118
TGZ50370.1,XP_025264997.1,2.00E-76,233,2.00E-70,217
TGZ50371.1,XP_025263413.1,0,555,0,553
TGZ50371.1,XP_025264960.1,0,571,0,569
TGZ50373.1,XP_011253634.1,5.00E-127,371,1.00E-127,371
TGZ50447.1,XP_011265459.2,0,2541,0,2499
TGZ50449.1,XP_011257354.1,0,1023,0,989
TGZ50450.1,XP_011257361.1,0,595,0,595
TGZ50450.1,XP_011257362.1,0,588,0,588
TGZ50453.1,XP_011257357.2,0,637,0,610
TGZ50453.1,XP_011257358.2,0,634,0,607
TGZ50454.1,XP_011257355.1,0,572,0,594
TGZ50455.1,XP_011257353.3,0,561,0,561
TGZ50456.1,XP_011257359.1,0,1216,0,1233
TGZ50457.1,XP_011265445.2,0,3195,0,3268
TGZ50457.1,XP_025268654.1,0,3227,0,3301
TGZ50457.1,XP_025268656.1,0,3227,0,3301
TGZ50457.1,XP_025268657.1,0,3236,0,3310
TGZ50457.1,XP_025268658.1,0,3236,0,3310
TGZ50457.1,XP_025268659.1,0,3233,0,3307
TGZ50462.1,XP_011257380.1,0,1320,0,1320
TGZ50465.1,XP_025268688.1,4.00E-78,235,8.00E-74,223
TGZ50480.1,XP_011257367.1,0,950,0,950
TGZ50480.1,XP_011257368.1,0,950,0,950
TGZ50480.1,XP_011257369.1,0,950,0,950
TGZ50481.1,XP_011257366.1,0,662,0,664
TGZ50483.1,XP_011257371.1,5.00E-106,307,1.00E-106,307
TGZ50483.1,XP_011257372.1,2.00E-106,308,7.00E-107,308
TGZ50485.1,XP_011257363.1,0,1550,0,1550
TGZ50486.1,XP_011265451.1,0,1857,0,1885
TGZ50486.1,XP_011265452.1,0,1862,0,1891
TGZ50486.1,XP_011265453.1,0,1835,0,1865
TGZ50486.1,XP_011265454.1,0,1860,0,1889
TGZ50486.1,XP_011265455.1,0,1781,0,1811
TGZ50486.1,XP_011265456.1,0,1786,0,1816
TGZ50486.1,XP_025268635.1,0,1785,0,1815
TGZ50487.1,XP_011265458.1,0,1587,0,1880
TGZ50488.1,XP_011263903.2,0,1405,0,1412
TGZ50489.1,XP_011263902.1,2.00E-60,183,1.00E-60,183
TGZ50490.1,XP_011265450.1,0,913,0,913
TGZ50490.1,XP_025268666.1,0,913,0,913
TGZ50495.1,XP_019884675.2,0,798,0,798
TGZ50496.1,XP_011264537.2,0,1066,0,1027
TGZ50496.1,XP_011264538.2,0,1080,0,1041
TGZ50496.1,XP_011264539.2,0,1071,0,1031
TGZ50496.1,XP_011264540.2,0,1085,0,1045
TGZ50496.1,XP_025263988.1,0,1066,0,1027
TGZ50496.1,XP_025263989.1,0,1066,0,1027
