cflo,clonal ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_019884469.1,XP_011336655.1,0,1741,0,1764
XP_019884472.1,XP_011336859.1,0,768,0,786
XP_019884472.1,XP_011336860.1,0,769,0,788
XP_019884472.1,XP_011336861.1,0,769,0,788
XP_019884475.1,XP_011351455.1,2.00E-87,257,2.00E-87,257
XP_019884477.1,XP_011338014.1,0,1924,0,1924
XP_019884477.1,XP_011338015.1,0,1881,0,1881
XP_019884478.1,XP_011345154.1,0,706,0,706
XP_019884479.2,XP_026827345.1,6.00E-72,218,6.00E-72,218
XP_019884485.1,XP_011346770.1,6.00E-157,438,6.00E-157,438
XP_019884487.1,XP_011342927.2,0,739,0,739
XP_019884487.1,XP_011342928.2,0,738,0,738
XP_019884488.1,XP_026830131.1,0,709,0,707
XP_019884493.1,XP_011330208.1,0,875,0,851
XP_019884497.1,XP_011333666.1,0,2133,0,2135
XP_019884498.1,XP_011333666.1,0,2133,0,2135
XP_019884499.1,XP_011333666.1,0,2133,0,2135
XP_019884500.1,XP_011333666.1,0,2093,0,2092
XP_019884505.1,XP_011351600.1,0,1510,0,1510
XP_019884508.1,XP_011351041.1,3.00E-112,348,5.00E-95,303
XP_019884508.1,XP_011351056.1,3.00E-112,348,5.00E-95,303
XP_019884508.1,XP_011351062.1,3.00E-112,348,5.00E-95,303
XP_019884508.1,XP_011351069.1,3.00E-112,348,5.00E-95,303
XP_019884508.1,XP_011351075.1,3.00E-112,348,5.00E-95,303
XP_019884508.1,XP_011351082.1,3.00E-112,348,5.00E-95,303
XP_019884508.1,XP_011351087.1,3.00E-112,348,5.00E-95,303
XP_019884508.1,XP_019889954.1,3.00E-112,348,5.00E-95,303
XP_019884508.1,XP_019889955.1,2.00E-111,345,4.00E-95,303
XP_019884509.1,XP_011351041.1,2.00E-111,345,4.00E-94,300
XP_019884509.1,XP_011351056.1,2.00E-111,345,4.00E-94,300
XP_019884509.1,XP_011351062.1,2.00E-111,345,4.00E-94,300
XP_019884509.1,XP_011351069.1,2.00E-111,345,4.00E-94,300
XP_019884509.1,XP_011351075.1,2.00E-111,345,4.00E-94,300
XP_019884509.1,XP_011351082.1,2.00E-111,345,4.00E-94,300
XP_019884509.1,XP_011351087.1,2.00E-111,345,4.00E-94,300
XP_019884509.1,XP_019889954.1,2.00E-111,345,4.00E-94,300
XP_019884509.1,XP_019889955.1,1.00E-110,343,2.00E-94,301
XP_019884511.2,XP_011342949.1,0,654,0,685
XP_019884514.1,XP_011350945.1,2.00E-43,137,2.00E-43,137
XP_019884514.1,XP_011350947.1,2.00E-43,137,2.00E-43,137
XP_019884514.1,XP_011350953.1,2.00E-43,137,2.00E-43,137
XP_019884515.1,XP_011350945.1,2.00E-43,137,2.00E-43,137
XP_019884515.1,XP_011350947.1,2.00E-43,137,2.00E-43,137
XP_019884515.1,XP_011350953.1,2.00E-43,137,2.00E-43,137
XP_019884533.1,XP_011346639.1,0,4741,0,4741
XP_019884533.1,XP_011346640.1,0,4753,0,4753
XP_019884533.1,XP_011346641.1,0,4614,0,4679
XP_019884533.1,XP_011346642.1,0,4582,0,4588
XP_019884534.1,XP_011346695.1,0,918,0,918
XP_019884537.1,XP_011349841.2,0,2929,0,2965
XP_019884538.1,XP_011349841.2,0,2922,0,2958
XP_019884546.2,XP_011336104.1,5.00E-142,409,9.00E-142,409
XP_019884546.2,XP_019886939.1,5.00E-142,409,9.00E-142,409
XP_019884546.2,XP_026827625.1,5.00E-142,409,9.00E-142,409
XP_019884546.2,XP_026827626.1,5.00E-142,409,9.00E-142,409
XP_019884546.2,XP_026827627.1,5.00E-142,409,9.00E-142,409
XP_019884549.1,XP_011333158.1,1.00E-167,470,1.00E-160,452
XP_019884549.1,XP_011333159.1,2.00E-167,469,1.00E-160,451
XP_019884549.1,XP_011333160.1,2.00E-167,469,1.00E-160,451
XP_019884549.1,XP_011333161.1,2.00E-167,469,1.00E-160,451
XP_019884555.1,XP_011350319.1,0,1871,0,1871
XP_019884555.1,XP_011350320.1,0,1822,0,1823
XP_019884555.1,XP_019889686.1,0,1853,0,1853
XP_019884558.1,XP_011350311.2,0,780,0,801
XP_019884558.1,XP_011350312.2,0,780,0,801
XP_019884558.1,XP_011350315.2,0,780,0,801
XP_019884558.1,XP_011350316.2,0,780,0,801
XP_019884558.1,XP_026824023.1,0,780,0,801
XP_019884558.1,XP_026824024.1,0,780,0,801
XP_019884558.1,XP_026824025.1,0,780,0,801
XP_019884558.1,XP_026824026.1,0,780,0,801
XP_019884560.1,XP_011347775.1,0,597,0,618
XP_019884562.1,XP_011342209.1,0,1103,0,1103
XP_019884565.1,XP_026824152.1,7.00E-152,439,7.00E-152,439
XP_019884567.1,XP_026824973.1,0,2115,0,2071
XP_019884567.1,XP_026824974.1,0,2042,0,2004
XP_019884568.2,XP_011346254.1,0,1178,0,1147
XP_019884568.2,XP_011346265.1,0,1172,0,1141
XP_019884574.1,XP_011339173.1,0,3093,0,3144
XP_019884576.1,XP_011342525.1,0,1457,0,1464
XP_019884576.1,XP_011342526.1,0,1457,0,1464
XP_019884576.1,XP_011342527.1,0,1457,0,1464
XP_019884577.1,XP_011342524.1,0,3334,0,3327
XP_019884578.2,XP_019886703.1,2.00E-104,313,1.00E-104,313
XP_019884579.1,XP_026827424.1,0,1139,0,1144
XP_019884579.1,XP_026827425.1,0,1137,0,1142
XP_019884579.1,XP_026827426.1,0,1128,0,1134
XP_019884579.1,XP_026827427.1,0,1104,0,1110
XP_019884579.1,XP_026827428.1,0,1149,0,1154
XP_019884579.1,XP_026827429.1,0,1147,0,1152
XP_019884580.1,XP_019887553.1,0,929,0,909
XP_019884580.1,XP_019887554.1,0,922,0,902
XP_019884581.1,XP_019887553.1,0,929,0,909
XP_019884581.1,XP_019887554.1,0,922,0,902
XP_019884582.1,XP_011339184.1,5.00E-83,243,5.00E-83,243
XP_019884582.1,XP_019887555.1,9.00E-87,252,1.00E-86,252
XP_019884601.1,XP_011349738.1,0,836,0,838
XP_019884601.1,XP_011349739.1,0,832,0,833
XP_019884602.2,XP_026825746.1,0,564,0,564
XP_019884605.1,XP_026825731.1,0,2792,0,2831
XP_019884605.1,XP_026825732.1,0,2792,0,2831
XP_019884605.1,XP_026825733.1,0,2792,0,2831
XP_019884605.1,XP_026825734.1,0,2792,0,2831
XP_019884605.1,XP_026825735.1,0,2792,0,2831
XP_019884605.1,XP_026825736.1,0,2798,0,2840
XP_019884605.1,XP_026825737.1,0,2776,0,2817
XP_019884605.1,XP_026825738.1,0,2731,0,2771
XP_019884609.1,XP_011349727.1,0,631,0,630
XP_019884610.1,XP_011338617.1,6.00E-128,367,3.00E-128,367
XP_019884616.1,XP_026825783.1,0,1298,0,1330
XP_019884616.1,XP_026825784.1,0,1305,0,1334
XP_019884619.1,XP_011329805.1,0,1221,0,1254
XP_019884620.1,XP_011347059.1,0,853,0,838
XP_019884620.1,XP_019888988.1,0,853,0,838
XP_019884620.1,XP_019888991.1,0,853,0,838
XP_019884623.1,XP_011329414.1,0,554,0,554
XP_019884628.1,XP_011341875.1,2.00E-125,360,2.00E-138,393
XP_019884631.1,XP_011339510.1,1.00E-122,355,1.00E-122,355
XP_019884631.1,XP_011339511.1,1.00E-122,355,1.00E-122,355
XP_019884632.1,XP_011338039.1,0,3324,0,3324
XP_019884632.1,XP_011338040.1,0,3342,0,3342
XP_019884633.1,XP_011343420.1,0,2651,0,2690
XP_019884633.1,XP_011343421.1,0,2747,0,2791
XP_019884633.1,XP_011343422.1,0,2652,0,2698
XP_019884633.1,XP_011343424.1,0,2657,0,2696
XP_019884633.1,XP_011343427.1,0,2755,0,2801
XP_019884633.1,XP_011343430.1,0,2667,0,2711
XP_019884633.1,XP_026827309.1,0,2657,0,2699
XP_019884633.1,XP_026827310.1,0,2760,0,2806
XP_019884636.1,XP_011330320.1,0,714,0,726
XP_019884639.2,XP_026826873.1,0,787,0,753
XP_019884639.2,XP_026826874.1,0,778,0,741
XP_019884655.1,XP_011336597.1,0,1001,0,1001
XP_019884655.1,XP_011336605.1,0,1001,0,1001
XP_019884655.1,XP_011336615.1,0,1001,0,1001
XP_019884656.1,XP_011336597.1,0,1001,0,1001
XP_019884656.1,XP_011336605.1,0,1001,0,1001
XP_019884656.1,XP_011336615.1,0,1001,0,1001
XP_019884661.1,XP_011332340.1,0,1132,0,1127
XP_019884661.1,XP_011332341.1,0,1132,0,1127
XP_019884661.1,XP_011332342.1,0,1132,0,1127
XP_019884661.1,XP_011332343.1,0,1132,0,1127
XP_019884661.1,XP_011332344.1,0,1138,0,1134
XP_019884662.1,XP_011332340.1,0,1132,0,1127
XP_019884662.1,XP_011332341.1,0,1132,0,1127
XP_019884662.1,XP_011332342.1,0,1132,0,1127
XP_019884662.1,XP_011332343.1,0,1132,0,1127
XP_019884662.1,XP_011332344.1,0,1138,0,1134
XP_019884663.1,XP_026828096.1,5.00E-151,434,4.00E-146,421
XP_019884672.2,XP_011336611.1,0,1050,0,1051
XP_019884672.2,XP_011336612.1,0,1005,0,1008
XP_019884672.2,XP_011336613.1,0,1005,0,1008
XP_019884672.2,XP_011336614.1,0,1006,0,1007
XP_019884672.2,XP_011336616.1,0,1006,0,1008
XP_019884675.2,XP_011336618.1,0,807,0,807
XP_019884676.1,XP_011346038.2,2.00E-144,409,2.00E-144,409
XP_019884677.2,XP_011347197.1,0,2170,0,2170
XP_019884678.2,XP_011347197.1,0,2174,0,2174
XP_019884680.1,XP_011333066.1,0,1714,0,1718
XP_019884680.1,XP_011333067.1,0,1685,0,1689
XP_019884680.1,XP_011333068.1,0,1719,0,1724
XP_019884681.1,XP_011333066.1,0,1685,0,1687
XP_019884681.1,XP_011333067.1,0,1685,0,1689
XP_019884681.1,XP_011333068.1,0,1667,0,1673
XP_019884682.1,XP_011334008.1,2.00E-131,370,2.00E-131,370
XP_019884685.1,XP_019889973.1,6.00E-86,250,6.00E-86,250
XP_019884689.1,XP_011342607.1,8.00E-37,121,8.00E-37,121
XP_019884691.1,XP_011351903.2,0,878,0,874
XP_019884691.1,XP_019889971.2,0,878,0,872
XP_019884701.1,XP_011340192.1,0,1047,0,1026
XP_019884701.1,XP_011340193.1,0,1065,0,1045
XP_019884701.1,XP_026825520.1,0,1047,0,1026
XP_019884707.1,XP_011343257.1,0,706,0,706
XP_019884710.1,XP_019887335.1,0,1220,0,1226
XP_019884710.1,XP_019887336.1,0,1220,0,1225
XP_019884710.1,XP_019887337.1,0,1218,0,1223
XP_019884710.1,XP_026826988.1,0,1199,0,1202
XP_019884711.1,XP_019887335.1,0,1219,0,1225
XP_019884711.1,XP_019887336.1,0,1241,0,1246
XP_019884711.1,XP_019887337.1,0,1219,0,1224
XP_019884711.1,XP_026826988.1,0,1200,0,1204
XP_019884712.1,XP_026826188.1,0,600,0,600
XP_019884712.1,XP_026826189.1,0,590,0,590
XP_019884712.1,XP_026826190.1,0,591,0,591
XP_019884712.1,XP_026826191.1,0,600,0,600
XP_019884712.1,XP_026826192.1,0,600,0,600
XP_019884714.2,XP_011340857.1,0,14735,0,14752
XP_019884714.2,XP_026824459.1,0,15410,0,15422
XP_019884714.2,XP_026824460.1,0,15397,0,15409
XP_019884714.2,XP_026824461.1,0,15417,0,15428
XP_019884714.2,XP_026824462.1,0,15388,0,15399
XP_019884714.2,XP_026824463.1,0,15385,0,15402
XP_019884714.2,XP_026824464.1,0,15392,0,15408
XP_019884714.2,XP_026824465.1,0,15369,0,15385
XP_019884714.2,XP_026824466.1,0,15357,0,15369
XP_019884714.2,XP_026824467.1,0,15343,0,15360
XP_019884714.2,XP_026824468.1,0,15344,0,15364
XP_019884714.2,XP_026824469.1,0,15333,0,15340
XP_019884714.2,XP_026824470.1,0,15343,0,15362
XP_019884714.2,XP_026824471.1,0,15483,0,15498
XP_019884714.2,XP_026824472.1,0,15483,0,15498
XP_019884714.2,XP_026824473.1,0,15483,0,15498
XP_019884714.2,XP_026824474.1,0,15459,0,15476
XP_019884714.2,XP_026824475.1,0,15244,0,15258
XP_019884714.2,XP_026824476.1,0,15316,0,15327
XP_019884714.2,XP_026824477.1,0,15329,0,15334
XP_019884714.2,XP_026824478.1,0,15446,0,15464
XP_019884714.2,XP_026824479.1,0,15214,0,15233
XP_019884714.2,XP_026824480.1,0,15400,0,15420
XP_019884714.2,XP_026824481.1,0,15263,0,15279
XP_019884714.2,XP_026824482.1,0,15380,0,15398
XP_019884714.2,XP_026824483.1,0,15150,0,15139
XP_019884714.2,XP_026824484.1,0,15150,0,15139
XP_019884714.2,XP_026824485.1,0,15130,0,15115
XP_019884714.2,XP_026824486.1,0,15151,0,15171
XP_019884714.2,XP_026824487.1,0,15231,0,15245
XP_019884714.2,XP_026824488.1,0,15231,0,15245
XP_019884714.2,XP_026824492.1,0,15302,0,15319
XP_019884714.2,XP_026824493.1,0,15050,0,15035
XP_019884716.2,XP_011340857.1,0,14714,0,14732
XP_019884716.2,XP_026824459.1,0,15388,0,15399
XP_019884716.2,XP_026824460.1,0,15375,0,15386
XP_019884716.2,XP_026824461.1,0,15394,0,15406
XP_019884716.2,XP_026824462.1,0,15394,0,15406
XP_019884716.2,XP_026824463.1,0,15364,0,15379
XP_019884716.2,XP_026824464.1,0,15370,0,15385
XP_019884716.2,XP_026824465.1,0,15377,0,15394
XP_019884716.2,XP_026824466.1,0,15340,0,15346
XP_019884716.2,XP_026824467.1,0,15325,0,15337
XP_019884716.2,XP_026824468.1,0,15322,0,15341
XP_019884716.2,XP_026824469.1,0,15337,0,15344
XP_019884716.2,XP_026824470.1,0,15321,0,15339
XP_019884716.2,XP_026824471.1,0,15459,0,15476
XP_019884716.2,XP_026824472.1,0,15459,0,15476
XP_019884716.2,XP_026824473.1,0,15459,0,15476
XP_019884716.2,XP_026824474.1,0,15467,0,15483
XP_019884716.2,XP_026824475.1,0,15221,0,15235
XP_019884716.2,XP_026824476.1,0,15318,0,15330
XP_019884716.2,XP_026824477.1,0,15305,0,15312
XP_019884716.2,XP_026824478.1,0,15453,0,15471
XP_019884716.2,XP_026824479.1,0,15188,0,15209
XP_019884716.2,XP_026824480.1,0,15398,0,15422
XP_019884716.2,XP_026824481.1,0,15244,0,15257
XP_019884716.2,XP_026824482.1,0,15384,0,15401
XP_019884716.2,XP_026824483.1,0,15150,0,15140
XP_019884716.2,XP_026824484.1,0,15150,0,15140
XP_019884716.2,XP_026824485.1,0,15129,0,15116
XP_019884716.2,XP_026824486.1,0,15128,0,15149
XP_019884716.2,XP_026824487.1,0,15231,0,15248
XP_019884716.2,XP_026824488.1,0,15231,0,15248
XP_019884716.2,XP_026824492.1,0,15310,0,15329
XP_019884716.2,XP_026824493.1,0,15050,0,15035
XP_019884717.2,XP_011340857.1,0,14689,0,14706
XP_019884717.2,XP_026824459.1,0,15363,0,15379
XP_019884717.2,XP_026824460.1,0,15350,0,15366
XP_019884717.2,XP_026824461.1,0,15369,0,15385
XP_019884717.2,XP_026824462.1,0,15371,0,15388
XP_019884717.2,XP_026824463.1,0,15375,0,15386
XP_019884717.2,XP_026824464.1,0,15383,0,15394
XP_019884717.2,XP_026824465.1,0,15389,0,15401
XP_019884717.2,XP_026824466.1,0,15311,0,15321
XP_019884717.2,XP_026824467.1,0,15300,0,15312
XP_019884717.2,XP_026824468.1,0,15298,0,15320
XP_019884717.2,XP_026824469.1,0,15312,0,15323
XP_019884717.2,XP_026824470.1,0,15296,0,15314
XP_019884717.2,XP_026824471.1,0,15439,0,15451
XP_019884717.2,XP_026824472.1,0,15439,0,15451
XP_019884717.2,XP_026824473.1,0,15439,0,15451
XP_019884717.2,XP_026824474.1,0,15446,0,15458
XP_019884717.2,XP_026824475.1,0,15196,0,15206
XP_019884717.2,XP_026824476.1,0,15330,0,15337
XP_019884717.2,XP_026824477.1,0,15281,0,15291
XP_019884717.2,XP_026824478.1,0,15453,0,15471
XP_019884717.2,XP_026824479.1,0,15168,0,15184
XP_019884717.2,XP_026824480.1,0,15378,0,15395
XP_019884717.2,XP_026824481.1,0,15215,0,15234
XP_019884717.2,XP_026824482.1,0,15391,0,15408
XP_019884717.2,XP_026824483.1,0,15129,0,15115
XP_019884717.2,XP_026824484.1,0,15129,0,15115
XP_019884717.2,XP_026824485.1,0,15137,0,15128
XP_019884717.2,XP_026824486.1,0,15108,0,15125
XP_019884717.2,XP_026824487.1,0,15210,0,15222
XP_019884717.2,XP_026824488.1,0,15210,0,15222
XP_019884717.2,XP_026824492.1,0,15322,0,15337
XP_019884717.2,XP_026824493.1,0,15058,0,15047
XP_019884718.2,XP_011340857.1,0,14654,0,14676
XP_019884718.2,XP_026824459.1,0,15333,0,15339
XP_019884718.2,XP_026824460.1,0,15320,0,15326
XP_019884718.2,XP_026824461.1,0,15339,0,15345
XP_019884718.2,XP_026824462.1,0,15337,0,15343
XP_019884718.2,XP_026824463.1,0,15310,0,15320
XP_019884718.2,XP_026824464.1,0,15316,0,15327
XP_019884718.2,XP_026824465.1,0,15318,0,15330
XP_019884718.2,XP_026824466.1,0,15276,0,15286
XP_019884718.2,XP_026824467.1,0,15269,0,15277
XP_019884718.2,XP_026824468.1,0,15267,0,15281
XP_019884718.2,XP_026824469.1,0,15353,0,15360
XP_019884718.2,XP_026824470.1,0,15266,0,15272
XP_019884718.2,XP_026824471.1,0,15401,0,15421
XP_019884718.2,XP_026824472.1,0,15401,0,15421
XP_019884718.2,XP_026824473.1,0,15401,0,15421
XP_019884718.2,XP_026824474.1,0,15406,0,15422
XP_019884718.2,XP_026824475.1,0,15165,0,15177
XP_019884718.2,XP_026824476.1,0,15335,0,15342
XP_019884718.2,XP_026824477.1,0,15246,0,15255
XP_019884718.2,XP_026824478.1,0,15384,0,15401
XP_019884718.2,XP_026824479.1,0,15141,0,15152
XP_019884718.2,XP_026824480.1,0,15419,0,15431
XP_019884718.2,XP_026824481.1,0,15188,0,15198
XP_019884718.2,XP_026824482.1,0,15401,0,15416
XP_019884718.2,XP_026824483.1,0,15151,0,15146
XP_019884718.2,XP_026824484.1,0,15151,0,15146
XP_019884718.2,XP_026824485.1,0,15131,0,15121
XP_019884718.2,XP_026824486.1,0,15072,0,15089
XP_019884718.2,XP_026824487.1,0,15240,0,15250
XP_019884718.2,XP_026824488.1,0,15240,0,15250
XP_019884718.2,XP_026824492.1,0,15258,0,15269
XP_019884718.2,XP_026824493.1,0,15053,0,15043
XP_019884719.2,XP_026824459.1,0,15310,0,15320
XP_019884719.2,XP_026824460.1,0,15297,0,15307
XP_019884719.2,XP_026824461.1,0,15316,0,15326
XP_019884719.2,XP_026824462.1,0,15312,0,15323
XP_019884719.2,XP_026824463.1,0,15322,0,15328
XP_019884719.2,XP_026824464.1,0,15328,0,15334
XP_019884719.2,XP_026824465.1,0,15330,0,15337
XP_019884719.2,XP_026824466.1,0,15257,0,15263
XP_019884719.2,XP_026824467.1,0,15246,0,15258
XP_019884719.2,XP_026824468.1,0,15244,0,15262
XP_019884719.2,XP_026824469.1,0,15329,0,15335
XP_019884719.2,XP_026824470.1,0,15243,0,15249
XP_019884719.2,XP_026824471.1,0,15374,0,15392
XP_019884719.2,XP_026824472.1,0,15374,0,15392
XP_019884719.2,XP_026824473.1,0,15374,0,15392
XP_019884719.2,XP_026824474.1,0,15378,0,15394
XP_019884719.2,XP_026824475.1,0,15145,0,15152
XP_019884719.2,XP_026824476.1,0,15342,0,15354
XP_019884719.2,XP_026824477.1,0,15223,0,15236
XP_019884719.2,XP_026824478.1,0,15392,0,15408
XP_019884719.2,XP_026824479.1,0,15116,0,15131
XP_019884719.2,XP_026824480.1,0,15394,0,15410
XP_019884719.2,XP_026824481.1,0,15157,0,15173
XP_019884719.2,XP_026824482.1,0,15412,0,15417
XP_019884719.2,XP_026824483.1,0,15131,0,15122
XP_019884719.2,XP_026824484.1,0,15131,0,15122
XP_019884719.2,XP_026824485.1,0,15137,0,15129
XP_019884719.2,XP_026824486.1,0,15048,0,15068
XP_019884719.2,XP_026824487.1,0,15214,0,15225
XP_019884719.2,XP_026824488.1,0,15214,0,15225
XP_019884719.2,XP_026824492.1,0,15270,0,15276
XP_019884719.2,XP_026824493.1,0,15061,0,15054
XP_019884720.1,XP_026824501.1,0,995,0,995
XP_019884726.1,XP_026824905.1,0,7108,0,7079
XP_019884726.1,XP_026824906.1,0,7117,0,7088
XP_019884727.1,XP_026826580.1,0,2691,0,2674
XP_019884727.1,XP_026826581.1,0,2685,0,2667
XP_019884727.1,XP_026826582.1,0,2640,0,2624
XP_019884729.1,XP_026826580.1,0,2691,0,2674
XP_019884729.1,XP_026826581.1,0,2685,0,2667
XP_019884729.1,XP_026826582.1,0,2640,0,2624
XP_019884730.2,XP_026827390.1,0,3766,0,3821
XP_019884735.1,XP_011332061.1,0,1386,0,1386
XP_019884736.1,XP_011333137.1,0,1660,0,1668
XP_019884740.1,XP_011346422.1,0,749,0,726
XP_019884741.1,XP_011340856.1,0,1170,0,1170
XP_019884747.1,XP_011351136.1,0,756,0,781
XP_019884748.2,XP_026829286.1,5.00E-138,400,9.00E-143,413
XP_019884749.1,XP_011343113.1,6.00E-168,469,6.00E-168,469
XP_019884752.1,XP_011340212.2,0,1383,0,1361
XP_019884757.1,XP_026829650.1,0,989,0,989
XP_019884757.1,XP_026829651.1,0,989,0,989
XP_019884757.1,XP_026829652.1,0,989,0,989
XP_019884757.1,XP_026829653.1,0,989,0,989
XP_019884757.1,XP_026829654.1,0,989,0,989
XP_019884757.1,XP_026829655.1,0,989,0,989
XP_019884757.1,XP_026829656.1,0,989,0,989
XP_019884758.1,XP_026829657.1,0,935,0,935
XP_019884761.1,XP_011345760.1,0,2322,0,2313
XP_019884761.1,XP_011345761.1,0,2221,0,2214
XP_019884762.1,XP_011345760.1,0,2322,0,2313
XP_019884762.1,XP_011345761.1,0,2221,0,2214
XP_019884763.1,XP_011345760.1,0,2226,0,2214
XP_019884763.1,XP_011345761.1,0,2272,0,2264
XP_019884764.2,XP_011339452.2,0,939,0,889
XP_019884768.1,XP_011338163.1,0,1651,0,1667
XP_019884769.1,XP_011338163.1,0,1644,0,1660
XP_019884770.1,XP_011338163.1,0,1630,0,1649
XP_019884771.1,XP_019887298.1,0,1407,0,1407
XP_019884772.2,XP_019887287.1,0,1171,0,1189
XP_019884772.2,XP_019887289.1,0,1152,0,1171
XP_019884773.1,XP_019887293.1,0,1361,0,1380
XP_019884774.1,XP_019887293.1,0,1361,0,1380
XP_019884775.1,XP_019887295.1,0,1321,0,1338
XP_019884775.1,XP_019887297.1,0,1321,0,1338
XP_019884775.1,XP_026827615.1,0,1258,0,1277
XP_019884776.1,XP_019887295.1,0,1321,0,1338
XP_019884776.1,XP_019887297.1,0,1321,0,1338
XP_019884776.1,XP_026827615.1,0,1258,0,1277
XP_019884777.1,XP_019887295.1,0,1265,0,1279
XP_019884777.1,XP_019887297.1,0,1265,0,1279
XP_019884777.1,XP_026827615.1,0,1261,0,1279
XP_019884778.2,XP_019887287.1,0,1171,0,1189
XP_019884778.2,XP_019887289.1,0,1152,0,1171
XP_019884779.1,XP_019887298.1,0,1407,0,1407
XP_019884780.1,XP_019887301.1,0,1236,0,1274
XP_019884780.1,XP_026827616.1,0,1236,0,1274
XP_019884781.1,XP_019887301.1,0,1236,0,1274
XP_019884781.1,XP_026827616.1,0,1236,0,1274
XP_019884782.1,XP_019887301.1,0,1236,0,1274
XP_019884782.1,XP_026827616.1,0,1236,0,1274
XP_019884783.1,XP_019887303.1,0,1008,0,1026
XP_019884806.1,XP_011338027.2,0,1087,0,1087
XP_019884806.1,XP_026827618.1,0,1087,0,1087
XP_019884806.1,XP_026827619.1,0,1087,0,1087
XP_019884807.1,XP_011338027.2,0,1087,0,1087
XP_019884807.1,XP_026827618.1,0,1087,0,1087
XP_019884807.1,XP_026827619.1,0,1087,0,1087
XP_019884808.1,XP_011338195.1,0,553,0,555
XP_019884808.1,XP_026827620.1,0,553,0,555
XP_019884810.1,XP_026824282.1,3.00E-166,473,4.00E-166,473
XP_019884813.1,XP_026824243.1,0,1606,0,1599
XP_019884815.1,XP_019889343.1,2.00E-36,119,2.00E-36,119
XP_019884816.1,XP_011334879.1,0,1676,0,1699
XP_019884816.1,XP_011334880.1,0,1676,0,1699
XP_019884816.1,XP_011334881.1,0,1676,0,1699
XP_019884816.1,XP_011334882.1,0,1676,0,1699
XP_019884816.1,XP_011334884.1,0,1676,0,1699
XP_019884816.1,XP_011334885.1,0,1676,0,1699
XP_019884816.1,XP_011334886.1,0,1676,0,1699
XP_019884816.1,XP_011334887.1,0,1668,0,1693
XP_019884816.1,XP_011334889.1,0,1684,0,1706
XP_019884816.1,XP_011334891.1,0,1636,0,1659
XP_019884816.1,XP_011334892.1,0,1613,0,1637
XP_019884816.1,XP_019886743.1,0,1641,0,1665
XP_019884816.1,XP_026823748.1,0,1676,0,1699
XP_019884816.1,XP_026823754.1,0,1676,0,1699
XP_019884816.1,XP_026823777.1,0,1649,0,1672
XP_019884817.1,XP_011334879.1,0,1638,0,1661
XP_019884817.1,XP_011334880.1,0,1638,0,1661
XP_019884817.1,XP_011334881.1,0,1638,0,1661
XP_019884817.1,XP_011334882.1,0,1638,0,1661
XP_019884817.1,XP_011334884.1,0,1638,0,1661
XP_019884817.1,XP_011334885.1,0,1638,0,1661
XP_019884817.1,XP_011334886.1,0,1638,0,1661
XP_019884817.1,XP_011334887.1,0,1631,0,1655
XP_019884817.1,XP_011334889.1,0,1613,0,1637
XP_019884817.1,XP_011334891.1,0,1598,0,1622
XP_019884817.1,XP_011334892.1,0,1652,0,1674
XP_019884817.1,XP_026823748.1,0,1638,0,1661
XP_019884817.1,XP_026823754.1,0,1638,0,1661
XP_019884818.1,XP_011334893.1,0,1570,0,1594
XP_019884818.1,XP_026823776.1,0,1563,0,1588
XP_019884824.1,XP_026825078.1,0,766,0,781
XP_019884825.1,XP_011343908.1,0,561,0,561
XP_019884835.2,XP_026825954.1,0,543,0,543
XP_019884836.1,XP_011346391.1,3.00E-88,262,3.00E-90,267
XP_019884843.1,XP_011346361.1,0,1068,0,1048
XP_019884849.2,XP_011343883.1,0,1217,0,1217
XP_019884850.1,XP_011343891.1,0,913,0,913
XP_019884850.1,XP_026824158.1,0,919,0,919
XP_019884855.1,XP_011334302.1,0,818,0,818
XP_019884862.2,XP_011331392.2,1.00E-138,404,3.00E-135,396
XP_019884863.1,XP_011331392.2,7.00E-132,387,2.00E-128,378
XP_019884867.1,XP_026825405.1,0,881,0,894
XP_019884874.1,XP_011346990.1,0,2808,0,2793
XP_019884875.1,XP_011339602.2,0,1339,0,1358
XP_019884875.1,XP_026827777.1,0,1339,0,1358
XP_019884875.1,XP_026827778.1,0,1339,0,1358
XP_019884876.1,XP_011339602.2,0,1347,0,1367
XP_019884876.1,XP_026827777.1,0,1347,0,1367
XP_019884876.1,XP_026827778.1,0,1347,0,1367
XP_019884877.1,XP_011339602.2,0,1310,0,1330
XP_019884877.1,XP_026827777.1,0,1310,0,1330
XP_019884877.1,XP_026827778.1,0,1310,0,1330
XP_019884879.1,XP_011342225.1,5.00E-167,466,5.00E-167,466
XP_019884879.1,XP_011342227.1,6.00E-168,469,6.00E-168,469
XP_019884886.1,XP_019887677.1,8.00E-135,379,8.00E-135,379
XP_019884888.1,XP_011339857.1,0,1265,0,1265
XP_019884888.1,XP_011339858.1,0,1266,0,1266
XP_019884889.1,XP_011346459.1,0,560,0,569
XP_019884889.1,XP_011346460.1,0,560,0,569
XP_019884889.1,XP_011346461.1,0,560,0,569
XP_019884889.1,XP_011346462.1,0,560,0,569
XP_019884890.1,XP_011339809.1,0,560,0,560
XP_019884891.1,XP_011332214.1,0,818,0,838
XP_019884891.1,XP_011332215.1,0,818,0,838
XP_019884892.2,XP_011338426.1,0,980,0,980
