pogo,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011640406.1,XP_019882919.2,1.00E-66,207,2.00E-60,190
XP_011640407.1,XP_011263902.1,1.00E-81,239,6.00E-82,239
XP_011640408.1,XP_011263901.1,0,647,0,647
XP_011640409.1,XP_011263900.1,1.00E-136,385,7.00E-137,385
XP_011640410.1,XP_011263900.1,1.00E-136,385,7.00E-137,385
XP_011640411.1,XP_011265445.2,0,5593,0,5588
XP_011640411.1,XP_025268654.1,0,5574,0,5569
XP_011640411.1,XP_025268656.1,0,5574,0,5569
XP_011640412.1,XP_011265445.2,0,5593,0,5588
XP_011640412.1,XP_025268654.1,0,5574,0,5569
XP_011640412.1,XP_025268656.1,0,5574,0,5569
XP_011640413.1,XP_025268657.1,0,4590,0,4584
XP_011640413.1,XP_025268658.1,0,4584,0,4576
XP_011640413.1,XP_025268659.1,0,4465,0,4445
XP_011640414.1,XP_025268657.1,0,4456,0,4448
XP_011640414.1,XP_025268658.1,0,4456,0,4446
XP_011640414.1,XP_025268659.1,0,4457,0,4446
XP_011640415.1,XP_025268657.1,0,4456,0,4448
XP_011640415.1,XP_025268658.1,0,4457,0,4447
XP_011640415.1,XP_025268659.1,0,4457,0,4444
XP_011640416.1,XP_025268657.1,0,4457,0,4447
XP_011640416.1,XP_025268658.1,0,4457,0,4444
XP_011640416.1,XP_025268659.1,0,4467,0,4458
XP_011640421.2,XP_011257353.3,0,556,0,543
XP_011640422.1,XP_011257359.1,0,1241,0,1241
XP_011640423.1,XP_011257357.2,0,654,0,657
XP_011640423.1,XP_011257358.2,0,651,0,655
XP_011640424.1,XP_011257357.2,0,654,0,654
XP_011640424.1,XP_011257358.2,0,651,0,653
XP_011640425.1,XP_011257355.1,0,688,0,710
XP_011640428.1,XP_011253694.1,0,1147,0,1144
XP_011640428.1,XP_025261722.1,0,1147,0,1144
XP_011640428.1,XP_025261723.1,0,1147,0,1144
XP_011640428.1,XP_025261724.1,0,1147,0,1144
XP_011640429.1,XP_011257354.1,0,1037,0,1024
XP_011640430.1,XP_011257361.1,0,590,0,590
XP_011640430.1,XP_011257362.1,0,585,0,585
XP_011640434.1,XP_025265876.1,0,601,0,596
XP_011640435.1,XP_011253694.1,0,1147,0,1144
XP_011640435.1,XP_025261722.1,0,1147,0,1144
XP_011640435.1,XP_025261723.1,0,1147,0,1144
XP_011640435.1,XP_025261724.1,0,1147,0,1144
XP_011640440.1,XP_011268066.2,0,1879,0,1714
XP_011640442.1,XP_011258173.1,1.00E-147,417,7.00E-148,417
XP_011640443.1,XP_011253694.1,0,1147,0,1144
XP_011640443.1,XP_025261722.1,0,1147,0,1144
XP_011640443.1,XP_025261723.1,0,1147,0,1144
XP_011640443.1,XP_025261724.1,0,1147,0,1144
XP_011640450.1,XP_025265967.1,0,954,0,954
XP_011640451.1,XP_011253694.1,0,1152,0,1150
XP_011640451.1,XP_025261722.1,0,1152,0,1150
XP_011640451.1,XP_025261723.1,0,1152,0,1150
XP_011640451.1,XP_025261724.1,0,1152,0,1150
XP_011640453.1,XP_011257363.1,0,813,0,803
XP_011640453.1,XP_025268694.1,0,813,0,804
XP_011640454.2,XP_025265977.1,0,521,0,525
XP_011640454.2,XP_025266017.1,0,523,0,523
XP_011640458.2,XP_025266018.1,0,905,0,905
XP_011640459.1,XP_025265985.1,0,657,0,657
XP_011640465.2,XP_025266013.1,2.00E-163,464,1.00E-163,464
XP_011640467.1,XP_011268374.1,0,867,0,850
XP_011640469.1,XP_011253105.1,0,606,0,607
XP_011640469.1,XP_025263276.1,0,606,0,607
XP_011640470.1,XP_011253105.1,0,606,0,607
XP_011640470.1,XP_025263276.1,0,606,0,607
XP_011640471.1,XP_011253105.1,0,606,0,607
XP_011640471.1,XP_025263276.1,0,606,0,607
XP_011640472.1,XP_011253105.1,0,606,0,607
XP_011640472.1,XP_025263276.1,0,606,0,607
XP_011640475.1,XP_011256220.1,0,2557,0,2580
XP_011640475.1,XP_011256222.1,0,2557,0,2580
XP_011640475.1,XP_011256224.1,0,2524,0,2546
XP_011640475.1,XP_011256225.1,0,2489,0,2511
XP_011640475.1,XP_011256227.1,0,2472,0,2494
XP_011640475.1,XP_019883068.1,0,2557,0,2580
XP_011640475.1,XP_025262654.1,0,2557,0,2580
XP_011640475.1,XP_025262655.1,0,2457,0,2480
XP_011640477.1,XP_025262577.1,2.00E-170,483,7.00E-173,488
XP_011640477.1,XP_025262578.1,2.00E-170,483,7.00E-173,488
XP_011640478.1,XP_011256220.1,0,2544,0,2565
XP_011640478.1,XP_011256222.1,0,2544,0,2565
XP_011640478.1,XP_011256224.1,0,2511,0,2532
XP_011640478.1,XP_011256225.1,0,2491,0,2513
XP_011640478.1,XP_011256227.1,0,2459,0,2481
XP_011640478.1,XP_019883068.1,0,2544,0,2565
XP_011640478.1,XP_025262654.1,0,2544,0,2565
XP_011640478.1,XP_025262655.1,0,2459,0,2482
XP_011640479.1,XP_011256220.1,0,2522,0,2558
XP_011640479.1,XP_011256222.1,0,2522,0,2558
XP_011640479.1,XP_011256224.1,0,2532,0,2569
XP_011640479.1,XP_011256225.1,0,2453,0,2491
XP_011640479.1,XP_011256227.1,0,2437,0,2474
XP_011640479.1,XP_019883068.1,0,2522,0,2558
XP_011640479.1,XP_025262654.1,0,2522,0,2558
XP_011640479.1,XP_025262655.1,0,2466,0,2502
XP_011640480.1,XP_011256220.1,0,2491,0,2512
XP_011640480.1,XP_011256222.1,0,2491,0,2512
XP_011640480.1,XP_011256224.1,0,2458,0,2480
XP_011640480.1,XP_011256225.1,0,2504,0,2526
XP_011640480.1,XP_011256227.1,0,2408,0,2429
XP_011640480.1,XP_019883068.1,0,2491,0,2512
XP_011640480.1,XP_025262654.1,0,2491,0,2512
XP_011640480.1,XP_025262655.1,0,2469,0,2491
XP_011640481.1,XP_011256220.1,0,2470,0,2493
XP_011640481.1,XP_011256222.1,0,2470,0,2493
XP_011640481.1,XP_011256224.1,0,2437,0,2459
XP_011640481.1,XP_011256225.1,0,2405,0,2428
XP_011640481.1,XP_011256227.1,0,2492,0,2516
XP_011640481.1,XP_019883068.1,0,2470,0,2493
XP_011640481.1,XP_025262654.1,0,2470,0,2493
XP_011640481.1,XP_025262655.1,0,2368,0,2393
XP_011640482.1,XP_011256220.1,0,2457,0,2477
XP_011640482.1,XP_011256222.1,0,2457,0,2477
XP_011640482.1,XP_011256224.1,0,2467,0,2490
XP_011640482.1,XP_011256225.1,0,2469,0,2492
XP_011640482.1,XP_011256227.1,0,2373,0,2394
XP_011640482.1,XP_019883068.1,0,2457,0,2477
XP_011640482.1,XP_025262654.1,0,2457,0,2477
XP_011640482.1,XP_025262655.1,0,2483,0,2505
XP_011640483.1,XP_011256219.1,0,634,0,634
XP_011640484.1,XP_011256215.1,0,673,0,698
XP_011640484.1,XP_025262740.1,0,673,0,698
XP_011640485.1,XP_011256217.1,0,874,0,874
XP_011640486.1,XP_011256218.1,0,823,0,828
XP_011640487.1,XP_025262577.1,2.00E-170,483,7.00E-173,488
XP_011640487.1,XP_025262578.1,2.00E-170,483,7.00E-173,488
XP_011640489.1,XP_011256213.1,0,817,0,796
XP_011640489.1,XP_025262657.1,0,817,0,796
XP_011640490.1,XP_011256210.1,0,561,0,557
XP_011640490.1,XP_011256211.1,0,561,0,557
XP_011640490.1,XP_011256212.1,0,561,0,557
XP_011640491.1,XP_011256208.2,7.00E-129,367,4.00E-129,367
XP_011640491.1,XP_019883052.2,7.00E-129,367,4.00E-129,367
XP_011640492.1,XP_011256209.1,0,1285,0,1310
XP_011640493.1,XP_011256207.2,0,985,0,953
XP_011640494.1,XP_025262577.1,2.00E-167,475,8.00E-170,481
XP_011640494.1,XP_025262578.1,2.00E-167,475,8.00E-170,481
XP_011640495.1,XP_011256207.2,0,991,0,959
XP_011640496.1,XP_011256204.2,0,651,0,657
XP_011640497.1,XP_011256201.1,0,776,0,759
XP_011640499.1,XP_011256203.1,4.00E-121,349,3.00E-121,349
XP_011640499.1,XP_025262879.1,3.00E-121,351,2.00E-121,351
XP_011640499.1,XP_025262880.1,4.00E-121,349,3.00E-121,349
XP_011640503.1,XP_011256199.1,0,984,0,984
XP_011640504.1,XP_011256186.1,0,696,0,696
XP_011640505.1,XP_011256187.1,0,521,7.00E-179,502
XP_011640506.1,XP_011256187.1,0,520,1.00E-178,501
XP_011640507.1,XP_011256187.1,0,520,1.00E-178,501
XP_011640508.1,XP_011256189.2,0,1903,0,1910
XP_011640509.1,XP_011256189.2,0,1897,0,1905
XP_011640510.1,XP_011256189.2,0,1841,0,1848
XP_011640511.1,XP_011256190.2,0,1943,0,1958
XP_011640511.1,XP_019883073.2,0,2007,0,2020
XP_011640511.1,XP_025262723.1,0,2007,0,2020
XP_011640512.1,XP_011256192.1,0,4662,0,4638
XP_011640512.1,XP_019883056.1,0,4685,0,4632
XP_011640512.1,XP_019883057.1,0,4685,0,4632
XP_011640512.1,XP_019883058.1,0,4685,0,4632
XP_011640512.1,XP_019883059.1,0,4685,0,4632
XP_011640512.1,XP_019883060.1,0,4675,0,4621
XP_011640512.1,XP_025262741.1,0,4685,0,4632
XP_011640513.1,XP_019883090.2,0,1857,0,1877
XP_011640515.1,XP_011256183.1,0,746,0,756
XP_011640516.1,XP_011256183.1,0,710,0,719
XP_011640517.1,XP_011256184.1,0,580,0,580
XP_011640518.1,XP_011255174.1,3.00E-82,241,2.00E-82,241
XP_011640518.1,XP_011255175.1,3.00E-82,241,2.00E-82,241
XP_011640518.1,XP_011255176.1,3.00E-82,241,2.00E-82,241
XP_011640518.1,XP_011255177.1,3.00E-82,241,2.00E-82,241
XP_011640520.1,XP_011256184.1,0,578,0,578
XP_011640521.1,XP_011256182.2,0,531,0,525
XP_011640522.1,XP_011256179.1,0,3774,0,3766
XP_011640522.1,XP_011256181.1,0,3774,0,3766
XP_011640523.1,XP_011256177.1,2.00E-154,436,6.00E-155,436
XP_011640523.1,XP_011256178.1,2.00E-154,436,6.00E-155,436
XP_011640523.1,XP_025262875.1,2.00E-154,436,6.00E-155,436
XP_011640523.1,XP_025262876.1,2.00E-154,436,6.00E-155,436
XP_011640526.1,XP_011255174.1,3.00E-82,241,2.00E-82,241
XP_011640526.1,XP_011255175.1,3.00E-82,241,2.00E-82,241
XP_011640526.1,XP_011255176.1,3.00E-82,241,2.00E-82,241
XP_011640526.1,XP_011255177.1,3.00E-82,241,2.00E-82,241
XP_011640528.1,XP_011256168.1,0,595,0,595
XP_011640528.1,XP_011256169.1,0,582,0,582
XP_011640529.1,XP_011256168.1,0,582,0,582
XP_011640529.1,XP_011256169.1,0,588,0,588
XP_011640530.1,XP_011256165.1,0,1172,0,1172
XP_011640531.1,XP_011256165.1,0,1172,0,1172
XP_011640532.1,XP_011256162.1,0,1209,0,1203
XP_011640533.1,XP_011256162.1,0,1209,0,1203
XP_011640534.1,XP_011256163.1,0,1250,0,1250
XP_011640534.1,XP_011256164.1,0,1213,0,1213
XP_011640535.1,XP_011256157.1,2.00E-100,293,7.00E-83,248
XP_011640536.1,XP_011256159.1,0,744,0,744
XP_011640536.1,XP_019883062.1,0,744,0,744
XP_011640536.1,XP_019883063.1,0,744,0,744
XP_011640537.1,XP_011256159.1,0,743,0,743
XP_011640537.1,XP_019883062.1,0,743,0,743
XP_011640537.1,XP_019883063.1,0,743,0,743
XP_011640538.1,XP_011263368.1,1.00E-133,382,1.00E-144,409
XP_011640539.1,XP_019883072.2,0,5168,0,5120
XP_011640540.1,XP_019883072.2,0,5168,0,5120
XP_011640541.1,XP_019883072.2,0,5173,0,5123
XP_011640542.1,XP_019883072.2,0,5174,0,5126
XP_011640543.1,XP_019883072.2,0,5178,0,5125
XP_011640544.1,XP_019883072.2,0,5144,0,5097
XP_011640546.1,XP_019883072.2,0,5044,0,4992
XP_011640547.1,XP_019883065.2,0,1226,0,1250
XP_011640547.1,XP_025262874.1,0,1227,0,1249
XP_011640551.1,XP_011263370.1,0,650,0,650
XP_011640552.1,XP_011253001.1,3.00E-100,297,5.00E-105,309
XP_011640555.1,XP_011265259.1,0,1034,0,1034
XP_011640556.1,XP_011265262.1,0,598,0,598
XP_011640556.1,XP_019884808.1,0,598,0,598
XP_011640557.1,XP_011265262.1,0,598,0,598
XP_011640557.1,XP_019884808.1,0,598,0,598
XP_011640558.1,XP_011265262.1,0,598,0,598
XP_011640558.1,XP_019884808.1,0,598,0,598
XP_011640561.1,XP_011265257.1,0,1703,0,1736
XP_011640561.1,XP_011265258.1,0,1681,0,1714
XP_011640561.1,XP_019884768.1,0,1670,0,1706
XP_011640561.1,XP_019884769.1,0,1665,0,1698
XP_011640561.1,XP_019884770.1,0,1652,0,1687
XP_011640562.1,XP_011265257.1,0,1682,0,1712
XP_011640562.1,XP_011265258.1,0,1687,0,1719
XP_011640562.1,XP_019884768.1,0,1658,0,1691
XP_011640562.1,XP_019884769.1,0,1644,0,1677
XP_011640562.1,XP_019884770.1,0,1655,0,1688
XP_011640566.1,XP_019884771.1,0,1337,0,1349
XP_011640566.1,XP_019884775.1,0,1286,0,1288
XP_011640566.1,XP_019884776.1,0,1286,0,1288
XP_011640566.1,XP_019884777.1,0,1288,0,1290
XP_011640566.1,XP_019884779.1,0,1343,0,1347
XP_011640568.1,XP_011263372.1,0,592,0,592
XP_011640571.2,XP_019884806.1,0,945,0,945
XP_011640571.2,XP_019884807.1,0,945,0,945
XP_011640573.1,XP_011265252.1,3.00E-146,419,1.00E-146,419
XP_011640574.1,XP_011265251.1,0,667,0,667
XP_011640577.1,XP_025267687.1,0,6750,0,6735
XP_011640579.1,XP_025267687.1,0,6732,0,6719
XP_011640580.1,XP_025267687.1,0,6729,0,6722
XP_011640581.1,XP_025267687.1,0,6761,0,6745
XP_011640582.1,XP_025267687.1,0,6719,0,6703
XP_011640583.1,XP_025267687.1,0,6290,0,6518
XP_011640585.1,XP_011265227.1,0,6076,0,5526
XP_011640587.1,XP_025267687.1,0,6883,0,6860
XP_011640593.1,XP_011265227.1,0,6311,0,5693
XP_011640593.1,XP_025267683.1,0,6109,0,5978
XP_011640595.1,XP_011255163.1,1.00E-162,458,8.00E-163,458
XP_011640596.1,XP_011265222.1,1.00E-171,482,8.00E-172,482
XP_011640597.1,XP_025267693.1,0,800,0,830
XP_011640597.1,XP_025267694.1,0,800,0,830
XP_011640598.1,XP_011265220.1,0,889,0,889
XP_011640599.1,XP_011259314.1,0,632,0,631
XP_011640600.1,XP_011261248.1,0,882,0,882
XP_011640601.1,XP_025266578.1,0,1092,0,1092
XP_011640603.1,XP_011268498.2,0,678,0,664
XP_011640606.2,XP_011255184.1,3.00E-41,137,5.00E-33,115
XP_011640608.1,XP_011268493.1,1.00E-166,473,7.00E-167,473
XP_011640610.1,XP_011268491.1,0,554,0,554
XP_011640610.1,XP_011268492.1,0,554,0,554
XP_011640611.1,XP_025262617.1,0,1730,0,1730
XP_011640611.1,XP_025262618.1,0,1730,0,1730
XP_011640612.1,XP_025262617.1,0,1727,0,1727
XP_011640612.1,XP_025262618.1,0,1727,0,1727
XP_011640613.1,XP_011258976.1,0,802,0,802
XP_011640614.1,XP_011258975.2,0,768,0,768
XP_011640616.1,XP_011258974.1,0,581,0,603
XP_011640617.1,XP_011258974.1,0,580,0,602
XP_011640618.1,XP_011255179.2,0,789,0,770
XP_011640618.1,XP_025267929.1,0,782,0,764
XP_011640619.1,XP_019883624.1,0,681,0,681
XP_011640620.1,XP_019883624.1,0,675,0,675
XP_011640621.1,XP_025262623.1,0,4202,0,4202
XP_011640621.1,XP_025262624.1,0,4216,0,4216
XP_011640622.1,XP_011258972.1,5.00E-37,124,7.00E-46,146
XP_011640623.1,XP_011258967.1,0,913,0,948
XP_011640624.1,XP_011258969.1,0,2696,0,2738
XP_011640625.1,XP_011258969.1,0,2701,0,2742
XP_011640626.1,XP_011258969.1,0,2654,0,2698
XP_011640627.1,XP_011258970.1,0,2365,0,2408
XP_011640629.1,XP_011258966.1,0,513,0,546
XP_011640635.1,XP_025262268.1,0,791,0,803
XP_011640635.1,XP_025262269.1,0,806,0,805
XP_011640635.1,XP_025266633.1,0,805,0,801
XP_011640636.1,XP_025262622.1,7.00E-06,45.8,5.00E-06,45.8
XP_011640638.1,XP_025265808.1,2.00E-09,53.1,3.00E-09,52.4
XP_011640641.1,XP_011262973.1,0,840,0,840
XP_011640647.1,XP_011262974.1,4.00E-153,432,3.00E-153,432
XP_011640647.1,XP_019884394.1,4.00E-153,432,3.00E-153,432
XP_011640648.1,XP_011262974.1,4.00E-153,432,3.00E-153,432
XP_011640648.1,XP_019884394.1,4.00E-153,432,3.00E-153,432
XP_011640649.1,XP_011262975.3,0,816,0,798
XP_011640651.1,XP_011262979.1,0,627,0,627
XP_011640651.1,XP_019884395.1,0,627,0,627
XP_011640652.2,XP_011265386.1,0,703,0,703
XP_011640653.1,XP_011262979.1,0,627,0,627
XP_011640653.1,XP_019884395.1,0,627,0,627
XP_011640654.1,XP_011262979.1,0,627,0,627
XP_011640654.1,XP_019884395.1,0,627,0,627
XP_011640655.1,XP_011263836.1,0,528,0,528
XP_011640655.1,XP_011263837.1,0,528,0,528
XP_011640655.1,XP_011263838.1,0,528,0,528
XP_011640658.1,XP_011263839.2,0,764,0,764
XP_011640659.1,XP_011263833.1,0,623,0,630
XP_011640659.1,XP_011263834.1,0,623,0,630
XP_011640659.1,XP_011263835.1,0,623,0,630
XP_011640659.1,XP_025262726.1,0,623,0,630
XP_011640660.1,XP_011263824.1,0,597,0,597
XP_011640660.1,XP_011263825.1,0,597,0,597
XP_011640660.1,XP_011263826.1,0,597,0,597
XP_011640660.1,XP_011263827.1,0,597,0,597
XP_011640661.1,XP_011263824.1,0,597,0,597
XP_011640661.1,XP_011263825.1,0,597,0,597
XP_011640661.1,XP_011263826.1,0,597,0,597
XP_011640661.1,XP_011263827.1,0,597,0,597
XP_011640662.1,XP_011263824.1,0,597,0,597
XP_011640662.1,XP_011263825.1,0,597,0,597
XP_011640662.1,XP_011263826.1,0,597,0,597
XP_011640662.1,XP_011263827.1,0,597,0,597
XP_011640663.1,XP_011263824.1,0,597,0,597
XP_011640663.1,XP_011263825.1,0,597,0,597
XP_011640663.1,XP_011263826.1,0,597,0,597
XP_011640663.1,XP_011263827.1,0,597,0,597
XP_011640664.1,XP_025263726.1,0,974,0,1018
XP_011640664.1,XP_025263727.1,0,964,0,1008
XP_011640665.1,XP_011263823.2,0,1974,0,1974
XP_011640668.1,XP_011265644.2,0,1035,0,1018
XP_011640669.1,XP_011265646.1,0,573,0,573
XP_011640670.1,XP_025263726.1,0,974,0,1018
XP_011640670.1,XP_025263727.1,0,964,0,1008
XP_011640673.1,XP_011265647.1,0,775,0,778
XP_011640677.1,XP_011265639.1,4.00E-68,202,3.00E-68,202
XP_011640678.1,XP_011265639.1,4.00E-68,202,3.00E-68,202
XP_011640679.1,XP_025263726.1,0,974,0,1018
XP_011640679.1,XP_025263727.1,0,964,0,1008
XP_011640682.1,XP_011259910.2,2.00E-159,444,1.00E-159,444
XP_011640683.1,XP_011252830.1,0,1276,0,1256
XP_011640685.1,XP_025263726.1,0,974,0,1018
XP_011640685.1,XP_025263727.1,0,964,0,1008
XP_011640686.1,XP_011252833.1,2.00E-129,366,1.00E-129,366
XP_011640688.1,XP_011252834.1,1.00E-113,324,8.00E-114,324
XP_011640690.1,XP_011252835.1,0,1250,0,1247
XP_011640690.1,XP_011252836.1,0,1243,0,1241
XP_011640690.1,XP_011252837.1,0,1239,0,1238
XP_011640690.1,XP_025264716.1,0,1234,0,1231
XP_011640691.1,XP_011252835.1,0,1243,0,1241
XP_011640691.1,XP_011252836.1,0,1248,0,1245
XP_011640691.1,XP_011252837.1,0,1233,0,1231
XP_011640691.1,XP_025264716.1,0,1239,0,1236
XP_011640692.1,XP_011252835.1,0,1239,0,1238
XP_011640692.1,XP_011252836.1,0,1234,0,1231
XP_011640692.1,XP_011252837.1,0,1246,0,1243
XP_011640692.1,XP_025264716.1,0,1240,0,1237
XP_011640693.1,XP_011257360.1,0,744,0,744
XP_011640694.1,XP_025263726.1,0,974,0,1018
XP_011640694.1,XP_025263727.1,0,964,0,1008
XP_011640695.1,XP_025262107.1,7.00E-78,234,5.00E-78,234
XP_011640696.1,XP_025262106.1,0,1071,0,1071
XP_011640698.1,XP_011257375.1,0,601,0,601
XP_011640700.1,XP_025267980.1,2.00E-177,491,1.00E-177,491
XP_011640701.1,XP_011257388.1,0,571,0,571
XP_011640702.1,XP_025263726.1,0,979,0,1023
XP_011640702.1,XP_025263727.1,0,965,0,1010
XP_011640703.1,XP_011257433.1,5.00E-134,410,1.00E-137,419
XP_011640706.1,XP_011257445.1,2.00E-153,434,1.00E-159,449
XP_011640706.1,XP_025267984.1,2.00E-153,434,1.00E-159,449
XP_011640706.1,XP_025267985.1,2.00E-153,434,1.00E-159,449
XP_011640708.1,XP_025267997.1,8.00E-160,461,5.00E-160,461
XP_011640708.1,XP_025267998.1,8.00E-160,461,5.00E-160,461
XP_011640709.1,XP_011257493.2,0,654,0,654
XP_011640710.1,XP_011257504.1,3.00E-75,224,2.00E-75,224
XP_011640711.1,XP_011264956.1,3.00E-178,500,2.00E-178,500
XP_011640712.1,XP_025264792.1,0,2216,0,2267
XP_011640714.1,XP_011253992.2,0,1407,0,1407
XP_011640714.1,XP_025262324.1,0,1408,0,1408
XP_011640714.1,XP_025262325.1,0,1407,0,1407
XP_011640715.1,XP_011253990.1,0,718,0,718
XP_011640717.1,XP_025264812.1,0,646,0,646
XP_011640717.1,XP_025264813.1,0,646,0,646
XP_011640717.1,XP_025264814.1,0,646,0,646
XP_011640717.1,XP_025264815.1,0,616,0,616
XP_011640717.1,XP_025264816.1,0,616,0,616
XP_011640717.1,XP_025264817.1,0,617,0,617
XP_011640718.1,XP_011265693.1,0,1488,0,1488
XP_011640719.1,XP_011252827.1,0,1136,0,1136
XP_011640719.1,XP_011252828.1,0,1136,0,1136
XP_011640721.1,XP_011257329.1,0,1011,0,1011
XP_011640722.1,XP_011257329.1,0,1015,0,1015
XP_011640723.1,XP_011257329.1,0,1003,0,1003
XP_011640724.1,XP_011257338.1,0,887,0,887
XP_011640725.1,XP_011257192.2,0,2423,0,2397
XP_011640725.1,XP_011257201.2,0,2416,0,2390
XP_011640725.1,XP_011257210.2,0,2416,0,2389
XP_011640725.1,XP_011257219.2,0,2435,0,2394
XP_011640725.1,XP_011257228.2,0,2414,0,2387
XP_011640725.1,XP_011257236.2,0,2431,0,2394
XP_011640725.1,XP_011257244.2,0,2426,0,2394
XP_011640725.1,XP_011257252.2,0,2367,0,2324
XP_011640725.1,XP_011257261.2,0,2361,0,2318
XP_011640725.1,XP_011257280.2,0,2370,0,2343
XP_011640725.1,XP_011257286.2,0,2347,0,2333
XP_011640725.1,XP_025267987.1,0,2364,0,2321
XP_011640725.1,XP_025267988.1,0,2364,0,2336
XP_011640725.1,XP_025267989.1,0,2381,0,2341
XP_011640725.1,XP_025267990.1,0,2314,0,2269
XP_011640726.1,XP_011257192.2,0,2416,0,2390
XP_011640726.1,XP_011257201.2,0,2422,0,2395
XP_011640726.1,XP_011257210.2,0,2410,0,2383
XP_011640726.1,XP_011257219.2,0,2428,0,2388
XP_011640726.1,XP_011257228.2,0,2408,0,2382
XP_011640726.1,XP_011257236.2,0,2425,0,2387
XP_011640726.1,XP_011257244.2,0,2420,0,2388
XP_011640726.1,XP_011257252.2,0,2361,0,2318
XP_011640726.1,XP_011257261.2,0,2365,0,2323
XP_011640726.1,XP_011257280.2,0,2363,0,2336
XP_011640726.1,XP_011257286.2,0,2340,0,2326
XP_011640726.1,XP_025267987.1,0,2358,0,2316
XP_011640726.1,XP_025267988.1,0,2357,0,2329
XP_011640726.1,XP_025267989.1,0,2375,0,2332
XP_011640726.1,XP_025267990.1,0,2308,0,2262
XP_011640728.1,XP_011257192.2,0,2414,0,2387
XP_011640728.1,XP_011257201.2,0,2408,0,2382
XP_011640728.1,XP_011257210.2,0,2407,0,2380
XP_011640728.1,XP_011257219.2,0,2425,0,2384
XP_011640728.1,XP_011257228.2,0,2420,0,2392
XP_011640728.1,XP_011257236.2,0,2422,0,2385
XP_011640728.1,XP_011257244.2,0,2417,0,2386
XP_011640728.1,XP_011257252.2,0,2358,0,2316
XP_011640728.1,XP_011257261.2,0,2352,0,2309
XP_011640728.1,XP_011257280.2,0,2361,0,2333
XP_011640728.1,XP_011257286.2,0,2337,0,2324
XP_011640728.1,XP_025267987.1,0,2356,0,2313
XP_011640728.1,XP_025267988.1,0,2355,0,2326
XP_011640728.1,XP_025267989.1,0,2373,0,2329
XP_011640728.1,XP_025267990.1,0,2305,0,2260
XP_011640729.1,XP_011257192.2,0,2348,0,2340
XP_011640729.1,XP_011257201.2,0,2342,0,2333
XP_011640729.1,XP_011257210.2,0,2349,0,2340
XP_011640729.1,XP_011257219.2,0,2362,0,2336
XP_011640729.1,XP_011257228.2,0,2341,0,2329
XP_011640729.1,XP_011257236.2,0,2360,0,2336
XP_011640729.1,XP_011257244.2,0,2355,0,2335
XP_011640729.1,XP_011257252.2,0,2417,0,2390
XP_011640729.1,XP_011257261.2,0,2410,0,2383
XP_011640729.1,XP_025267987.1,0,2411,0,2382
XP_011640729.1,XP_025267989.1,0,2307,0,2283
XP_011640729.1,XP_025267990.1,0,2364,0,2337
XP_011640730.1,XP_011257192.2,0,2388,0,2362
XP_011640730.1,XP_011257201.2,0,2382,0,2355
XP_011640730.1,XP_011257210.2,0,2389,0,2362
XP_011640730.1,XP_011257219.2,0,2398,0,2357
XP_011640730.1,XP_011257228.2,0,2380,0,2353
XP_011640730.1,XP_011257236.2,0,2396,0,2357
XP_011640730.1,XP_011257244.2,0,2392,0,2359
XP_011640730.1,XP_011257252.2,0,2375,0,2335
XP_011640730.1,XP_011257261.2,0,2368,0,2328
XP_011640730.1,XP_011257280.2,0,2333,0,2307
XP_011640730.1,XP_011257286.2,0,2311,0,2296
XP_011640730.1,XP_025267987.1,0,2369,0,2327
XP_011640730.1,XP_025267988.1,0,2334,0,2308
XP_011640730.1,XP_025267989.1,0,2344,0,2303
XP_011640730.1,XP_025267990.1,0,2322,0,2279
XP_011640731.1,XP_011257192.2,0,2369,0,2343
XP_011640731.1,XP_011257201.2,0,2362,0,2337
XP_011640731.1,XP_011257210.2,0,2363,0,2336
XP_011640731.1,XP_011257219.2,0,2381,0,2340
XP_011640731.1,XP_011257228.2,0,2361,0,2334
XP_011640731.1,XP_011257236.2,0,2378,0,2340
XP_011640731.1,XP_011257244.2,0,2373,0,2341
XP_011640731.1,XP_011257252.2,0,2313,0,2271
XP_011640731.1,XP_011257280.2,0,2383,0,2356
XP_011640731.1,XP_011257286.2,0,2298,0,2279
XP_011640731.1,XP_011257295.2,0,2307,0,2294
XP_011640731.1,XP_025267987.1,0,2310,0,2268
XP_011640731.1,XP_025267988.1,0,2377,0,2350
XP_011640731.1,XP_025267989.1,0,2397,0,2353
XP_011640731.1,XP_025267990.1,0,2326,0,2285
XP_011640732.1,XP_011257192.2,0,2361,0,2322
XP_011640732.1,XP_011257201.2,0,2354,0,2316
XP_011640732.1,XP_011257210.2,0,2354,0,2316
XP_011640732.1,XP_011257219.2,0,2367,0,2322
XP_011640732.1,XP_011257228.2,0,2352,0,2313
XP_011640732.1,XP_011257236.2,0,2368,0,2323
XP_011640732.1,XP_011257244.2,0,2367,0,2325
XP_011640732.1,XP_011257280.2,0,2306,0,2267
XP_011640732.1,XP_011257286.2,0,2362,0,2332
XP_011640732.1,XP_011257295.2,0,2306,0,2278
XP_011640732.1,XP_025267988.1,0,2300,0,2260
XP_011640732.1,XP_025267989.1,0,2312,0,2267
XP_011640734.1,XP_011257280.2,0,2322,0,2284
XP_011640734.1,XP_011257286.2,0,2306,0,2279
