cflo,dmel ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011265117.1,NP_001286776.1,5.00E-84,265,4.00E-84,265
XP_011265117.1,NP_525118.2,5.00E-84,265,4.00E-84,265
XP_011265117.1,NP_995929.2,5.00E-84,265,4.00E-84,265
XP_011265118.1,NP_001286776.1,5.00E-84,265,4.00E-84,265
XP_011265118.1,NP_525118.2,5.00E-84,265,4.00E-84,265
XP_011265118.1,NP_995929.2,5.00E-84,265,4.00E-84,265
XP_011265120.2,NP_573385.1,2.00E-49,162,8.00E-50,162
XP_011265123.1,NP_001097992.1,0,664,0,672
XP_011265123.1,NP_001097993.1,0,650,0,660
XP_011265123.1,NP_001097994.1,0,663,0,672
XP_011265123.1,NP_001163787.1,0,663,0,675
XP_011265123.1,NP_001163788.1,0,663,0,672
XP_011265123.1,NP_001163790.1,0,663,0,675
XP_011265123.1,NP_001163791.1,0,664,0,674
XP_011265123.1,NP_001163792.1,0,664,0,674
XP_011265123.1,NP_001163793.1,0,664,0,674
XP_011265123.1,NP_001163794.1,0,663,0,672
XP_011265123.1,NP_001247398.1,0,666,0,677
XP_011265123.1,NP_001247399.1,0,667,0,679
XP_011265123.1,NP_001287630.1,0,665,0,674
XP_011265123.1,NP_524703.1,0,664,0,674
XP_011265123.1,NP_733460.1,0,663,0,672
XP_011265123.1,NP_733461.2,0,663,0,672
XP_011265123.1,NP_788773.1,0,663,0,672
XP_011265123.1,NP_788774.1,0,663,0,672
XP_011265123.1,NP_788775.1,0,663,0,672
XP_011265123.1,NP_788776.2,0,663,0,672
XP_011265123.1,NP_788777.1,0,663,0,672
XP_011265123.1,NP_788778.1,0,663,0,672
XP_011265123.1,NP_788779.1,0,663,0,672
XP_011265123.1,NP_788780.1,0,663,0,675
XP_011265126.1,NP_001303431.1,4.00E-97,282,3.00E-97,282
XP_011265126.1,NP_650048.1,4.00E-97,282,3.00E-97,282
XP_011265127.1,NP_608981.1,4.00E-44,152,1.00E-40,143
XP_011265127.1,NP_723144.1,4.00E-44,152,1.00E-40,143
XP_011265129.1,NP_649222.1,2.00E-50,176,2.00E-50,176
XP_011265129.1,NP_730532.1,2.00E-50,176,2.00E-50,176
XP_011265130.1,NP_649222.1,2.00E-50,176,2.00E-50,176
XP_011265130.1,NP_730532.1,2.00E-50,176,2.00E-50,176
XP_011265132.1,NP_001259168.1,9.00E-124,373,2.00E-130,390
XP_011265132.1,NP_476781.1,9.00E-124,373,2.00E-130,390
XP_011265133.1,NP_001259168.1,9.00E-124,373,2.00E-130,390
XP_011265133.1,NP_476781.1,9.00E-124,373,2.00E-130,390
XP_011265134.1,NP_001259168.1,9.00E-124,373,2.00E-130,390
XP_011265134.1,NP_476781.1,9.00E-124,373,2.00E-130,390
XP_011265135.1,NP_001259168.1,9.00E-124,373,2.00E-130,390
XP_011265135.1,NP_476781.1,9.00E-124,373,2.00E-130,390
XP_011265136.1,NP_001259168.1,9.00E-124,373,2.00E-130,390
XP_011265136.1,NP_476781.1,9.00E-124,373,2.00E-130,390
XP_011265137.1,NP_001259168.1,9.00E-124,373,2.00E-130,390
XP_011265137.1,NP_476781.1,9.00E-124,373,2.00E-130,390
XP_011265138.1,NP_001259168.1,9.00E-124,373,2.00E-130,390
XP_011265138.1,NP_476781.1,9.00E-124,373,2.00E-130,390
XP_011265139.1,NP_001259168.1,9.00E-124,373,2.00E-130,390
XP_011265139.1,NP_476781.1,9.00E-124,373,2.00E-130,390
XP_011265143.1,NP_001259168.1,5.00E-124,373,5.00E-130,389
XP_011265143.1,NP_476781.1,5.00E-124,373,5.00E-130,389
XP_011265145.1,NP_001259168.1,6.00E-124,372,2.00E-130,389
XP_011265145.1,NP_476781.1,6.00E-124,372,2.00E-130,389
XP_011265147.1,NP_001259731.1,3.00E-53,173,4.00E-53,173
XP_011265147.1,NP_608353.2,3.00E-53,173,4.00E-53,173
XP_011265150.1,NP_609590.1,3.00E-28,113,2.00E-28,113
XP_011265153.2,NP_650942.1,0,810,0,810
XP_011265154.1,NP_726406.1,2.00E-77,245,5.00E-78,246
XP_011265163.1,NP_647633.1,5.00E-71,218,1.00E-67,209
XP_011265167.1,NP_001097992.1,0,660,0,668
XP_011265167.1,NP_001097993.1,0,647,0,657
XP_011265167.1,NP_001097994.1,0,662,0,671
XP_011265167.1,NP_001163787.1,0,660,0,672
XP_011265167.1,NP_001163788.1,0,662,0,671
XP_011265167.1,NP_001163790.1,0,660,0,672
XP_011265167.1,NP_001163791.1,0,659,0,669
XP_011265167.1,NP_001163792.1,0,659,0,669
XP_011265167.1,NP_001163793.1,0,659,0,669
XP_011265167.1,NP_001163794.1,0,662,0,671
XP_011265167.1,NP_001247398.1,0,661,0,671
XP_011265167.1,NP_001247399.1,0,661,0,673
XP_011265167.1,NP_001287630.1,0,661,0,671
XP_011265167.1,NP_524703.1,0,659,0,669
XP_011265167.1,NP_733460.1,0,662,0,671
XP_011265167.1,NP_733461.2,0,662,0,671
XP_011265167.1,NP_788773.1,0,662,0,671
XP_011265167.1,NP_788774.1,0,662,0,671
XP_011265167.1,NP_788775.1,0,662,0,671
XP_011265167.1,NP_788776.2,0,662,0,671
XP_011265167.1,NP_788777.1,0,662,0,671
XP_011265167.1,NP_788778.1,0,662,0,671
XP_011265167.1,NP_788779.1,0,662,0,671
XP_011265167.1,NP_788780.1,0,660,0,672
XP_011265171.1,NP_001163465.1,5.00E-171,502,3.00E-173,507
XP_011265171.1,NP_524150.1,5.00E-171,502,3.00E-173,507
XP_011265171.1,NP_730363.2,8.00E-171,502,4.00E-173,508
XP_011265171.1,NP_730364.1,5.00E-171,502,3.00E-173,507
XP_011265180.1,NP_511113.1,1.00E-166,478,9.00E-167,478
XP_011265189.1,NP_476831.1,0,1272,0,1249
XP_011265189.1,NP_523724.2,0,1297,0,1305
XP_011265190.1,NP_476831.1,0,1272,0,1249
XP_011265190.1,NP_523724.2,0,1297,0,1305
XP_011265191.1,NP_476831.1,0,1272,0,1249
XP_011265191.1,NP_523724.2,0,1297,0,1305
XP_011265193.1,NP_476831.1,0,1272,0,1249
XP_011265193.1,NP_523724.2,0,1297,0,1305
XP_011265194.1,NP_476831.1,0,1272,0,1249
XP_011265194.1,NP_523724.2,0,1297,0,1305
XP_011265195.1,NP_476831.1,0,1272,0,1249
XP_011265195.1,NP_523724.2,0,1296,0,1305
XP_011265197.1,NP_476831.1,0,1272,0,1249
XP_011265197.1,NP_523724.2,0,1296,0,1305
XP_011265198.1,NP_651471.2,0,585,0,585
XP_011265198.1,NP_733146.2,0,585,0,585
XP_011265200.1,NP_609363.1,7.00E-39,130,6.00E-39,130
XP_011265200.1,NP_723546.1,7.00E-40,132,6.00E-40,132
XP_011265211.2,NP_001261727.1,6.00E-47,167,5.00E-51,178
XP_011265211.2,NP_648515.1,6.00E-47,167,5.00E-51,178
XP_011265212.1,NP_001027180.1,2.00E-41,139,1.00E-49,160
XP_011265213.1,NP_001027180.1,8.00E-41,136,6.00E-49,156
XP_011265216.1,NP_477440.1,1.00E-38,139,1.00E-38,139
XP_011265218.1,NP_001015241.3,0,1019,0,1019
XP_011265218.1,NP_001104479.1,0,1037,0,1037
XP_011265218.1,NP_001104480.2,0,1037,0,1037
XP_011265220.1,NP_001263008.1,1.00E-88,283,9.00E-92,292
XP_011265220.1,NP_476971.1,1.00E-88,283,9.00E-92,292
XP_011265222.1,NP_001261793.1,6.00E-94,285,5.00E-94,285
XP_011265222.1,NP_648623.1,6.00E-94,285,5.00E-94,285
XP_011265251.1,NP_001015384.1,6.00E-132,384,5.00E-132,384
XP_011265251.1,NP_001287633.1,6.00E-132,384,5.00E-132,384
XP_011265252.1,NP_651850.1,6.00E-77,242,7.00E-86,265
XP_011265253.1,NP_649857.1,3.00E-98,300,3.00E-98,300
XP_011265253.1,NP_731302.1,4.00E-98,300,3.00E-98,300
XP_011265253.1,NP_731303.2,2.00E-98,300,2.00E-98,300
XP_011265257.1,NP_001259202.1,0,999,0,1001
XP_011265257.1,NP_001259203.1,0,1000,0,1001
XP_011265257.1,NP_726846.1,0,1003,0,1013
XP_011265257.1,NP_726847.2,0,1003,0,1013
XP_011265257.1,NP_726849.1,0,1030,0,1040
XP_011265257.1,NP_726850.1,0,1015,0,1024
XP_011265257.1,NP_726851.3,0,1000,0,1001
XP_011265257.1,NP_726852.2,0,1027,0,1037
XP_011265257.1,NP_726853.2,0,1030,0,1040
XP_011265257.1,NP_726854.2,0,999,0,1001
XP_011265257.1,NP_726855.1,0,999,0,999
XP_011265257.1,NP_726856.1,0,988,0,996
XP_011265257.1,NP_726858.2,0,989,0,994
XP_011265258.1,NP_001259202.1,0,1003,0,1004
XP_011265258.1,NP_001259203.1,0,1004,0,1006
XP_011265258.1,NP_726846.1,0,1007,0,1016
XP_011265258.1,NP_726847.2,0,1007,0,1016
XP_011265258.1,NP_726849.1,0,1035,0,1043
XP_011265258.1,NP_726850.1,0,1017,0,1026
XP_011265258.1,NP_726851.3,0,1004,0,1006
XP_011265258.1,NP_726852.2,0,1032,0,1040
XP_011265258.1,NP_726853.2,0,1035,0,1043
XP_011265258.1,NP_726854.2,0,1003,0,1004
XP_011265258.1,NP_726855.1,0,1003,0,1004
XP_011265258.1,NP_726856.1,0,990,0,997
XP_011265258.1,NP_726858.2,0,991,0,996
XP_011265261.1,NP_649857.1,1.00E-98,300,1.00E-98,300
XP_011265261.1,NP_731302.1,1.00E-98,300,1.00E-98,300
XP_011265261.1,NP_731303.2,6.00E-99,300,5.00E-99,300
XP_011265262.1,NP_001259722.1,4.00E-162,458,8.00E-164,462
XP_011265262.1,NP_608335.1,1.00E-165,467,2.00E-167,472
XP_011265262.1,NP_728284.1,1.00E-165,467,2.00E-167,472
XP_011265269.1,NP_649857.1,1.00E-98,300,1.00E-98,300
XP_011265269.1,NP_731302.1,1.00E-98,300,1.00E-98,300
XP_011265269.1,NP_731303.2,6.00E-99,300,5.00E-99,300
XP_011265273.1,NP_609789.1,1.00E-92,275,2.00E-95,282
XP_011265274.1,NP_001262720.1,1.00E-42,139,1.00E-42,139
XP_011265274.1,NP_650762.1,1.00E-42,139,1.00E-42,139
XP_011265277.1,NP_001259437.1,6.00E-110,334,5.00E-110,334
XP_011265277.1,NP_572682.1,6.00E-110,334,5.00E-110,334
XP_011265277.1,NP_727485.1,6.00E-110,334,5.00E-110,334
XP_011265278.1,NP_647872.1,2.00E-26,102,5.00E-29,108
XP_011265278.1,NP_649677.1,3.00E-27,104,6.00E-32,116
XP_011265279.1,NP_001284986.1,4.00E-163,463,3.00E-163,463
XP_011265279.1,NP_572407.3,4.00E-163,463,3.00E-163,463
XP_011265280.1,NP_001284986.1,4.00E-166,470,4.00E-166,470
XP_011265280.1,NP_572407.3,4.00E-166,470,4.00E-166,470
XP_011265286.1,NP_477184.1,2.00E-138,421,2.00E-139,423
XP_011265286.1,NP_725552.1,1.00E-137,419,1.00E-138,421
XP_011265289.1,NP_524197.1,5.00E-53,169,4.00E-53,169
XP_011265292.1,NP_001246314.1,0,1683,0,1682
XP_011265292.1,NP_523734.1,0,1675,0,1676
XP_011265292.1,NP_725341.1,0,1683,0,1682
XP_011265292.1,NP_725342.1,0,1683,0,1682
XP_011265295.1,NP_725343.1,8.00E-32,114,6.00E-32,114
XP_011265296.1,NP_725343.1,8.00E-32,114,6.00E-32,114
XP_011265297.1,NP_572160.1,2.00E-132,406,4.00E-132,406
XP_011265297.1,NP_726923.1,2.00E-132,406,4.00E-132,406
XP_011265299.1,NP_001036701.1,3.00E-14,68.2,2.00E-14,68.2
XP_011265300.1,NP_001285442.1,4.00E-111,329,7.00E-112,331
XP_011265300.1,NP_001285443.1,6.00E-109,324,1.00E-109,325
XP_011265301.1,NP_572840.1,1.00E-63,202,1.00E-62,200
XP_011265302.1,NP_572840.1,1.00E-63,202,1.00E-62,200
XP_011265309.2,NP_001247375.1,3.00E-34,120,3.00E-34,120
XP_011265309.2,NP_651823.1,3.00E-34,120,3.00E-34,120
XP_011265321.1,NP_569845.2,0,737,0,756
XP_011265321.1,NP_726672.1,0,731,0,751
XP_011265324.1,NP_001163103.1,0,1986,0,1985
XP_011265324.1,NP_610527.1,0,1976,0,1976
XP_011265324.1,NP_724837.1,0,1976,0,1976
XP_011265324.1,NP_724838.1,0,1976,0,1976
XP_011265324.1,NP_724839.1,0,1976,0,1976
XP_011265324.1,NP_724840.1,0,1976,0,1976
XP_011265324.1,NP_724841.1,0,1986,0,1985
XP_011265324.1,NP_724842.1,0,1986,0,1985
XP_011265324.1,NP_724843.1,0,1986,0,1985
XP_011265324.1,NP_724844.1,0,1986,0,1985
XP_011265325.1,NP_001163103.1,0,1979,0,1979
XP_011265325.1,NP_610527.1,0,1982,0,1981
XP_011265325.1,NP_724837.1,0,1982,0,1981
XP_011265325.1,NP_724838.1,0,1982,0,1981
XP_011265325.1,NP_724839.1,0,1982,0,1981
XP_011265325.1,NP_724840.1,0,1982,0,1981
XP_011265325.1,NP_724841.1,0,1979,0,1979
XP_011265325.1,NP_724842.1,0,1979,0,1979
XP_011265325.1,NP_724843.1,0,1979,0,1979
XP_011265325.1,NP_724844.1,0,1979,0,1979
XP_011265328.1,NP_611952.1,4.00E-53,172,3.00E-53,172
XP_011265328.1,NP_651869.1,3.00E-55,178,2.00E-55,178
XP_011265329.1,NP_001246351.1,5.00E-75,229,4.00E-75,229
XP_011265329.1,NP_001246352.1,5.00E-75,229,4.00E-75,229
XP_011265329.1,NP_001286468.1,5.00E-75,229,4.00E-75,229
XP_011265329.1,NP_611061.1,5.00E-75,229,4.00E-75,229
XP_011265334.1,NP_609088.1,1.00E-53,184,2.00E-50,175
XP_011265335.3,NP_648320.1,6.00E-91,284,5.00E-91,284
XP_011265336.1,NP_648045.2,2.00E-33,132,6.00E-29,117
XP_011265340.1,NP_001261474.1,1.00E-176,498,9.00E-177,498
XP_011265340.1,NP_001261475.1,1.00E-176,498,9.00E-177,498
XP_011265340.1,NP_001261476.1,1.00E-176,498,9.00E-177,498
XP_011265340.1,NP_476581.1,1.00E-176,498,9.00E-177,498
XP_011265341.1,NP_729159.2,0,784,0,766
XP_011265358.1,NP_609401.2,4.00E-100,301,3.00E-100,301
XP_011265359.1,NP_609401.2,4.00E-100,301,3.00E-100,301
XP_011265360.1,NP_649529.1,3.00E-70,220,2.00E-75,234
XP_011265360.1,NP_730922.1,3.00E-70,220,2.00E-75,234
XP_011265367.1,NP_001287428.1,9.00E-104,313,3.00E-100,305
XP_011265367.1,NP_001287429.1,5.00E-101,304,9.00E-100,300
XP_011265367.1,NP_001287430.1,6.00E-103,311,2.00E-99,302
XP_011265367.1,NP_650891.1,6.00E-103,311,2.00E-99,302
XP_011265367.1,NP_732519.3,5.00E-101,304,9.00E-100,300
XP_011265367.1,NP_996244.1,6.00E-103,311,2.00E-99,302
XP_011265368.1,NP_001287587.1,9.00E-143,410,8.00E-143,410
XP_011265368.1,NP_477381.1,9.00E-143,410,8.00E-143,410
XP_011265369.1,NP_649788.2,0,778,0,778
XP_011265372.1,NP_001162714.2,1.00E-55,204,8.00E-59,214
XP_011265372.1,NP_572522.2,3.00E-57,209,2.00E-60,219
XP_011265373.1,NP_001138011.1,0,788,0,798
XP_011265373.1,NP_649566.2,0,805,0,813
XP_011265374.1,NP_001138011.1,0,719,0,786
XP_011265374.1,NP_649566.2,0,719,0,801
XP_011265382.1,NP_001261981.1,2.00E-57,203,4.00E-63,218
XP_011265382.1,NP_648968.2,3.00E-57,202,4.00E-63,218
XP_011265382.1,NP_730256.1,6.00E-57,201,9.00E-63,217
XP_011265389.1,NP_001034058.1,0,971,0,1005
XP_011265389.1,NP_001262635.1,0,947,0,985
XP_011265389.1,NP_650542.1,0,982,0,1019
XP_011265390.1,NP_001036355.1,9.00E-104,313,7.00E-104,313
XP_011265390.1,NP_477475.2,9.00E-104,313,7.00E-104,313
XP_011265391.1,NP_001286639.1,2.00E-52,166,2.00E-52,166
XP_011265391.1,NP_611500.1,1.00E-52,166,9.00E-53,166
XP_011265399.1,NP_001033805.1,0,588,0,603
XP_011265399.1,NP_001033806.1,0,588,0,603
XP_011265402.1,NP_001014484.2,0,633,0,615
XP_011265402.1,NP_001260835.1,0,644,0,625
XP_011265402.1,NP_572219.1,0,646,0,645
XP_011265402.1,NP_609726.1,0,638,0,616
XP_011265402.1,NP_610517.1,0,644,0,625
XP_011265402.1,NP_723885.1,0,638,0,616
XP_011265403.1,NP_001014484.2,0,605,0,592
XP_011265403.1,NP_001260835.1,0,602,0,596
XP_011265403.1,NP_609726.1,0,598,0,586
XP_011265403.1,NP_610517.1,0,602,0,596
XP_011265403.1,NP_723885.1,0,598,0,586
XP_011265404.1,NP_001014484.2,0,616,0,598
XP_011265404.1,NP_572219.1,0,616,0,613
XP_011265404.1,NP_609726.1,0,616,0,598
XP_011265404.1,NP_648293.1,0,587,0,571
XP_011265404.1,NP_723885.1,0,616,0,598
XP_011265406.1,NP_609890.2,1.00E-33,129,2.00E-33,129
XP_011265407.1,NP_610798.1,0,776,0,823
XP_011265414.1,NP_572341.1,8.00E-65,213,7.00E-65,213
XP_011265415.1,NP_572341.1,8.00E-65,213,7.00E-65,213
XP_011265417.1,NP_001262286.1,0,1462,0,1466
XP_011265417.1,NP_649546.1,0,1512,0,1513
XP_011265417.1,NP_996153.1,0,1462,0,1466
XP_011265418.1,NP_001262286.1,0,1462,0,1466
XP_011265418.1,NP_649546.1,0,1512,0,1513
XP_011265418.1,NP_996153.1,0,1462,0,1466
XP_011265419.1,NP_001262286.1,0,1462,0,1466
XP_011265419.1,NP_649546.1,0,1512,0,1513
XP_011265419.1,NP_996153.1,0,1462,0,1466
XP_011265420.1,NP_001262286.1,0,1477,0,1479
XP_011265420.1,NP_649546.1,0,1467,0,1468
XP_011265420.1,NP_996153.1,0,1477,0,1479
XP_011265431.1,NP_525099.3,0,599,0,610
XP_011265431.1,NP_722830.2,0,599,0,610
XP_011265432.1,NP_001027285.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027289.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027294.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027298.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027303.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027308.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027313.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027318.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027323.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027328.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027333.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027338.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027343.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027348.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027353.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027358.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027363.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027368.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027373.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027378.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027383.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001027387.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_001259374.1,1.00E-94,273,9.00E-95,273
XP_011265432.1,NP_001260082.1,1.00E-94,273,9.00E-95,273
XP_011265432.1,NP_511095.1,1.00E-94,273,9.00E-95,273
XP_011265432.1,NP_523479.1,1.00E-94,273,9.00E-95,273
XP_011265432.1,NP_723056.2,1.00E-94,273,9.00E-95,273
XP_011265432.1,NP_724345.1,2.00E-92,267,2.00E-92,267
XP_011265432.1,NP_727314.1,1.00E-94,273,9.00E-95,273
XP_011265432.1,NP_788892.1,1.00E-94,273,9.00E-95,273
XP_011265433.2,NP_001027285.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027289.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027294.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027298.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027303.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027308.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027313.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027318.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027323.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027328.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027333.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027338.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027343.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027348.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027353.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027358.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027363.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027368.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027373.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027378.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027383.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001027387.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_001259374.1,1.00E-94,273,9.00E-95,273
XP_011265433.2,NP_001260082.1,1.00E-94,273,9.00E-95,273
XP_011265433.2,NP_511095.1,1.00E-94,273,9.00E-95,273
XP_011265433.2,NP_523479.1,1.00E-94,273,9.00E-95,273
XP_011265433.2,NP_723056.2,1.00E-94,273,9.00E-95,273
XP_011265433.2,NP_724345.1,2.00E-92,267,2.00E-92,267
XP_011265433.2,NP_727314.1,1.00E-94,273,9.00E-95,273
XP_011265433.2,NP_788892.1,1.00E-94,273,9.00E-95,273
XP_011265434.1,NP_001097569.1,1.00E-43,156,1.00E-43,156
XP_011265435.1,NP_001097569.1,1.00E-43,156,1.00E-43,156
XP_011265436.1,NP_001097569.1,1.00E-43,156,1.00E-43,156
XP_011265438.1,NP_001097568.1,5.00E-43,153,2.00E-41,149
XP_011265438.1,NP_001287017.1,5.00E-43,153,2.00E-41,149
XP_011265440.1,NP_524316.1,0,733,0,734
XP_011265440.1,NP_731548.2,0,733,0,734
XP_011265441.1,NP_651972.1,4.00E-57,179,4.00E-57,179
XP_011265441.1,NP_722908.1,4.00E-57,179,4.00E-57,179
XP_011265445.2,NP_651960.2,0,2063,0,2009
XP_011265445.2,NP_728560.1,0,2063,0,2009
XP_011265450.1,NP_650486.1,0,607,0,614
XP_011265453.1,NP_001261351.1,1.00E-77,277,9.00E-96,329
XP_011265453.1,NP_647770.1,1.00E-77,277,9.00E-96,329
XP_011265453.1,NP_728809.1,1.00E-77,277,9.00E-96,329
XP_011265453.1,NP_728810.1,1.00E-77,277,9.00E-96,329
XP_011265455.1,NP_001261351.1,2.00E-80,284,9.00E-99,337
XP_011265455.1,NP_647770.1,2.00E-80,284,9.00E-99,337
XP_011265455.1,NP_728809.1,2.00E-80,284,9.00E-99,337
XP_011265455.1,NP_728810.1,2.00E-80,284,9.00E-99,337
XP_011265456.1,NP_001261351.1,1.00E-81,288,7.00E-100,340
XP_011265456.1,NP_647770.1,1.00E-81,288,7.00E-100,340
XP_011265456.1,NP_728809.1,1.00E-81,288,7.00E-100,340
XP_011265456.1,NP_728810.1,1.00E-81,288,7.00E-100,340
XP_011265459.2,NP_001189266.1,0,1004,0,986
XP_011265459.2,NP_001247243.1,0,1005,0,988
XP_011265459.2,NP_001247244.1,0,1003,0,987
XP_011265459.2,NP_001247245.1,0,1003,0,987
XP_011265459.2,NP_001287469.1,0,994,0,980
XP_011265459.2,NP_001287470.1,0,1003,0,986
XP_011265459.2,NP_651076.2,0,1004,0,986
XP_011265464.1,NP_001189266.1,0,999,0,982
XP_011265464.1,NP_001247243.1,0,999,0,983
XP_011265464.1,NP_001247244.1,0,996,0,982
XP_011265464.1,NP_001247245.1,0,996,0,982
XP_011265464.1,NP_001287469.1,0,991,0,977
XP_011265464.1,NP_001287470.1,0,997,0,983
XP_011265464.1,NP_651076.2,0,999,0,982
XP_011265465.1,NP_001189266.1,0,998,0,981
XP_011265465.1,NP_001247243.1,0,999,0,983
XP_011265465.1,NP_001247244.1,0,996,0,981
XP_011265465.1,NP_001247245.1,0,996,0,981
XP_011265465.1,NP_001287469.1,0,990,0,976
XP_011265465.1,NP_001287470.1,0,996,0,981
XP_011265465.1,NP_651076.2,0,998,0,981
XP_011265466.1,NP_001189266.1,0,988,0,971
XP_011265466.1,NP_001247243.1,0,988,0,971
XP_011265466.1,NP_001247244.1,0,986,0,970
XP_011265466.1,NP_001247245.1,0,986,0,970
XP_011265466.1,NP_001287469.1,0,999,0,986
XP_011265466.1,NP_001287470.1,0,987,0,971
XP_011265466.1,NP_651076.2,0,988,0,971
XP_011265467.1,NP_569963.1,2.00E-120,360,2.00E-120,360
XP_011265467.1,NP_726779.1,3.00E-117,353,3.00E-117,353
XP_011265468.1,NP_569965.1,1.00E-80,249,1.00E-80,249
XP_011265469.1,NP_648048.1,0,686,0,695
XP_011265472.1,NP_788728.1,4.00E-35,129,1.00E-37,135
XP_011265473.2,NP_609837.1,2.00E-97,299,2.00E-97,299
XP_011265474.2,NP_609837.1,2.00E-97,299,2.00E-97,299
XP_011265480.1,NP_788728.1,4.00E-35,129,1.00E-37,135
XP_011265485.1,NP_788728.1,4.00E-35,129,1.00E-37,135
XP_011265490.1,NP_001260250.1,1.00E-75,245,7.00E-79,253
XP_011265490.1,NP_477500.1,1.00E-75,245,7.00E-79,253
XP_011265491.1,NP_788728.1,4.00E-35,129,1.00E-37,135
XP_011265493.1,NP_650205.1,8.00E-79,255,1.00E-80,260
XP_011265494.2,NP_610687.1,4.00E-59,211,4.00E-59,211
XP_011265496.2,NP_001287604.1,4.00E-129,382,4.00E-129,382
XP_011265496.2,NP_651779.1,4.00E-129,382,4.00E-129,382
XP_011265497.2,NP_001287604.1,4.00E-129,382,4.00E-129,382
XP_011265497.2,NP_651779.1,4.00E-129,382,4.00E-129,382
XP_011265500.2,NP_001287604.1,7.00E-122,363,2.00E-121,363
XP_011265500.2,NP_651779.1,7.00E-122,363,2.00E-121,363
XP_011265502.1,NP_651780.1,3.00E-68,220,1.00E-73,234
XP_011265503.1,NP_651781.1,6.00E-146,424,2.00E-144,420
XP_011265504.1,NP_651781.1,6.00E-146,424,2.00E-144,420
XP_011265509.1,NP_001014620.1,1.00E-120,369,6.00E-122,371
XP_011265509.1,NP_001247089.1,1.00E-120,369,6.00E-122,371
XP_011265510.1,NP_001014620.1,1.00E-120,369,6.00E-122,371
XP_011265510.1,NP_001247089.1,1.00E-120,369,6.00E-122,371
XP_011265512.1,NP_001163709.2,2.00E-178,549,2.00E-108,362
XP_011265512.1,NP_524473.2,5.00E-176,543,8.00E-106,356
XP_011265512.1,NP_732933.1,5.00E-176,543,8.00E-106,356
XP_011265512.1,NP_732935.2,2.00E-178,549,2.00E-108,362
XP_011265513.1,NP_001014620.1,1.00E-120,369,7.00E-122,371
XP_011265513.1,NP_001247089.1,1.00E-120,369,7.00E-122,371
XP_011265514.1,NP_001014620.1,5.00E-121,369,4.00E-122,371
XP_011265514.1,NP_001247089.1,5.00E-121,369,4.00E-122,371
XP_011265515.1,NP_001014620.1,1.00E-121,369,1.00E-122,371
